timestep,reward
1.100000000000000000e+01,1.100000000000000000e+01
2.300000000000000000e+01,1.200000000000000000e+01
4.000000000000000000e+01,1.700000000000000000e+01
6.400000000000000000e+01,2.400000000000000000e+01
9.400000000000000000e+01,3.000000000000000000e+01
1.180000000000000000e+02,2.400000000000000000e+01
1.400000000000000000e+02,2.200000000000000000e+01
1.490000000000000000e+02,9.000000000000000000e+00
1.610000000000000000e+02,1.200000000000000000e+01
2.100000000000000000e+02,4.900000000000000000e+01
2.370000000000000000e+02,2.700000000000000000e+01
2.520000000000000000e+02,1.500000000000000000e+01
2.900000000000000000e+02,3.800000000000000000e+01
3.090000000000000000e+02,1.900000000000000000e+01
3.590000000000000000e+02,5.000000000000000000e+01
3.790000000000000000e+02,2.000000000000000000e+01
3.930000000000000000e+02,1.400000000000000000e+01
4.530000000000000000e+02,6.000000000000000000e+01
4.650000000000000000e+02,1.200000000000000000e+01
4.760000000000000000e+02,1.100000000000000000e+01
5.190000000000000000e+02,4.300000000000000000e+01
5.360000000000000000e+02,1.700000000000000000e+01
5.490000000000000000e+02,1.300000000000000000e+01
5.670000000000000000e+02,1.800000000000000000e+01
5.790000000000000000e+02,1.200000000000000000e+01
6.090000000000000000e+02,3.000000000000000000e+01
6.200000000000000000e+02,1.100000000000000000e+01
6.500000000000000000e+02,3.000000000000000000e+01
6.890000000000000000e+02,3.900000000000000000e+01
7.180000000000000000e+02,2.900000000000000000e+01
7.320000000000000000e+02,1.400000000000000000e+01
7.480000000000000000e+02,1.600000000000000000e+01
7.680000000000000000e+02,2.000000000000000000e+01
7.780000000000000000e+02,1.000000000000000000e+01
7.950000000000000000e+02,1.700000000000000000e+01
8.060000000000000000e+02,1.100000000000000000e+01
8.220000000000000000e+02,1.600000000000000000e+01
8.570000000000000000e+02,3.500000000000000000e+01
8.840000000000000000e+02,2.700000000000000000e+01
9.120000000000000000e+02,2.800000000000000000e+01
9.290000000000000000e+02,1.700000000000000000e+01
9.640000000000000000e+02,3.500000000000000000e+01
1.016000000000000000e+03,5.200000000000000000e+01
1.047000000000000000e+03,3.100000000000000000e+01
1.066000000000000000e+03,1.900000000000000000e+01
1.086000000000000000e+03,2.000000000000000000e+01
1.101000000000000000e+03,1.500000000000000000e+01
1.112000000000000000e+03,1.100000000000000000e+01
1.133000000000000000e+03,2.100000000000000000e+01
1.153000000000000000e+03,2.000000000000000000e+01
1.185000000000000000e+03,3.200000000000000000e+01
1.226000000000000000e+03,4.100000000000000000e+01
1.262000000000000000e+03,3.600000000000000000e+01
1.280000000000000000e+03,1.800000000000000000e+01
1.300000000000000000e+03,2.000000000000000000e+01
1.328000000000000000e+03,2.800000000000000000e+01
1.389000000000000000e+03,6.100000000000000000e+01
1.443000000000000000e+03,5.400000000000000000e+01
1.457000000000000000e+03,1.400000000000000000e+01
1.473000000000000000e+03,1.600000000000000000e+01
1.515000000000000000e+03,4.200000000000000000e+01
1.551000000000000000e+03,3.600000000000000000e+01
1.578000000000000000e+03,2.700000000000000000e+01
1.591000000000000000e+03,1.300000000000000000e+01
1.605000000000000000e+03,1.400000000000000000e+01
1.616000000000000000e+03,1.100000000000000000e+01
1.641000000000000000e+03,2.500000000000000000e+01
1.668000000000000000e+03,2.700000000000000000e+01
1.688000000000000000e+03,2.000000000000000000e+01
1.702000000000000000e+03,1.400000000000000000e+01
1.721000000000000000e+03,1.900000000000000000e+01
1.747000000000000000e+03,2.600000000000000000e+01
1.799000000000000000e+03,5.200000000000000000e+01
1.816000000000000000e+03,1.700000000000000000e+01
1.829000000000000000e+03,1.300000000000000000e+01
1.862000000000000000e+03,3.300000000000000000e+01
1.872000000000000000e+03,1.000000000000000000e+01
1.895000000000000000e+03,2.300000000000000000e+01
1.912000000000000000e+03,1.700000000000000000e+01
1.944000000000000000e+03,3.200000000000000000e+01
1.993000000000000000e+03,4.900000000000000000e+01
2.008000000000000000e+03,1.500000000000000000e+01
2.018000000000000000e+03,1.000000000000000000e+01
2.040000000000000000e+03,2.200000000000000000e+01
2.061000000000000000e+03,2.100000000000000000e+01
2.081000000000000000e+03,2.000000000000000000e+01
2.132000000000000000e+03,5.100000000000000000e+01
2.168000000000000000e+03,3.600000000000000000e+01
2.186000000000000000e+03,1.800000000000000000e+01
2.199000000000000000e+03,1.300000000000000000e+01
2.220000000000000000e+03,2.100000000000000000e+01
2.233000000000000000e+03,1.300000000000000000e+01
2.255000000000000000e+03,2.200000000000000000e+01
2.279000000000000000e+03,2.400000000000000000e+01
2.331000000000000000e+03,5.200000000000000000e+01
2.349000000000000000e+03,1.800000000000000000e+01
2.413000000000000000e+03,6.400000000000000000e+01
2.446000000000000000e+03,3.300000000000000000e+01
2.469000000000000000e+03,2.300000000000000000e+01
2.488000000000000000e+03,1.900000000000000000e+01
2.507000000000000000e+03,1.900000000000000000e+01
2.534000000000000000e+03,2.700000000000000000e+01
2.573000000000000000e+03,3.900000000000000000e+01
2.586000000000000000e+03,1.300000000000000000e+01
2.626000000000000000e+03,4.000000000000000000e+01
2.643000000000000000e+03,1.700000000000000000e+01
2.657000000000000000e+03,1.400000000000000000e+01
2.680000000000000000e+03,2.300000000000000000e+01
2.706000000000000000e+03,2.600000000000000000e+01
2.763000000000000000e+03,5.700000000000000000e+01
2.795000000000000000e+03,3.200000000000000000e+01
2.825000000000000000e+03,3.000000000000000000e+01
2.848000000000000000e+03,2.300000000000000000e+01
2.869000000000000000e+03,2.100000000000000000e+01
2.880000000000000000e+03,1.100000000000000000e+01
2.907000000000000000e+03,2.700000000000000000e+01
2.935000000000000000e+03,2.800000000000000000e+01
2.971000000000000000e+03,3.600000000000000000e+01
3.033000000000000000e+03,6.200000000000000000e+01
3.059000000000000000e+03,2.600000000000000000e+01
3.084000000000000000e+03,2.500000000000000000e+01
3.105000000000000000e+03,2.100000000000000000e+01
3.196000000000000000e+03,9.100000000000000000e+01
3.241000000000000000e+03,4.500000000000000000e+01
3.270000000000000000e+03,2.900000000000000000e+01
3.290000000000000000e+03,2.000000000000000000e+01
3.314000000000000000e+03,2.400000000000000000e+01
3.380000000000000000e+03,6.600000000000000000e+01
3.404000000000000000e+03,2.400000000000000000e+01
3.442000000000000000e+03,3.800000000000000000e+01
3.456000000000000000e+03,1.400000000000000000e+01
3.484000000000000000e+03,2.800000000000000000e+01
3.580000000000000000e+03,9.600000000000000000e+01
3.599000000000000000e+03,1.900000000000000000e+01
3.649000000000000000e+03,5.000000000000000000e+01
3.738000000000000000e+03,8.900000000000000000e+01
3.753000000000000000e+03,1.500000000000000000e+01
3.850000000000000000e+03,9.700000000000000000e+01
3.867000000000000000e+03,1.700000000000000000e+01
3.945000000000000000e+03,7.800000000000000000e+01
4.024000000000000000e+03,7.900000000000000000e+01
4.044000000000000000e+03,2.000000000000000000e+01
4.057000000000000000e+03,1.300000000000000000e+01
4.102000000000000000e+03,4.500000000000000000e+01
4.159000000000000000e+03,5.700000000000000000e+01
4.210000000000000000e+03,5.100000000000000000e+01
4.227000000000000000e+03,1.700000000000000000e+01
4.257000000000000000e+03,3.000000000000000000e+01
4.273000000000000000e+03,1.600000000000000000e+01
4.291000000000000000e+03,1.800000000000000000e+01
4.322000000000000000e+03,3.100000000000000000e+01
4.345000000000000000e+03,2.300000000000000000e+01
4.391000000000000000e+03,4.600000000000000000e+01
4.410000000000000000e+03,1.900000000000000000e+01
4.448000000000000000e+03,3.800000000000000000e+01
4.503000000000000000e+03,5.500000000000000000e+01
4.514000000000000000e+03,1.100000000000000000e+01
4.599000000000000000e+03,8.500000000000000000e+01
4.623000000000000000e+03,2.400000000000000000e+01
4.641000000000000000e+03,1.800000000000000000e+01
4.708000000000000000e+03,6.700000000000000000e+01
