#{"t_start": 1763486636.7950091, "env_id": "CartPole-v1"}
r,l,t
33.0,33,5.905618
65.0,65,5.97787
36.0,36,6.053618
39.0,39,6.09247
22.0,22,6.114691
15.0,15,6.130092
25.0,25,6.154521
13.0,13,6.16796
16.0,16,6.184315
90.0,90,6.282788
49.0,49,6.365098
67.0,67,6.432446
13.0,13,6.445454
23.0,23,6.468358
11.0,11,6.479363
20.0,20,6.499321
27.0,27,6.526136
19.0,19,6.545181
74.0,74,6.65572
15.0,15,6.671003
12.0,12,6.6831
19.0,19,6.702072
74.0,74,6.775576
26.0,26,6.80145
28.0,28,6.829402
49.0,49,6.878114
54.0,54,6.969254
16.0,16,6.985338
48.0,48,7.035157
48.0,48,7.085969
54.0,54,7.140928
44.0,44,7.183703
68.0,68,7.284465
31.0,31,7.315435
54.0,54,7.371619
56.0,56,7.431439
72.0,72,7.541465
108.0,108,7.645595
33.0,33,7.677344
47.0,47,7.722791
53.0,53,7.774612
14.0,14,7.829094
30.0,30,7.863427
54.0,54,7.915833
38.0,38,7.95585
52.0,52,8.007472
45.0,45,8.053967
61.0,61,8.156813
29.0,29,8.185492
64.0,64,8.250271
56.0,56,8.305263
56.0,56,8.36037
57.0,57,8.458657
32.0,32,8.488899
94.0,94,8.577256
16.0,16,8.592577
58.0,58,8.646914
44.0,44,8.721338
58.0,58,8.776284
55.0,55,8.829199
130.0,130,8.993854
87.0,87,9.078485
14.0,14,9.092724
38.0,38,9.131475
70.0,70,9.202419
45.0,45,9.280706
18.0,18,9.298249
67.0,67,9.363239
75.0,75,9.4422
23.0,23,9.465147
28.0,28,9.493042
47.0,47,9.573904
28.0,28,9.60093
44.0,44,9.64326
52.0,52,9.693202
47.0,47,9.738269
99.0,99,9.877772
33.0,33,9.909561
48.0,48,9.962034
27.0,27,9.987508
24.0,24,10.010563
56.0,56,10.064849
97.0,97,10.201846
34.0,34,10.238496
22.0,22,10.259964
53.0,53,10.311493
46.0,46,10.355765
42.0,42,10.433722
29.0,29,10.461412
16.0,16,10.476669
87.0,87,10.559407
58.0,58,10.614458
81.0,81,14.920267
45.0,45,14.952905
42.0,42,14.982186
27.0,27,15.001261
92.0,92,15.066584
29.0,29,15.087312
57.0,57,15.152631
30.0,30,15.173733
31.0,31,15.195804
14.0,14,15.205751
11.0,11,15.213607
61.0,61,15.257409
74.0,74,15.335392
30.0,30,15.356635
33.0,33,15.380138
40.0,40,15.408417
113.0,113,15.485658
73.0,73,15.563078
12.0,12,15.57147
33.0,33,15.594417
39.0,39,15.622588
47.0,47,15.655853
53.0,53,15.694607
58.0,58,15.76212
74.0,74,15.815001
19.0,19,15.828639
60.0,60,15.871509
42.0,42,15.901486
64.0,64,15.976034
114.0,114,16.056786
27.0,27,16.075973
35.0,35,16.100777
110.0,110,16.203629
45.0,45,16.235544
81.0,81,16.294782
119.0,119,16.404891
66.0,66,16.453843
41.0,41,16.487804
31.0,31,16.509943
47.0,47,16.543494
63.0,63,16.625627
12.0,12,16.634369
58.0,58,16.676277
23.0,23,16.693238
37.0,37,16.719727
32.0,32,16.742696
13.0,13,16.75207
25.0,25,16.770021
42.0,42,16.829422
29.0,29,16.850239
46.0,46,16.883251
59.0,59,16.926994
44.0,44,16.957326
25.0,25,16.974601
61.0,61,17.041356
60.0,60,17.081612
37.0,37,17.11178
36.0,36,17.136963
65.0,65,17.18175
29.0,29,17.230424
25.0,25,17.249919
29.0,29,17.271805
63.0,63,17.319847
48.0,48,17.357294
27.0,27,17.378538
61.0,61,17.466747
31.0,31,17.500235
52.0,52,17.545253
36.0,36,17.577331
10.0,10,17.586296
35.0,35,17.617488
71.0,71,17.68183
15.0,15,17.728786
113.0,113,17.836042
62.0,62,17.894917
40.0,40,17.935459
50.0,50,18.017686
53.0,53,18.068663
46.0,46,18.113014
36.0,36,18.147611
85.0,85,18.229285
77.0,77,18.338058
22.0,22,18.359266
41.0,41,18.398734
43.0,43,18.440816
91.0,91,18.529627
35.0,35,18.601544
76.0,76,18.67488
41.0,41,18.714429
24.0,24,18.737593
102.0,102,18.875378
46.0,46,18.919808
43.0,43,18.96511
81.0,81,19.045431
59.0,59,19.105134
22.0,22,19.166883
59.0,59,19.222355
42.0,42,19.262237
34.0,34,19.295257
33.0,33,19.327322
36.0,36,19.362355
84.0,84,19.476962
27.0,27,19.502371
84.0,84,19.581255
60.0,60,19.637562
57.0,57,19.723945
48.0,48,19.768917
66.0,66,19.831117
38.0,38,19.86802
26.0,26,19.893289
102.0,102,20.023587
13.0,13,20.035919
56.0,56,20.096888
45.0,45,20.14161
79.0,79,20.21992
62.0,62,20.313555
49.0,49,20.360788
42.0,42,20.401276
60.0,60,20.459243
30.0,30,20.489053
66.0,66,20.587341
53.0,53,20.638741
65.0,65,20.702013
49.0,49,20.751011
69.0,69,20.852521
40.0,40,20.891259
102.0,102,20.990184
33.0,33,21.02196
123.0,123,21.178493
45.0,45,21.223921
25.0,25,21.249073
53.0,53,21.30211
14.0,14,21.316776
43.0,43,21.359805
87.0,87,21.501889
75.0,75,21.57619
64.0,64,21.639648
42.0,42,21.681226
16.0,16,21.732028
52.0,52,21.782353
24.0,24,21.80576
64.0,64,21.868151
32.0,32,21.899854
78.0,78,21.975669
50.0,50,22.058591
22.0,22,22.080323
80.0,80,22.161024
49.0,49,22.210577
72.0,72,22.323098
52.0,52,22.374096
54.0,54,22.42649
36.0,36,22.461138
45.0,45,22.504821
57.0,57,22.594174
23.0,23,22.616454
45.0,45,22.659875
26.0,26,22.688943
56.0,56,22.74154
33.0,33,22.772571
64.0,64,22.832461
21.0,21,22.885363
84.0,84,22.972629
11.0,11,22.983328
24.0,24,23.006479
86.0,86,23.088995
24.0,24,23.112078
23.0,23,23.174089
78.0,78,23.247382
55.0,55,23.300229
44.0,44,23.342483
21.0,21,23.362713
62.0,62,23.456217
93.0,93,23.545659
59.0,59,23.60409
38.0,38,23.647011
88.0,88,23.76344
93.0,93,23.851087
42.0,42,23.890989
66.0,66,23.954463
31.0,31,24.016634
68.0,68,24.080414
25.0,25,24.103926
53.0,53,24.153569
19.0,19,24.17142
24.0,24,24.193989
28.0,28,24.22022
19.0,19,24.238082
47.0,47,24.317895
46.0,46,24.362047
27.0,27,24.388102
58.0,58,24.449005
53.0,53,24.500542
21.0,21,24.520962
29.0,29,24.588413
53.0,53,24.639367
141.0,141,24.778039
47.0,47,24.864637
95.0,95,24.957425
85.0,85,25.040123
68.0,68,25.106149
114.0,114,25.260982
35.0,35,25.293643
28.0,28,25.320502
57.0,57,25.37528
45.0,45,25.455997
28.0,28,25.482172
10.0,10,25.491587
44.0,44,25.532595
23.0,23,25.554112
53.0,53,25.603589
13.0,13,25.616177
49.0,49,25.663226
31.0,31,25.732164
21.0,21,25.751398
50.0,50,25.797027
41.0,41,25.835552
51.0,51,25.883461
77.0,77,25.955607
47.0,47,26.032821
62.0,62,26.091009
78.0,78,26.164164
31.0,31,26.19327
62.0,62,26.289455
41.0,41,26.327905
47.0,47,26.372283
43.0,43,26.417011
32.0,32,26.447124
24.0,24,26.46962
23.0,23,26.491266
69.0,69,26.586047
54.0,54,26.635222
29.0,29,26.662322
51.0,51,26.710252
25.0,25,26.733974
74.0,74,26.836298
23.0,23,26.857961
30.0,30,26.886216
41.0,41,26.924764
77.0,77,26.996931
43.0,43,27.037189
30.0,30,27.096644
59.0,59,27.150238
107.0,107,27.249215
51.0,51,27.301636
43.0,43,27.373625
86.0,86,27.453909
34.0,34,27.485898
61.0,61,27.543111
68.0,68,27.639825
113.0,113,27.74584
45.0,45,27.788038
26.0,26,27.812442
28.0,28,27.838745
32.0,32,27.86876
37.0,37,27.936309
74.0,74,28.006128
22.0,22,28.026886
43.0,43,28.067238
72.0,72,28.134784
44.0,44,28.20887
38.0,38,28.244544
118.0,118,28.353098
42.0,42,28.391868
42.0,42,28.468993
63.0,63,28.531951
88.0,88,28.61469
45.0,45,28.657377
35.0,35,28.690672
50.0,50,28.768982
99.0,99,28.861178
54.0,54,28.912441
36.0,36,28.951489
50.0,50,29.037622
45.0,45,29.079864
46.0,46,29.123727
34.0,34,29.156608
83.0,83,29.236925
42.0,42,29.313873
43.0,43,29.354104
27.0,27,29.380246
26.0,26,29.405314
20.0,20,29.425386
129.0,129,29.586274
46.0,46,29.629286
32.0,32,29.659195
59.0,59,29.714663
36.0,36,29.749647
49.0,49,29.796851
35.0,35,29.871583
83.0,83,29.948716
36.0,36,29.981925
45.0,45,30.024122
34.0,34,30.056181
28.0,28,30.082474
31.0,31,30.143233
19.0,19,30.160528
103.0,103,30.25508
39.0,39,30.29165
36.0,36,30.325398
34.0,34,30.357253
41.0,41,30.42712
81.0,81,30.509794
38.0,38,30.546375
54.0,54,30.598695
40.0,40,30.637084
67.0,67,30.734472
69.0,69,30.799946
18.0,18,30.816938
93.0,93,30.90659
42.0,42,30.982742
48.0,48,31.028092
61.0,61,31.085641
79.0,79,31.163171
42.0,42,31.203953
25.0,25,31.268336
13.0,13,31.280535
74.0,74,31.349759
50.0,50,31.39793
65.0,65,31.460658
34.0,34,31.493394
34.0,34,31.563649
33.0,33,31.594583
42.0,42,31.633755
37.0,37,31.670869
37.0,37,31.710165
27.0,27,31.736513
76.0,76,31.842389
79.0,79,31.915955
19.0,19,31.937726
62.0,62,31.995493
40.0,40,32.032802
107.0,107,32.174991
28.0,28,32.201453
54.0,54,32.253373
18.0,18,32.270937
42.0,42,32.311068
27.0,27,32.33651
104.0,104,32.476342
46.0,46,32.519183
46.0,46,32.562152
30.0,30,32.590188
49.0,49,32.671538
24.0,24,32.694069
77.0,77,32.765958
22.0,22,32.786559
64.0,64,32.846256
34.0,34,32.878008
24.0,24,32.900405
44.0,44,32.97715
65.0,65,33.036956
196.0,196,33.249412
35.0,35,33.281993
87.0,87,33.361853
55.0,55,33.41276
89.0,89,33.527513
16.0,16,33.542354
11.0,11,33.552515
53.0,53,33.601312
15.0,15,33.616694
25.0,25,33.640471
40.0,40,33.678377
37.0,37,33.713446
80.0,80,33.819747
36.0,36,33.853615
39.0,39,33.890656
70.0,70,33.960986
65.0,65,34.068668
41.0,41,34.107503
116.0,116,34.218792
35.0,35,34.252548
51.0,51,34.33832
43.0,43,34.379813
28.0,28,34.406968
13.0,13,34.419356
87.0,87,34.501362
55.0,55,34.554513
52.0,52,34.655808
45.0,45,34.709811
31.0,31,34.741385
20.0,20,34.760087
64.0,64,34.819586
23.0,23,34.840944
43.0,43,34.913595
45.0,45,34.961253
58.0,58,35.01364
51.0,51,35.059708
47.0,47,35.103105
13.0,13,35.115291
42.0,42,35.186254
39.0,39,35.221555
32.0,32,35.251975
24.0,24,35.276547
115.0,115,35.384399
48.0,48,35.469601
56.0,56,35.534411
78.0,78,35.61519
198.0,198,35.827854
74.0,74,35.894675
51.0,51,35.940714
26.0,26,35.964807
121.0,121,36.110497
34.0,34,36.142501
121.0,121,36.296903
96.0,96,36.384184
54.0,54,36.435461
48.0,48,36.485106
54.0,54,36.534012
48.0,48,36.613596
79.0,79,36.684683
33.0,33,36.714803
28.0,28,36.740827
28.0,28,36.766893
92.0,92,36.886916
26.0,26,36.911134
50.0,50,36.9597
48.0,48,37.005244
54.0,54,37.056185
26.0,26,37.080778
14.0,14,37.12718
29.0,29,37.154296
53.0,53,37.203695
42.0,42,37.24281
72.0,72,37.317086
37.0,37,37.351912
72.0,72,37.464094
22.0,22,37.483535
11.0,11,37.493343
33.0,33,37.524179
49.0,49,37.571841
76.0,76,37.643519
77.0,77,37.763554
24.0,24,37.786145
29.0,29,37.813332
93.0,93,37.901421
24.0,24,37.924507
40.0,40,37.994393
43.0,43,38.033593
41.0,41,38.070884
80.0,80,38.147568
55.0,55,38.198951
50.0,50,38.279344
59.0,59,38.338106
58.0,58,38.391607
40.0,40,38.432163
41.0,41,38.471073
29.0,29,38.530766
63.0,63,38.594632
64.0,64,38.657919
43.0,43,38.697725
34.0,34,38.7287
44.0,44,38.799379
91.0,91,38.879638
51.0,51,38.931762
102.0,102,39.031211
81.0,81,39.142536
150.0,150,39.284971
25.0,25,39.308321
32.0,32,39.377046
48.0,48,39.420802
54.0,54,39.472658
63.0,63,39.528535
65.0,65,39.587559
31.0,31,39.650765
53.0,53,39.698724
103.0,103,39.794352
33.0,33,39.825077
21.0,21,39.844651
45.0,45,39.919415
37.0,37,39.953558
28.0,28,39.978859
41.0,41,40.016027
115.0,115,40.123092
29.0,29,40.184782
71.0,71,40.248572
35.0,35,40.280856
65.0,65,40.34058
71.0,71,40.442697
25.0,25,40.465395
26.0,26,40.488979
31.0,31,40.516999
37.0,37,40.550432
22.0,22,40.570358
37.0,37,40.604869
74.0,74,40.705028
78.0,78,40.775693
45.0,45,40.816398
29.0,29,40.843237
35.0,35,40.876142
37.0,37,40.910618
42.0,42,40.981339
52.0,52,41.028614
73.0,73,41.094128
125.0,125,41.239572
43.0,43,41.278731
23.0,23,41.30015
89.0,89,41.380924
43.0,43,41.420356
36.0,36,41.452525
69.0,69,41.54484
36.0,36,41.578431
25.0,25,41.601093
35.0,35,41.63277
76.0,76,41.703343
53.0,53,41.78808
26.0,26,41.811931
79.0,79,41.885623
22.0,22,41.906457
68.0,68,41.970567
64.0,64,42.062586
27.0,27,42.087358
76.0,76,42.157957
30.0,30,42.186163
24.0,24,42.208563
56.0,56,42.260659
66.0,66,42.359198
60.0,60,42.41809
92.0,92,42.504537
34.0,34,42.536663
51.0,51,42.614969
75.0,75,42.682662
24.0,24,42.704443
58.0,58,42.757394
70.0,70,42.855915
32.0,32,42.884703
78.0,78,42.956213
41.0,41,42.994079
29.0,29,43.021172
21.0,21,43.040874
38.0,38,43.076405
37.0,37,43.148679
61.0,61,43.205561
53.0,53,43.255567
42.0,42,43.296848
42.0,42,43.336906
28.0,28,43.363276
46.0,46,43.45014
34.0,34,43.480209
33.0,33,43.509452
48.0,48,43.552179
47.0,47,43.594903
99.0,99,43.714756
33.0,33,43.744283
74.0,74,43.809638
28.0,28,43.834283
36.0,36,43.866168
53.0,53,43.945125
63.0,63,44.000635
38.0,38,44.039907
63.0,63,44.098815
27.0,27,44.124486
36.0,36,44.157995
96.0,96,44.282001
54.0,54,44.330944
69.0,69,44.394769
39.0,39,44.431202
59.0,59,44.519654
73.0,73,44.586507
22.0,22,44.607134
23.0,23,44.628641
39.0,39,44.665082
71.0,71,44.769703
44.0,44,44.809614
43.0,43,44.849179
78.0,78,44.926169
46.0,46,44.97232
82.0,82,45.078498
30.0,30,45.105681
37.0,37,45.13909
42.0,42,45.176856
57.0,57,45.228258
38.0,38,45.262504
39.0,39,45.337224
50.0,50,45.382723
40.0,40,45.424512
57.0,57,45.494331
41.0,41,45.534279
105.0,105,45.661524
27.0,27,45.685982
26.0,26,45.709754
48.0,48,45.753855
40.0,40,45.791227
71.0,71,45.888834
36.0,36,45.921708
46.0,46,45.964304
41.0,41,46.002557
44.0,44,46.044253
57.0,57,46.097955
75.0,75,46.203764
28.0,28,46.230258
37.0,37,46.265051
103.0,103,46.362862
46.0,46,46.442919
53.0,53,46.490832
29.0,29,46.517052
52.0,52,46.563944
76.0,76,46.633351
21.0,21,46.689384
39.0,39,46.725175
38.0,38,46.760438
65.0,65,46.820914
48.0,48,46.866163
63.0,63,46.958754
90.0,90,47.040387
89.0,89,47.1229
61.0,61,47.179687
59.0,59,47.269594
28.0,28,47.295113
42.0,42,47.335181
25.0,25,47.358598
45.0,45,47.400558
54.0,54,47.454505
46.0,46,47.529574
68.0,68,47.591829
39.0,39,47.627543
44.0,44,47.667929
25.0,25,47.692069
46.0,46,47.735226
46.0,46,47.822116
29.0,29,47.851864
49.0,49,47.896154
47.0,47,47.938528
45.0,45,47.97896
32.0,32,48.007755
43.0,43,48.082848
48.0,48,48.128265
46.0,46,48.168874
78.0,78,48.237588
54.0,54,48.317075
84.0,84,48.394074
37.0,37,48.42948
44.0,44,48.474421
54.0,54,48.522063
47.0,47,48.598315
51.0,51,48.64529
52.0,52,48.69357
57.0,57,48.746156
12.0,12,48.757214
75.0,75,48.858627
35.0,35,48.890302
59.0,59,48.943522
62.0,62,48.999641
42.0,42,49.037667
51.0,51,49.083733
27.0,27,49.140769
45.0,45,49.181408
70.0,70,49.244529
25.0,25,49.267156
40.0,40,49.303932
56.0,56,49.391909
94.0,94,49.479859
81.0,81,49.551859
35.0,35,49.583143
33.0,33,49.612673
81.0,81,49.716408
28.0,28,49.741398
67.0,67,49.801111
47.0,47,49.843062
28.0,28,49.868058
23.0,23,49.92441
40.0,40,49.959597
45.0,45,49.999324
72.0,72,50.062974
12.0,12,50.073636
30.0,30,50.100127
38.0,38,50.134534
46.0,46,50.206032
30.0,30,50.232481
58.0,58,50.283665
78.0,78,50.353477
29.0,29,50.379894
49.0,49,50.455891
64.0,64,50.515378
41.0,41,50.552202
31.0,31,50.580086
95.0,95,50.665602
39.0,39,50.736943
28.0,28,50.76223
38.0,38,50.79656
38.0,38,50.831135
72.0,72,50.897301
43.0,43,50.936974
42.0,42,51.007231
32.0,32,51.036122
72.0,72,51.101594
56.0,56,51.154126
35.0,35,51.18666
49.0,49,51.268256
54.0,54,51.316955
59.0,59,51.370119
56.0,56,51.422604
48.0,48,51.46627
57.0,57,51.553005
55.0,55,51.601312
35.0,35,51.632179
24.0,24,51.65335
75.0,75,51.720502
42.0,42,51.788685
38.0,38,51.822088
57.0,57,51.872126
27.0,27,51.895928
24.0,24,51.92008
46.0,46,51.965041
37.0,37,51.998359
12.0,12,52.039833
53.0,53,52.086579
102.0,102,52.176431
39.0,39,52.211141
11.0,11,52.221202
17.0,17,52.236704
51.0,51,52.313073
22.0,22,52.332542
69.0,69,52.393156
44.0,44,52.438167
29.0,29,52.464301
53.0,53,52.512867
44.0,44,52.586719
64.0,64,52.646522
39.0,39,52.681293
37.0,37,52.714375
47.0,47,52.75632
31.0,31,52.784008
46.0,46,52.856456
48.0,48,52.902958
60.0,60,52.957119
71.0,71,53.021708
26.0,26,53.04521
25.0,25,53.100078
37.0,37,53.133509
28.0,28,53.158904
52.0,52,53.205928
53.0,53,53.259653
41.0,41,53.296728
52.0,52,53.374004
58.0,58,53.425653
63.0,63,53.481194
62.0,62,53.534927
41.0,41,53.569995
53.0,53,53.645519
11.0,11,53.655021
56.0,56,53.705863
48.0,48,53.751089
39.0,39,53.786013
31.0,31,53.814283
39.0,39,53.88025
59.0,59,53.936571
38.0,38,53.970785
54.0,54,54.017167
85.0,85,54.092119
44.0,44,54.160105
35.0,35,54.190001
24.0,24,54.210593
88.0,88,54.292234
50.0,50,54.337272
64.0,64,54.425388
23.0,23,54.446352
76.0,76,54.514463
46.0,46,54.55542
43.0,43,54.593727
23.0,23,54.614281
39.0,39,54.684968
61.0,61,54.740035
52.0,52,54.787757
29.0,29,54.81485
38.0,38,54.8496
23.0,23,54.870667
48.0,48,54.950078
52.0,52,54.995691
49.0,49,55.03864
89.0,89,55.117705
30.0,30,55.144814
39.0,39,55.218275
41.0,41,55.254461
29.0,29,55.28004
80.0,80,55.351069
130.0,130,55.506238
50.0,50,55.549495
43.0,43,55.58674
53.0,53,55.633519
64.0,64,55.720591
40.0,40,55.755267
29.0,29,55.780356
27.0,27,55.80372
52.0,52,55.849076
26.0,26,55.872304
67.0,67,55.93365
35.0,35,55.994482
56.0,56,56.04291
38.0,38,56.076203
45.0,45,56.116922
39.0,39,56.151367
63.0,63,56.236645
28.0,28,56.260657
39.0,39,56.294087
40.0,40,56.32864
132.0,132,56.444255
25.0,25,56.496226
30.0,30,56.521973
41.0,41,56.55699
38.0,38,56.589546
28.0,28,56.613547
41.0,41,56.648594
42.0,42,56.684615
51.0,51,56.764319
42.0,42,56.801091
41.0,41,56.837065
51.0,51,56.881982
50.0,50,56.930318
48.0,48,57.002479
33.0,33,57.030666
52.0,52,57.074985
37.0,37,57.106649
64.0,64,57.1671
67.0,67,57.254479
36.0,36,57.285317
45.0,45,57.323765
36.0,36,57.360223
88.0,88,57.441067
34.0,34,57.473427
91.0,91,57.581217
59.0,59,57.632915
35.0,35,57.663662
13.0,13,57.675172
23.0,23,57.695376
37.0,37,57.727856
45.0,45,57.798423
41.0,41,57.834435
53.0,53,57.881375
38.0,38,57.9149
40.0,40,57.94999
64.0,64,58.045261
38.0,38,58.080713
36.0,36,58.112384
60.0,60,58.164881
55.0,55,58.212968
23.0,23,58.233161
65.0,65,58.329214
29.0,29,58.355453
30.0,30,58.382121
59.0,59,58.441249
41.0,41,58.477378
52.0,52,58.522826
39.0,39,58.589674
55.0,55,58.6366
34.0,34,58.666203
41.0,41,58.702114
43.0,43,58.73972
25.0,25,58.761644
28.0,28,58.817408
41.0,41,58.853739
76.0,76,58.920319
48.0,48,58.962338
45.0,45,59.001742
38.0,38,59.034866
55.0,55,59.110711
58.0,58,59.158909
44.0,44,59.196119
37.0,37,59.227896
51.0,51,59.27153
45.0,45,59.340123
41.0,41,59.375239
58.0,58,59.429448
29.0,29,59.455013
62.0,62,59.516554
63.0,63,59.604916
41.0,41,59.6412
25.0,25,59.663174
47.0,47,59.704314
71.0,71,59.766568
35.0,35,59.797171
53.0,53,59.882445
23.0,23,59.902656
54.0,54,59.95034
46.0,46,59.991227
40.0,40,60.026774
51.0,51,60.071795
49.0,49,60.145164
64.0,64,60.202089
65.0,65,60.260104
64.0,64,60.31698
32.0,32,60.384181
60.0,60,60.437755
44.0,44,60.476637
76.0,76,60.5436
32.0,32,60.571727
44.0,44,60.644683
50.0,50,60.688722
41.0,41,60.72382
38.0,38,60.756018
35.0,35,60.785657
42.0,42,60.824602
25.0,25,60.846034
30.0,30,60.901799
25.0,25,60.923214
44.0,44,60.960734
35.0,35,60.990629
38.0,38,61.023104
52.0,52,61.067293
40.0,40,61.134793
38.0,38,61.167592
24.0,24,61.190855
61.0,61,61.245038
71.0,71,61.317521
57.0,57,61.370245
38.0,38,61.437185
46.0,46,61.475404
68.0,68,61.533628
41.0,41,61.568775
55.0,55,61.615886
42.0,42,61.682035
38.0,38,61.714568
96.0,96,61.796632
57.0,57,61.845497
47.0,47,61.915748
46.0,46,61.955098
44.0,44,61.992737
35.0,35,62.022722
44.0,44,62.060362
59.0,59,62.110673
47.0,47,62.180633
62.0,62,62.234772
39.0,39,62.268117
76.0,76,62.334307
54.0,54,62.417767
36.0,36,62.44837
39.0,39,62.481555
70.0,70,62.544574
41.0,41,62.578611
42.0,42,62.614106
55.0,55,62.68958
42.0,42,62.724645
37.0,37,62.755482
40.0,40,62.788636
24.0,24,62.808619
84.0,84,62.919206
25.0,25,62.941788
36.0,36,62.973984
25.0,25,62.997967
49.0,49,63.041079
26.0,26,63.064087
64.0,64,63.127287
50.0,50,63.207056
39.0,39,63.244243
25.0,25,63.266547
40.0,40,63.316024
54.0,54,63.381489
52.0,52,63.437425
51.0,51,63.562129
41.0,41,63.619472
42.0,42,63.673788
42.0,42,63.724272
50.0,50,63.773246
64.0,64,63.880323
39.0,39,63.922499
67.0,67,63.997753
54.0,54,64.04819
40.0,40,64.085448
42.0,42,64.124494
50.0,50,64.20666
57.0,57,64.265469
33.0,33,64.300583
48.0,48,64.357545
35.0,35,64.389208
38.0,38,64.458873
31.0,31,64.486459
39.0,39,64.521942
41.0,41,64.56089
31.0,31,64.590736
103.0,103,64.69128
37.0,37,64.759955
40.0,40,64.804444
41.0,41,64.851252
35.0,35,64.892485
49.0,49,64.945325
56.0,56,64.994869
39.0,39,65.058763
71.0,71,65.119974
77.0,77,65.185804
65.0,65,65.242944
38.0,38,65.320094
12.0,12,65.331051
71.0,71,65.395864
50.0,50,65.44114
28.0,28,65.466501
36.0,36,65.500464
48.0,48,65.578567
53.0,53,65.635235
51.0,51,65.680039
24.0,24,65.701238
39.0,39,65.736253
46.0,46,65.778073
33.0,33,65.847157
21.0,21,65.871894
45.0,45,65.92218
51.0,51,65.968398
49.0,49,66.013191
40.0,40,66.04975
72.0,72,66.145541
