#{"t_start": 1763486636.7950091, "env_id": "CartPole-v1"}
r,l,t
67.0,67,66.204364
31.0,31,66.235668
55.0,55,66.289631
58.0,58,66.34292
23.0,23,66.394779
43.0,43,66.436967
46.0,46,66.493247
74.0,74,66.570262
48.0,48,66.617909
24.0,24,66.639701
100.0,100,66.786872
80.0,80,66.86648
35.0,35,66.901788
38.0,38,66.936321
44.0,44,67.006627
25.0,25,67.028714
26.0,26,67.051648
71.0,71,67.114208
49.0,49,67.158622
66.0,66,67.254695
55.0,55,67.311435
21.0,21,67.3305
22.0,22,67.350624
63.0,63,67.407516
52.0,52,67.454233
28.0,28,67.479655
35.0,35,67.547052
104.0,104,67.641989
35.0,35,67.672925
58.0,58,67.724051
91.0,91,67.844627
57.0,57,67.894713
70.0,70,67.956026
65.0,65,68.014011
59.0,59,68.096925
26.0,26,68.11916
50.0,50,68.162059
39.0,39,68.196606
57.0,57,68.248956
19.0,19,68.265952
22.0,22,68.322062
43.0,43,68.35983
49.0,49,68.402812
27.0,27,68.426511
53.0,53,68.474351
75.0,75,68.573318
24.0,24,68.59457
75.0,75,68.668817
51.0,51,68.734288
54.0,54,68.799232
67.0,67,68.895336
45.0,45,68.93604
38.0,38,68.968987
43.0,43,69.006813
67.0,67,69.066006
73.0,73,69.165843
42.0,42,69.203418
47.0,47,69.252663
13.0,13,69.26412
38.0,38,69.297429
32.0,32,69.325427
69.0,69,69.427369
97.0,97,69.511876
119.0,119,69.630691
45.0,45,69.705667
48.0,48,69.746546
89.0,89,69.82415
24.0,24,69.845581
52.0,52,69.891243
18.0,18,69.907087
23.0,23,69.960949
50.0,50,70.009011
26.0,26,70.032193
22.0,22,70.051739
59.0,59,70.107377
49.0,49,70.155175
20.0,20,70.173079
60.0,60,70.267999
76.0,76,70.333587
50.0,50,70.376742
55.0,55,70.425467
50.0,50,70.49937
62.0,62,70.552231
53.0,53,70.600923
61.0,61,70.655074
52.0,52,70.70214
39.0,39,70.771654
40.0,40,70.807
64.0,64,70.86418
64.0,64,70.920844
49.0,49,70.963816
41.0,41,71.034411
64.0,64,71.090493
27.0,27,71.121063
71.0,71,71.202415
27.0,27,71.226516
22.0,22,71.245812
34.0,34,71.303872
59.0,59,71.357398
34.0,34,71.386402
40.0,40,71.424952
22.0,22,71.447291
74.0,74,71.512154
59.0,59,71.607647
69.0,69,71.686628
50.0,50,71.739977
25.0,25,71.762002
77.0,77,71.863705
42.0,42,71.905956
23.0,23,71.928288
25.0,25,71.949122
53.0,53,71.993072
50.0,50,72.035848
65.0,65,72.121178
26.0,26,72.142797
55.0,55,72.188379
46.0,46,72.228899
35.0,35,72.259803
30.0,30,72.286188
24.0,24,72.310099
23.0,23,72.36025
38.0,38,72.392993
47.0,47,72.436796
53.0,53,72.486793
39.0,39,72.519323
57.0,57,72.566726
29.0,29,72.620095
38.0,38,72.651621
45.0,45,72.688862
41.0,41,72.724683
51.0,51,72.767355
72.0,72,72.857656
40.0,40,72.891219
36.0,36,72.921194
70.0,70,72.979309
22.0,22,72.998024
52.0,52,73.042296
51.0,51,73.120373
93.0,93,73.198882
91.0,91,73.286298
85.0,85,73.386817
31.0,31,73.412451
44.0,44,73.452548
33.0,33,73.479774
64.0,64,73.532494
65.0,65,73.619802
46.0,46,73.657085
54.0,54,73.700679
40.0,40,73.732992
36.0,36,73.762042
102.0,102,73.872754
23.0,23,73.891747
67.0,67,73.953255
53.0,53,73.998647
50.0,50,74.040171
47.0,47,74.106713
38.0,38,74.137314
43.0,43,74.171981
46.0,46,74.209141
29.0,29,74.232519
53.0,53,74.275986
43.0,43,74.340751
46.0,46,74.378898
34.0,34,74.407529
45.0,45,74.447876
19.0,19,74.463577
43.0,43,74.498976
46.0,46,74.536897
27.0,27,74.589393
41.0,41,74.623472
52.0,52,74.666615
30.0,30,74.692239
50.0,50,74.734728
48.0,48,74.776002
48.0,48,74.851305
47.0,47,74.895306
25.0,25,74.922227
21.0,21,74.940217
22.0,22,74.959401
57.0,57,75.005783
45.0,45,75.042431
75.0,75,75.132309
29.0,29,75.156024
44.0,44,75.19201
87.0,87,75.268534
44.0,44,75.33307
38.0,38,75.363754
44.0,44,75.399214
48.0,48,75.443433
76.0,76,75.505148
33.0,33,75.532113
38.0,38,75.59174
27.0,27,75.613564
36.0,36,75.642549
61.0,61,75.691601
139.0,139,75.834894
49.0,49,75.875191
37.0,37,75.905315
46.0,46,75.946067
65.0,65,76.005519
29.0,29,76.058576
53.0,53,76.102516
62.0,62,76.153673
23.0,23,76.172762
39.0,39,76.204935
44.0,44,76.241322
89.0,89,76.346246
57.0,57,76.395627
76.0,76,76.459928
33.0,33,76.487934
32.0,32,76.544607
112.0,112,76.643422
49.0,49,76.684508
40.0,40,76.718111
46.0,46,76.757578
47.0,47,76.827721
49.0,49,76.870774
139.0,139,76.98772
32.0,32,77.047671
38.0,38,77.079548
32.0,32,77.106037
46.0,46,77.143153
29.0,29,77.166845
40.0,40,77.200176
41.0,41,77.234337
23.0,23,77.282053
39.0,39,77.313525
52.0,52,77.355514
55.0,55,77.399893
71.0,71,77.477958
44.0,44,77.544077
29.0,29,77.569936
26.0,26,77.592103
33.0,33,77.627611
33.0,33,77.654922
34.0,34,77.683034
68.0,68,77.739444
77.0,77,77.835018
65.0,65,77.888565
72.0,72,77.949529
38.0,38,77.980152
42.0,42,78.042301
53.0,53,78.084958
66.0,66,78.138048
45.0,45,78.174381
24.0,24,78.193905
43.0,43,78.22966
57.0,57,78.305021
42.0,42,78.338963
59.0,59,78.387497
127.0,127,78.52996
53.0,53,78.573772
43.0,43,78.609316
56.0,56,78.655563
82.0,82,78.72332
33.0,33,78.783871
53.0,53,78.828231
25.0,25,78.849227
64.0,64,78.903627
49.0,49,78.951581
46.0,46,79.01929
40.0,40,79.052482
23.0,23,79.071607
30.0,30,79.096533
76.0,76,79.16686
72.0,72,79.226283
34.0,34,79.282636
30.0,30,79.30686
59.0,59,79.354526
28.0,28,79.379087
51.0,51,79.4293
63.0,63,79.513069
60.0,60,79.560722
34.0,34,79.58742
83.0,83,79.6705
39.0,39,79.710347
45.0,45,79.773124
72.0,72,79.82955
25.0,25,79.849249
55.0,55,79.89275
119.0,119,80.024477
31.0,31,80.050117
35.0,35,80.079125
75.0,75,80.141002
34.0,34,80.16908
81.0,81,80.27175
55.0,55,80.317285
58.0,58,80.365043
40.0,40,80.398063
55.0,55,80.444605
35.0,35,80.50672
38.0,38,80.541111
40.0,40,80.574494
48.0,48,80.614136
39.0,39,80.646374
43.0,43,80.683838
60.0,60,80.763958
60.0,60,80.811989
34.0,34,80.839618
41.0,41,80.873786
22.0,22,80.895398
40.0,40,80.928545
62.0,62,81.009184
66.0,66,81.063725
29.0,29,81.087696
35.0,35,81.116651
32.0,32,81.143044
24.0,24,81.162915
118.0,118,81.289482
91.0,91,81.364704
57.0,57,81.417389
34.0,34,81.446079
78.0,78,81.546319
42.0,42,81.580701
42.0,42,81.616145
24.0,24,81.636523
25.0,25,81.657461
40.0,40,81.691018
44.0,44,81.762008
71.0,71,81.821281
43.0,43,81.857132
29.0,29,81.881903
98.0,98,82.001314
46.0,46,82.040274
44.0,44,82.074775
26.0,26,82.095217
63.0,63,82.14541
41.0,41,82.178349
44.0,44,82.24544
29.0,29,82.26951
48.0,48,82.309055
41.0,41,82.342003
43.0,43,82.376805
44.0,44,82.413391
49.0,49,82.483705
50.0,50,82.526401
69.0,69,82.584262
29.0,29,82.608355
42.0,42,82.65038
61.0,61,82.727636
36.0,36,82.756926
53.0,53,82.79989
60.0,60,82.848659
66.0,66,82.903917
30.0,30,82.958898
25.0,25,82.979846
41.0,41,83.019932
47.0,47,83.061679
43.0,43,83.097614
53.0,53,83.141945
41.0,41,83.208394
64.0,64,83.260422
25.0,25,83.280576
74.0,74,83.340681
43.0,43,83.376261
36.0,36,83.406076
63.0,63,83.490852
29.0,29,83.516203
46.0,46,83.553331
30.0,30,83.581535
70.0,70,83.647026
35.0,35,83.70211
55.0,55,83.745285
61.0,61,83.792942
35.0,35,83.820427
33.0,33,83.846364
57.0,57,83.891436
38.0,38,83.956796
95.0,95,84.036374
81.0,81,84.103276
53.0,53,84.175609
65.0,65,84.227901
45.0,45,84.265347
45.0,45,84.301569
55.0,55,84.345819
44.0,44,84.413162
59.0,59,84.460925
85.0,85,84.52963
48.0,48,84.568331
36.0,36,84.597254
49.0,49,84.670253
63.0,63,84.720757
64.0,64,84.773432
39.0,39,84.805609
37.0,37,84.836091
60.0,60,84.917764
35.0,35,84.94847
77.0,77,85.01318
52.0,52,85.056708
46.0,46,85.095324
43.0,43,85.160034
95.0,95,85.237754
39.0,39,85.270327
43.0,43,85.306759
29.0,29,85.331135
36.0,36,85.390305
73.0,73,85.449972
93.0,93,85.524642
50.0,50,85.565608
49.0,49,85.639309
34.0,34,85.667537
56.0,56,85.713058
83.0,83,85.780431
50.0,50,85.82148
51.0,51,85.897414
52.0,52,85.942036
68.0,68,85.997633
53.0,53,86.041378
56.0,56,86.12032
30.0,30,86.144503
43.0,43,86.179268
46.0,46,86.21698
58.0,58,86.271527
27.0,27,86.293669
48.0,48,86.362013
52.0,52,86.403663
25.0,25,86.423696
60.0,60,86.471642
53.0,53,86.514293
82.0,82,86.608548
44.0,44,86.643885
65.0,65,86.696223
49.0,49,86.735567
45.0,45,86.771738
39.0,39,86.83121
64.0,64,86.882988
37.0,37,86.912842
39.0,39,86.9444
20.0,20,86.961015
27.0,27,86.983393
31.0,31,87.009151
34.0,34,87.065903
51.0,51,87.108332
37.0,37,87.147262
41.0,41,87.183367
62.0,62,87.233325
44.0,44,87.26879
35.0,35,87.324141
54.0,54,87.369783
67.0,67,87.430592
39.0,39,87.463651
12.0,12,87.473386
47.0,47,87.511335
34.0,34,87.572695
79.0,79,87.639886
74.0,74,87.701596
56.0,56,87.747419
42.0,42,87.81084
54.0,54,87.854384
39.0,39,87.88579
26.0,26,87.906907
47.0,47,87.955288
59.0,59,88.012674
60.0,60,88.09713
74.0,74,88.156821
49.0,49,88.19617
22.0,22,88.213861
38.0,38,88.244379
55.0,55,88.319557
57.0,57,88.365408
31.0,31,88.390367
35.0,35,88.419257
36.0,36,88.448966
90.0,90,88.552581
34.0,34,88.579583
90.0,90,88.653748
40.0,40,88.687632
25.0,25,88.70863
33.0,33,88.736226
31.0,31,88.7928
68.0,68,88.848048
35.0,35,88.876694
36.0,36,88.907538
28.0,28,88.930536
49.0,49,88.970058
45.0,45,89.03351
44.0,44,89.068077
30.0,30,89.091607
70.0,70,89.14697
33.0,33,89.173534
121.0,121,89.298391
104.0,104,89.37998
23.0,23,89.398148
40.0,40,89.430222
79.0,79,89.52314
69.0,69,89.577314
50.0,50,89.617654
47.0,47,89.655585
31.0,31,89.680863
55.0,55,89.752548
67.0,67,89.805187
36.0,36,89.834245
89.0,89,89.905864
36.0,36,89.966106
61.0,61,90.016478
55.0,55,90.063937
22.0,22,90.08164
57.0,57,90.127658
43.0,43,90.19228
47.0,47,90.230677
88.0,88,90.30321
34.0,34,90.331567
31.0,31,90.357459
62.0,62,90.442349
48.0,48,90.481332
78.0,78,90.54372
43.0,43,90.578157
24.0,24,90.597782
25.0,25,90.618474
86.0,86,90.732913
52.0,52,90.775748
46.0,46,90.812303
24.0,24,90.831647
70.0,70,90.887175
82.0,82,90.981028
39.0,39,91.011679
36.0,36,91.039763
23.0,23,91.058002
35.0,35,91.086107
51.0,51,91.155582
50.0,50,91.195892
31.0,31,91.22088
70.0,70,91.276983
52.0,52,91.318988
54.0,54,91.391076
62.0,62,91.448557
51.0,51,91.489686
40.0,40,91.521836
29.0,29,91.545137
43.0,43,91.579767
37.0,37,91.638387
43.0,43,91.673884
40.0,40,91.707019
52.0,52,91.749521
37.0,37,91.779509
47.0,47,91.817969
42.0,42,91.880744
63.0,63,91.934829
56.0,56,91.979424
43.0,43,92.013462
53.0,53,92.055384
26.0,26,92.075964
26.0,26,92.12451
55.0,55,92.168146
34.0,34,92.195088
53.0,53,92.237114
42.0,42,92.270404
49.0,49,92.337388
36.0,36,92.366506
24.0,24,92.385918
40.0,40,92.420096
56.0,56,92.468168
48.0,48,92.507115
20.0,20,92.527983
47.0,47,92.597759
36.0,36,92.626231
44.0,44,92.660852
70.0,70,92.721328
39.0,39,92.752223
39.0,39,92.783144
67.0,67,92.866329
41.0,41,92.898722
26.0,26,92.919135
53.0,53,92.966094
47.0,47,93.002872
37.0,37,93.0595
42.0,42,93.092443
55.0,55,93.135523
61.0,61,93.183135
42.0,42,93.21591
53.0,53,93.284807
24.0,24,93.303653
63.0,63,93.352932
40.0,40,93.38447
72.0,72,93.441008
57.0,57,93.513412
35.0,35,93.54093
53.0,53,93.584493
36.0,36,93.614158
41.0,41,93.647319
49.0,49,93.689569
40.0,40,93.721787
77.0,77,93.809977
57.0,57,93.854525
38.0,38,93.884207
42.0,42,93.91724
41.0,41,93.949676
37.0,37,94.007091
49.0,49,94.046121
59.0,59,94.093444
29.0,29,94.117128
70.0,70,94.174197
19.0,19,94.217499
52.0,52,94.258905
79.0,79,94.321597
52.0,52,94.362852
53.0,53,94.407855
37.0,37,94.469715
39.0,39,94.501547
25.0,25,94.521535
37.0,37,94.552826
45.0,45,94.58847
22.0,22,94.606462
43.0,43,94.641502
48.0,48,94.708657
74.0,74,94.768019
72.0,72,94.825735
53.0,53,94.868292
50.0,50,94.937243
27.0,27,94.959357
53.0,53,95.002669
37.0,37,95.033044
51.0,51,95.075068
63.0,63,95.126246
45.0,45,95.19483
29.0,29,95.218537
36.0,36,95.247852
59.0,59,95.300403
37.0,37,95.329715
58.0,58,95.403564
64.0,64,95.461016
48.0,48,95.498903
46.0,46,95.535006
34.0,34,95.561682
54.0,54,95.60392
45.0,45,95.665287
35.0,35,95.692911
50.0,50,95.731724
35.0,35,95.759112
25.0,25,95.781745
102.0,102,95.890509
41.0,41,95.925586
76.0,76,95.988369
37.0,37,96.017777
43.0,43,96.051922
28.0,28,96.074189
24.0,24,96.121242
23.0,23,96.139313
30.0,30,96.162509
47.0,47,96.198783
66.0,66,96.250277
38.0,38,96.280321
46.0,46,96.344845
44.0,44,96.37988
56.0,56,96.428298
53.0,53,96.47086
39.0,39,96.506466
27.0,27,96.534168
50.0,50,96.608875
45.0,45,96.644881
34.0,34,96.671747
77.0,77,96.733654
27.0,27,96.755635
71.0,71,96.844844
46.0,46,96.882451
40.0,40,96.915611
62.0,62,96.969339
36.0,36,96.997529
36.0,36,97.025809
49.0,49,97.092021
47.0,47,97.128889
97.0,97,97.20739
36.0,36,97.235701
57.0,57,97.312433
44.0,44,97.346514
42.0,42,97.379494
60.0,60,97.429097
33.0,33,97.456022
98.0,98,97.564012
48.0,48,97.604998
52.0,52,97.646929
41.0,41,97.680741
40.0,40,97.724629
24.0,24,97.745431
45.0,45,97.809645
70.0,70,97.871489
63.0,63,97.925709
86.0,86,97.998502
62.0,62,98.081841
25.0,25,98.10178
67.0,67,98.154874
50.0,50,98.194679
31.0,31,98.219987
37.0,37,98.283343
49.0,49,98.328787
52.0,52,98.36864
35.0,35,98.395633
64.0,64,98.445901
75.0,75,98.538774
53.0,53,98.580178
52.0,52,98.620672
64.0,64,98.669504
27.0,27,98.690125
54.0,54,98.758169
51.0,51,98.797039
42.0,42,98.829526
36.0,36,98.857808
33.0,33,98.883698
51.0,51,98.923788
70.0,70,99.006267
36.0,36,99.034474
39.0,39,99.065495
43.0,43,99.099432
53.0,53,99.141501
66.0,66,99.223603
54.0,54,99.266376
24.0,24,99.285442
21.0,21,99.302122
34.0,34,99.329107
31.0,31,99.353736
12.0,12,99.363332
23.0,23,99.381601
67.0,67,99.463636
52.0,52,99.504427
54.0,54,99.546724
37.0,37,99.575642
47.0,47,99.612669
57.0,57,99.683539
81.0,81,99.745218
55.0,55,99.789429
28.0,28,99.811456
32.0,32,99.836567
39.0,39,99.894661
69.0,69,99.961263
54.0,54,100.005781
17.0,17,100.018821
57.0,57,100.062908
56.0,56,100.133362
61.0,61,100.179815
40.0,40,100.210301
69.0,69,100.263874
40.0,40,100.295234
56.0,56,100.37443
43.0,43,100.408116
24.0,24,100.427027
92.0,92,100.499014
47.0,47,100.535821
62.0,62,100.611475
45.0,45,100.645819
20.0,20,100.661127
32.0,32,100.685612
34.0,34,100.711852
45.0,45,100.746859
37.0,37,100.775867
48.0,48,100.841303
76.0,76,100.900882
41.0,41,100.932944
48.0,48,100.970381
28.0,28,100.992252
35.0,35,101.047155
35.0,35,101.074557
42.0,42,101.107393
20.0,20,101.12312
56.0,56,101.166972
55.0,55,101.210093
47.0,47,101.273494
36.0,36,101.300855
50.0,50,101.338887
56.0,56,101.382237
44.0,44,101.417274
60.0,60,101.469509
77.0,77,101.555131
44.0,44,101.588863
28.0,28,101.614223
45.0,45,101.650475
36.0,36,101.679691
36.0,36,101.741204
43.0,43,101.774673
49.0,49,101.81281
84.0,84,101.878972
51.0,51,101.920168
44.0,44,101.982776
52.0,52,102.023701
50.0,50,102.068105
29.0,29,102.093885
34.0,34,102.120582
21.0,21,102.136999
44.0,44,102.171264
30.0,30,102.222081
33.0,33,102.247867
26.0,26,102.26822
39.0,39,102.298763
59.0,59,102.344748
60.0,60,102.39224
90.0,90,102.494636
47.0,47,102.534819
56.0,56,102.578716
54.0,54,102.62166
51.0,51,102.687841
44.0,44,102.728498
41.0,41,102.760195
31.0,31,102.784138
34.0,34,102.811126
23.0,23,102.829463
35.0,35,102.857403
72.0,72,102.943161
58.0,58,102.988956
99.0,99,103.068583
39.0,39,103.100192
76.0,76,103.189732
37.0,37,103.218975
43.0,43,103.25286
22.0,22,103.270542
24.0,24,103.290052
45.0,45,103.326595
22.0,22,103.373133
67.0,67,103.427028
60.0,60,103.47804
29.0,29,103.501133
32.0,32,103.526725
44.0,44,103.56208
45.0,45,103.628058
39.0,39,103.657715
76.0,76,103.715482
54.0,54,103.756526
44.0,44,103.790065
43.0,43,103.850641
39.0,39,103.880455
38.0,38,103.909465
70.0,70,103.962893
47.0,47,103.99874
36.0,36,104.057823
46.0,46,104.102795
58.0,58,104.147019
50.0,50,104.185444
69.0,69,104.23911
46.0,46,104.301711
49.0,49,104.339101
52.0,52,104.378716
46.0,46,104.414538
85.0,85,104.481302
57.0,57,104.552683
24.0,24,104.573797
42.0,42,104.608052
62.0,62,104.658031
53.0,53,104.705647
63.0,63,104.783646
77.0,77,104.843644
47.0,47,104.88045
57.0,57,104.931971
41.0,41,104.992374
44.0,44,105.027846
34.0,34,105.054804
53.0,53,105.096994
81.0,81,105.160178
44.0,44,105.225332
40.0,40,105.256632
56.0,56,105.300293
29.0,29,105.322917
57.0,57,105.367379
36.0,36,105.395545
50.0,50,105.467885
36.0,36,105.496373
30.0,30,105.520637
42.0,42,105.553773
78.0,78,105.623426
23.0,23,105.642015
35.0,35,105.704053
44.0,44,105.739912
22.0,22,105.757314
50.0,50,105.79678
57.0,57,105.841798
38.0,38,105.871855
42.0,42,105.937794
23.0,23,105.957189
26.0,26,105.977486
57.0,57,106.022011
82.0,82,106.085959
37.0,37,106.115062
30.0,30,106.139086
24.0,24,106.188363
42.0,42,106.22146
34.0,34,106.248168
27.0,27,106.269398
44.0,44,106.30386
46.0,46,106.339745
66.0,66,106.421783
40.0,40,106.453196
40.0,40,106.484504
53.0,53,106.526891
31.0,31,106.551706
37.0,37,106.581575
46.0,46,106.648813
35.0,35,106.67627
49.0,49,106.714727
55.0,55,106.765444
38.0,38,106.80082
24.0,24,106.820071
61.0,61,106.899685
40.0,40,106.931117
42.0,42,106.96382
24.0,24,106.982537
58.0,58,107.027776
27.0,27,107.048975
39.0,39,107.079366
57.0,57,107.152046
35.0,35,107.179444
46.0,46,107.215512
58.0,58,107.260875
22.0,22,107.278157
40.0,40,107.309493
38.0,38,107.367374
45.0,45,107.402616
54.0,54,107.448597
95.0,95,107.523049
47.0,47,107.588986
54.0,54,107.631765
67.0,67,107.68438
15.0,15,107.696162
39.0,39,107.726625
57.0,57,107.771491
52.0,52,107.840496
36.0,36,107.868726
36.0,36,107.896784
45.0,45,107.931972
79.0,79,107.993674
39.0,39,108.055542
69.0,69,108.109612
43.0,43,108.143275
52.0,52,108.183858
37.0,37,108.212805
38.0,38,108.272832
29.0,29,108.295628
39.0,39,108.326233
50.0,50,108.36536
64.0,64,108.415799
35.0,35,108.446562
35.0,35,108.505962
44.0,44,108.540491
59.0,59,108.586713
57.0,57,108.631637
55.0,55,108.674729
51.0,51,108.748468
62.0,62,108.810279
52.0,52,108.852547
27.0,27,108.874583
32.0,32,108.900652
53.0,53,108.943609
35.0,35,109.005807
24.0,24,109.024881
43.0,43,109.059422
90.0,90,109.131063
61.0,61,109.179399
12.0,12,109.18895
71.0,71,109.278452
48.0,48,109.32199
23.0,23,109.340177
27.0,27,109.361609
37.0,37,109.391115
39.0,39,109.421984
39.0,39,109.479125
36.0,36,109.507009
43.0,43,109.540773
35.0,35,109.568234
36.0,36,109.596531
42.0,42,109.633291
53.0,53,109.702245
39.0,39,109.732081
28.0,28,109.753449
27.0,27,109.774124
35.0,35,109.80085
45.0,45,109.83515
45.0,45,109.86952
79.0,79,109.962348
27.0,27,109.983561
46.0,46,110.01953
44.0,44,110.053883
38.0,38,110.08402
28.0,28,110.105932
52.0,52,110.173585
26.0,26,110.193865
39.0,39,110.224714
38.0,38,110.254861
22.0,22,110.272329
47.0,47,110.309572
70.0,70,110.392201
37.0,37,110.421257
24.0,24,110.440035
68.0,68,110.49308
54.0,54,110.535239
60.0,60,110.60912
58.0,58,110.653485
50.0,50,110.692573
57.0,57,110.737119
47.0,47,110.773908
54.0,54,110.843796
22.0,22,110.861076
68.0,68,110.914781
24.0,24,110.93336
36.0,36,110.960833
58.0,58,111.005407
27.0,27,111.026547
38.0,38,111.090296
35.0,35,111.117331
62.0,62,111.165078
30.0,30,111.188291
41.0,41,111.220027
46.0,46,111.255623
86.0,86,111.349373
54.0,54,111.391231
51.0,51,111.437866
65.0,65,111.488114
30.0,30,111.542681
56.0,56,111.58428
45.0,45,111.620702
25.0,25,111.642554
12.0,12,111.651907
45.0,45,111.68663
59.0,59,111.759921
36.0,36,111.7882
68.0,68,111.84142
41.0,41,111.873574
24.0,24,111.892432
62.0,62,111.94257
71.0,71,112.030641
42.0,42,112.063576
62.0,62,112.112719
47.0,47,112.149873
44.0,44,112.184783
27.0,27,112.233837
26.0,26,112.25427
34.0,34,112.280932
45.0,45,112.316258
40.0,40,112.347497
51.0,51,112.387319
32.0,32,112.412452
46.0,46,112.478298
38.0,38,112.508031
33.0,33,112.535348
42.0,42,112.572463
82.0,82,112.634204
77.0,77,112.741066
46.0,46,112.777668
43.0,43,112.810117
50.0,50,112.84887
72.0,72,112.938088
32.0,32,112.963806
42.0,42,112.996136
57.0,57,113.041453
35.0,35,113.068869
79.0,79,113.130592
60.0,60,113.213315
47.0,47,113.252122
67.0,67,113.306646
26.0,26,113.327297
35.0,35,113.354976
63.0,63,113.430602
40.0,40,113.460994
41.0,41,113.492152
22.0,22,113.508893
50.0,50,113.546829
32.0,32,113.571176
35.0,35,113.624667
66.0,66,113.675562
57.0,57,113.719568
51.0,51,113.759096
66.0,66,113.810086
56.0,56,113.880371
30.0,30,113.903532
53.0,53,113.94773
45.0,45,113.982096
46.0,46,114.017159
44.0,44,114.077674
39.0,39,114.112819
35.0,35,114.141908
70.0,70,114.19587
45.0,45,114.234524
61.0,61,114.314496
54.0,54,114.355529
41.0,41,114.3867
32.0,32,114.412106
47.0,47,114.451711
42.0,42,114.484934
25.0,25,114.504244
48.0,48,114.573836
87.0,87,114.642277
49.0,49,114.680589
62.0,62,114.729404
61.0,61,114.808719
38.0,38,114.837711
58.0,58,114.88189
20.0,20,114.897196
42.0,42,114.929236
46.0,46,114.96424
46.0,46,115.027976
28.0,28,115.050071
42.0,42,115.082777
20.0,20,115.098493
29.0,29,115.120861
34.0,34,115.14705
51.0,51,115.186215
51.0,51,115.260926
23.0,23,115.279194
23.0,23,115.29741
47.0,47,115.334523
55.0,55,115.377973
48.0,48,115.41615
38.0,38,115.474375
22.0,22,115.492029
35.0,35,115.51949
39.0,39,115.550158
46.0,46,115.585768
46.0,46,115.621027
45.0,45,115.655976
32.0,32,115.712483
21.0,21,115.728721
35.0,35,115.75607
21.0,21,115.773311
71.0,71,115.829702
53.0,53,115.871177
33.0,33,115.897133
40.0,40,115.958047
37.0,37,115.987123
21.0,21,116.003347
57.0,57,116.047137
44.0,44,116.081472
61.0,61,116.128869
39.0,39,116.18767
37.0,37,116.217057
42.0,42,116.250339
53.0,53,116.29232
66.0,66,116.344645
75.0,75,116.435093
42.0,42,116.46802
53.0,53,116.509503
42.0,42,116.542281
44.0,44,116.576619
60.0,60,116.653956
37.0,37,116.68296
26.0,26,116.703386
33.0,33,116.729222
69.0,69,116.783842
74.0,74,116.871674
42.0,42,116.904556
46.0,46,116.944926
34.0,34,116.971799
31.0,31,116.996851
63.0,63,117.046659
44.0,44,117.107881
22.0,22,117.124726
46.0,46,117.15983
54.0,54,117.201972
29.0,29,117.224694
57.0,57,117.269297
35.0,35,117.332871
44.0,44,117.366791
24.0,24,117.385361
57.0,57,117.429168
57.0,57,117.473265
45.0,45,117.508917
40.0,40,117.570268
55.0,55,117.613321
83.0,83,117.678412
62.0,62,117.727063
47.0,47,117.792721
39.0,39,117.823256
48.0,48,117.860776
35.0,35,117.888403
27.0,27,117.909344
59.0,59,117.959617
53.0,53,118.029234
47.0,47,118.06536
37.0,37,118.094882
70.0,70,118.150642
76.0,76,118.210622
62.0,62,118.289982
39.0,39,118.320636
24.0,24,118.339492
26.0,26,118.359856
43.0,43,118.393512
49.0,49,118.431741
29.0,29,118.481068
39.0,39,118.510872
48.0,48,118.547969
48.0,48,118.586188
42.0,42,118.622198
33.0,33,118.649079
48.0,48,118.711209
39.0,39,118.740701
53.0,53,118.781279
23.0,23,118.798916
50.0,50,118.837063
45.0,45,118.871455
33.0,33,118.924363
29.0,29,118.946677
48.0,48,118.983414
26.0,26,119.003362
63.0,63,119.051505
42.0,42,119.083624
58.0,58,119.155303
46.0,46,119.190465
42.0,42,119.222577
43.0,43,119.255287
23.0,23,119.272811
39.0,39,119.302504
33.0,33,119.327695
25.0,25,119.374037
74.0,74,119.431447
57.0,57,119.474955
39.0,39,119.50801
37.0,37,119.537997
39.0,39,119.56971
38.0,38,119.630503
28.0,28,119.652371
55.0,55,119.695277
24.0,24,119.714348
35.0,35,119.741691
26.0,26,119.762054
37.0,37,119.791288
52.0,52,119.859299
42.0,42,119.891293
29.0,29,119.913929
24.0,24,119.937918
70.0,70,119.991509
45.0,45,120.025769
59.0,59,120.099456
50.0,50,120.138211
44.0,44,120.171279
46.0,46,120.206797
61.0,61,120.259273
27.0,27,120.308054
42.0,42,120.340028
51.0,51,120.37902
39.0,39,120.409507
59.0,59,120.455676
27.0,27,120.476791
58.0,58,120.548282
27.0,27,120.568979
37.0,37,120.597584
42.0,42,120.630529
64.0,64,120.680648
51.0,51,120.748299
49.0,49,120.786585
22.0,22,120.803813
52.0,52,120.84445
54.0,54,120.886794
53.0,53,120.930959
74.0,74,121.012807
23.0,23,121.030299
26.0,26,121.050189
64.0,64,121.099187
46.0,46,121.134151
52.0,52,121.20098
51.0,51,121.240052
76.0,76,121.298113
38.0,38,121.327198
34.0,34,121.353163
25.0,25,121.372231
42.0,42,121.431923
46.0,46,121.467112
69.0,69,121.519854
45.0,45,121.554122
28.0,28,121.57561
50.0,50,121.613619
23.0,23,121.658761
34.0,34,121.68467
42.0,42,121.717039
37.0,37,121.745313
52.0,52,121.785028
45.0,45,121.819355
43.0,43,121.87999
41.0,41,121.911304
44.0,44,121.951727
37.0,37,121.980124
39.0,39,122.010257
52.0,52,122.049813
53.0,53,122.119409
68.0,68,122.169971
51.0,51,122.208708
