#{"t_start": 1763487213.5002973, "env_id": "CartPole-v1"}
r,l,t
308.0,308,7.400215
273.0,273,7.648339
92.0,92,7.75282
165.0,165,7.888216
152.0,152,8.047108
207.0,207,8.263305
75.0,75,8.324419
164.0,164,8.491075
500.0,500,8.960141
143.0,143,9.076455
382.0,382,9.443792
150.0,150,9.565524
131.0,131,9.707582
191.0,191,9.898219
222.0,222,10.143511
227.0,227,10.342171
500.0,500,10.814334
378.0,378,11.183933
350.0,350,11.527559
277.0,277,11.788257
318.0,318,12.106426
285.0,285,12.360572
85.0,85,12.42954
500.0,500,12.908374
347.0,347,13.231732
367.0,367,13.586183
483.0,483,14.052372
500.0,500,14.526335
500.0,500,15.000089
214.0,214,15.177346
348.0,348,15.517658
284.0,284,15.782607
500.0,500,16.265429
427.0,427,16.638271
410.0,410,17.034938
316.0,316,17.320145
459.0,459,17.756061
306.0,306,18.037393
216.0,216,18.254121
291.0,291,18.5137
244.0,244,18.748949
445.0,445,19.168557
172.0,172,19.339097
500.0,500,19.808208
495.0,495,20.241417
69.0,69,20.334196
458.0,458,20.767864
500.0,500,21.23462
358.0,358,21.545673
500.0,500,22.005715
352.0,352,22.317828
391.0,391,22.697176
220.0,220,22.92391
330.0,330,23.225485
245.0,245,23.452216
226.0,226,23.668723
350.0,350,23.984219
389.0,389,24.371787
398.0,398,24.73368
346.0,346,25.081401
413.0,413,25.455074
205.0,205,25.650284
244.0,244,25.876521
255.0,255,26.113995
264.0,264,26.366194
346.0,346,26.680638
382.0,382,27.052872
403.0,403,27.424289
215.0,215,27.631999
286.0,286,27.893029
233.0,233,28.110141
229.0,229,28.325237
218.0,218,28.535979
500.0,500,28.997472
253.0,253,29.257764
258.0,258,29.521334
252.0,252,29.747956
198.0,198,29.938782
176.0,176,30.083839
224.0,224,30.300808
197.0,197,30.490066
258.0,258,30.73127
194.0,194,30.918339
202.0,202,31.107249
298.0,298,31.383883
226.0,226,31.596276
240.0,240,31.823698
382.0,382,32.174552
322.0,322,32.463379
180.0,180,32.63309
218.0,218,32.836526
265.0,265,33.078567
231.0,231,33.298177
180.0,180,33.443567
226.0,226,33.662799
243.0,243,33.894759
193.0,193,34.080638
267.0,267,34.336807
234.0,234,34.557184
200.0,200,34.751224
161.0,161,34.881471
234.0,234,35.095451
99.0,99,35.211851
386.0,386,35.559024
225.0,225,35.768252
296.0,296,36.039407
197.0,197,36.228863
246.0,246,36.475859
252.0,252,36.707338
229.0,229,36.920879
210.0,210,37.119941
315.0,315,37.404168
287.0,287,37.665055
182.0,182,37.843754
188.0,188,38.023951
239.0,239,38.222483
242.0,242,38.447461
358.0,358,38.795666
170.0,170,38.933298
189.0,189,39.114518
165.0,165,39.286018
181.0,181,39.465592
210.0,210,39.636674
179.0,179,39.812739
241.0,241,40.039159
210.0,210,40.246483
183.0,183,40.420544
188.0,188,40.569692
187.0,187,40.747383
202.0,202,40.940569
182.0,182,41.11597
199.0,199,41.282157
157.0,157,41.43395
190.0,190,41.610847
151.0,151,41.748554
150.0,150,41.905853
168.0,168,42.041675
169.0,169,42.205213
219.0,219,42.417985
204.0,204,42.617878
195.0,195,42.80759
190.0,190,42.965694
156.0,156,43.123781
163.0,163,43.296405
158.0,158,43.433487
155.0,155,43.590546
230.0,230,43.798942
166.0,166,43.931333
234.0,234,44.153011
155.0,155,44.310773
186.0,186,44.489961
191.0,191,44.641847
223.0,223,44.850818
243.0,243,45.071705
253.0,253,45.306587
185.0,185,45.483505
217.0,217,45.692645
184.0,184,45.841335
184.0,184,46.027375
205.0,205,46.223756
179.0,179,46.399661
181.0,181,46.546291
203.0,203,46.751955
222.0,222,46.961656
184.0,184,47.151752
253.0,253,47.387111
164.0,164,47.519884
154.0,154,47.673371
213.0,213,47.871019
157.0,157,47.999598
163.0,163,48.159527
235.0,235,48.390431
208.0,208,48.592825
203.0,203,48.792595
268.0,268,49.052826
244.0,244,49.288138
189.0,189,49.440799
169.0,169,49.609271
188.0,188,49.7897
160.0,160,49.919277
164.0,164,50.083465
174.0,174,50.259577
175.0,175,50.401655
257.0,257,50.637759
198.0,198,50.826571
225.0,225,51.038031
201.0,201,51.224447
175.0,175,51.363359
219.0,219,51.565017
174.0,174,51.731513
193.0,193,51.913389
226.0,226,52.119204
206.0,206,52.28179
175.0,175,52.447762
192.0,192,52.629068
204.0,204,52.837083
170.0,170,52.974799
188.0,188,53.155004
193.0,193,53.355818
184.0,184,53.539463
205.0,205,53.708965
171.0,171,53.874084
163.0,163,54.032628
182.0,182,54.179392
184.0,184,54.360833
225.0,225,54.572965
171.0,171,54.740034
198.0,198,54.900592
222.0,222,55.108871
168.0,168,55.274785
214.0,214,55.479646
131.0,131,55.585814
156.0,156,55.755311
184.0,184,55.940619
192.0,192,56.092306
227.0,227,56.304918
181.0,181,56.475466
179.0,179,56.664181
217.0,217,56.830667
190.0,190,57.006925
193.0,193,57.186757
148.0,148,57.339306
195.0,195,57.490851
167.0,167,57.650018
182.0,182,57.824453
167.0,167,57.959026
160.0,160,58.11305
170.0,170,58.277871
174.0,174,58.41557
190.0,190,58.596184
172.0,172,58.768412
190.0,190,58.924122
165.0,165,59.084088
171.0,171,59.259557
176.0,176,59.400467
196.0,196,59.589754
155.0,155,59.755232
205.0,205,59.965076
168.0,168,60.100864
188.0,188,60.281444
191.0,191,60.461534
187.0,187,60.612564
234.0,234,60.835615
152.0,152,60.98467
152.0,152,61.149164
199.0,199,61.316619
166.0,166,61.489179
195.0,195,61.700179
152.0,152,61.850221
163.0,163,62.02345
152.0,152,62.181878
176.0,176,62.333384
219.0,219,62.533685
155.0,155,62.698941
171.0,171,62.84334
175.0,175,63.016942
176.0,176,63.195939
171.0,171,63.334344
201.0,201,63.518642
173.0,173,63.682663
154.0,154,63.804764
166.0,166,63.963568
175.0,175,64.133634
178.0,178,64.315248
163.0,163,64.444205
170.0,170,64.609013
192.0,192,64.796402
210.0,210,64.960342
172.0,172,65.128908
181.0,181,65.309095
206.0,206,65.504024
166.0,166,65.63817
176.0,176,65.807032
178.0,178,65.982441
164.0,164,66.114774
194.0,194,66.303236
189.0,189,66.491649
187.0,187,66.644563
172.0,172,66.817583
200.0,200,67.021095
188.0,188,67.202081
182.0,182,67.353468
174.0,174,67.523828
151.0,151,67.671267
192.0,192,67.846633
176.0,176,68.042805
198.0,198,68.228966
183.0,183,68.408993
184.0,184,68.557918
181.0,181,68.740551
186.0,186,68.919181
148.0,148,69.037692
204.0,204,69.237424
169.0,169,69.411462
198.0,198,69.599983
156.0,156,69.728897
160.0,160,69.889066
169.0,169,70.027445
162.0,162,70.195002
174.0,174,70.375226
187.0,187,70.522918
171.0,171,70.697523
158.0,158,70.863135
180.0,180,71.010552
183.0,183,71.195749
178.0,178,71.371164
171.0,171,71.536718
126.0,126,71.6416
179.0,179,71.822206
188.0,188,71.976605
152.0,152,72.136693
212.0,212,72.340355
165.0,165,72.501631
188.0,188,72.65228
203.0,203,72.847494
175.0,175,73.014267
167.0,167,73.149425
171.0,171,73.32005
194.0,194,73.506694
194.0,194,73.70249
169.0,169,73.850422
194.0,194,74.034393
186.0,186,74.214631
201.0,201,74.405653
196.0,196,74.569321
177.0,177,74.746432
159.0,159,74.903907
182.0,182,75.052725
194.0,194,75.246353
217.0,217,75.465804
195.0,195,75.668549
194.0,194,75.828309
187.0,187,76.011502
174.0,174,76.188564
172.0,172,76.333145
192.0,192,76.52179
188.0,188,76.712914
199.0,199,76.920147
189.0,189,77.077171
183.0,183,77.256963
194.0,194,77.444759
182.0,182,77.630431
210.0,210,77.83371
212.0,212,78.00925
194.0,194,78.204799
175.0,175,78.382575
193.0,193,78.569601
216.0,216,78.747096
198.0,198,78.938084
191.0,191,79.12536
207.0,207,79.322384
173.0,173,79.466629
200.0,200,79.652966
177.0,177,79.828744
176.0,176,80.005702
173.0,173,80.149943
163.0,163,80.315127
194.0,194,80.499266
193.0,193,80.651791
191.0,191,80.841959
171.0,171,81.008573
185.0,185,81.157326
181.0,181,81.330548
184.0,184,81.511185
185.0,185,81.689981
192.0,192,81.850035
181.0,181,82.026867
190.0,190,82.212111
215.0,215,82.417619
189.0,189,82.575946
197.0,197,82.769006
231.0,231,82.986742
179.0,179,83.162664
204.0,204,83.354586
199.0,199,83.515108
193.0,193,83.698106
196.0,196,83.895198
205.0,205,84.093432
211.0,211,84.292478
178.0,178,84.453686
202.0,202,84.646178
200.0,200,84.841674
216.0,216,85.045552
212.0,212,85.21692
165.0,165,85.379216
191.0,191,85.565861
181.0,181,85.751256
207.0,207,85.916819
204.0,204,86.112541
226.0,226,86.338423
212.0,212,86.554868
193.0,193,86.750665
188.0,188,86.901954
193.0,193,87.087213
191.0,191,87.288786
193.0,193,87.478848
158.0,158,87.606984
198.0,198,87.814169
233.0,233,88.046393
195.0,195,88.237042
203.0,203,88.407358
204.0,204,88.598605
206.0,206,88.801512
184.0,184,88.996844
185.0,185,89.185098
193.0,193,89.341456
203.0,203,89.534168
194.0,194,89.718362
206.0,206,89.915598
272.0,272,90.171779
210.0,210,90.344775
211.0,211,90.552341
197.0,197,90.74343
181.0,181,90.928563
197.0,197,91.119525
222.0,222,91.318854
185.0,185,91.49727
159.0,159,91.656434
175.0,175,91.798517
225.0,225,92.012589
211.0,211,92.212955
229.0,229,92.427383
500.0,500,92.901022
91.0,91,92.976962
500.0,500,93.457171
148.0,148,93.608001
211.0,211,93.810418
196.0,196,93.969573
277.0,277,94.259084
236.0,236,94.453524
238.0,238,94.684868
238.0,238,94.907136
250.0,250,95.13578
177.0,177,95.30945
259.0,259,95.545354
235.0,235,95.760822
246.0,246,95.986257
226.0,226,96.224757
212.0,212,96.431454
229.0,229,96.651412
196.0,196,96.819572
198.0,198,97.013018
500.0,500,97.492727
500.0,500,97.963674
500.0,500,98.434875
500.0,500,98.912202
208.0,208,99.110388
500.0,500,99.581217
230.0,230,99.808883
204.0,204,99.981603
500.0,500,100.461639
197.0,197,100.654609
190.0,190,100.840964
500.0,500,101.307827
250.0,250,101.549752
500.0,500,102.016981
213.0,213,102.222153
500.0,500,102.676127
478.0,478,103.133033
500.0,500,103.602033
229.0,229,103.815035
215.0,215,104.012799
216.0,216,104.227359
225.0,225,104.44882
219.0,219,104.66429
500.0,500,105.153036
47.0,47,105.190733
253.0,253,105.423438
202.0,202,105.618264
229.0,229,105.799199
246.0,246,106.021204
238.0,238,106.243062
218.0,218,106.453651
202.0,202,106.643569
500.0,500,107.100821
229.0,229,107.321647
500.0,500,107.796688
217.0,217,108.00781
500.0,500,108.4644
500.0,500,108.891828
500.0,500,109.349976
500.0,500,109.814875
500.0,500,110.288632
500.0,500,110.75675
500.0,500,111.20828
500.0,500,111.663903
500.0,500,112.126014
500.0,500,112.588892
500.0,500,113.052322
500.0,500,113.515287
500.0,500,113.989199
500.0,500,114.458335
500.0,500,114.929213
500.0,500,115.390764
500.0,500,115.850907
500.0,500,116.314718
500.0,500,116.784399
500.0,500,117.264041
500.0,500,117.728615
500.0,500,118.179275
500.0,500,118.652753
500.0,500,119.095429
500.0,500,119.560242
500.0,500,120.030867
500.0,500,120.505896
500.0,500,120.968886
500.0,500,121.476326
500.0,500,121.962522
500.0,500,122.4509
500.0,500,122.925779
500.0,500,123.388101
500.0,500,123.862558
500.0,500,124.323096
500.0,500,124.792801
500.0,500,125.252393
500.0,500,125.717149
500.0,500,126.185593
500.0,500,126.658524
239.0,239,126.88008
500.0,500,127.329856
500.0,500,127.79716
500.0,500,128.236062
500.0,500,128.712327
500.0,500,129.171677
500.0,500,129.649103
500.0,500,130.109059
500.0,500,130.570427
500.0,500,131.049977
500.0,500,131.510493
500.0,500,131.974172
500.0,500,132.430104
500.0,500,132.883029
500.0,500,133.351004
500.0,500,133.815137
500.0,500,134.259726
500.0,500,134.71477
500.0,500,135.172072
500.0,500,135.612273
500.0,500,136.063243
500.0,500,136.508331
181.0,181,136.660469
500.0,500,137.115879
500.0,500,137.575658
127.0,127,137.715006
500.0,500,138.189013
500.0,500,138.650978
500.0,500,139.101728
500.0,500,139.555853
500.0,500,140.019086
500.0,500,140.446204
