timestep,reward
3.900000000000000000e+01,3.900000000000000000e+01
6.500000000000000000e+01,2.600000000000000000e+01
8.400000000000000000e+01,1.900000000000000000e+01
1.020000000000000000e+02,1.800000000000000000e+01
1.200000000000000000e+02,1.800000000000000000e+01
1.540000000000000000e+02,3.400000000000000000e+01
1.790000000000000000e+02,2.500000000000000000e+01
1.970000000000000000e+02,1.800000000000000000e+01
2.340000000000000000e+02,3.700000000000000000e+01
2.450000000000000000e+02,1.100000000000000000e+01
2.950000000000000000e+02,5.000000000000000000e+01
3.430000000000000000e+02,4.800000000000000000e+01
3.760000000000000000e+02,3.300000000000000000e+01
4.090000000000000000e+02,3.300000000000000000e+01
4.500000000000000000e+02,4.100000000000000000e+01
4.670000000000000000e+02,1.700000000000000000e+01
5.090000000000000000e+02,4.200000000000000000e+01
5.270000000000000000e+02,1.800000000000000000e+01
5.510000000000000000e+02,2.400000000000000000e+01
5.740000000000000000e+02,2.300000000000000000e+01
5.860000000000000000e+02,1.200000000000000000e+01
5.980000000000000000e+02,1.200000000000000000e+01
6.150000000000000000e+02,1.700000000000000000e+01
6.290000000000000000e+02,1.400000000000000000e+01
6.480000000000000000e+02,1.900000000000000000e+01
6.940000000000000000e+02,4.600000000000000000e+01
7.100000000000000000e+02,1.600000000000000000e+01
7.250000000000000000e+02,1.500000000000000000e+01
7.410000000000000000e+02,1.600000000000000000e+01
7.550000000000000000e+02,1.400000000000000000e+01
7.680000000000000000e+02,1.300000000000000000e+01
7.810000000000000000e+02,1.300000000000000000e+01
7.930000000000000000e+02,1.200000000000000000e+01
8.050000000000000000e+02,1.200000000000000000e+01
8.320000000000000000e+02,2.700000000000000000e+01
8.620000000000000000e+02,3.000000000000000000e+01
8.950000000000000000e+02,3.300000000000000000e+01
9.230000000000000000e+02,2.800000000000000000e+01
9.680000000000000000e+02,4.500000000000000000e+01
9.810000000000000000e+02,1.300000000000000000e+01
1.013000000000000000e+03,3.200000000000000000e+01
1.025000000000000000e+03,1.200000000000000000e+01
1.088000000000000000e+03,6.300000000000000000e+01
1.111000000000000000e+03,2.300000000000000000e+01
1.137000000000000000e+03,2.600000000000000000e+01
1.157000000000000000e+03,2.000000000000000000e+01
1.187000000000000000e+03,3.000000000000000000e+01
1.220000000000000000e+03,3.300000000000000000e+01
1.243000000000000000e+03,2.300000000000000000e+01
1.258000000000000000e+03,1.500000000000000000e+01
1.287000000000000000e+03,2.900000000000000000e+01
1.335000000000000000e+03,4.800000000000000000e+01
1.349000000000000000e+03,1.400000000000000000e+01
1.382000000000000000e+03,3.300000000000000000e+01
1.397000000000000000e+03,1.500000000000000000e+01
1.413000000000000000e+03,1.600000000000000000e+01
1.479000000000000000e+03,6.600000000000000000e+01
1.507000000000000000e+03,2.800000000000000000e+01
1.525000000000000000e+03,1.800000000000000000e+01
1.537000000000000000e+03,1.200000000000000000e+01
1.571000000000000000e+03,3.400000000000000000e+01
1.609000000000000000e+03,3.800000000000000000e+01
1.640000000000000000e+03,3.100000000000000000e+01
1.673000000000000000e+03,3.300000000000000000e+01
1.688000000000000000e+03,1.500000000000000000e+01
1.717000000000000000e+03,2.900000000000000000e+01
1.775000000000000000e+03,5.800000000000000000e+01
1.801000000000000000e+03,2.600000000000000000e+01
1.817000000000000000e+03,1.600000000000000000e+01
1.831000000000000000e+03,1.400000000000000000e+01
1.851000000000000000e+03,2.000000000000000000e+01
1.892000000000000000e+03,4.100000000000000000e+01
1.908000000000000000e+03,1.600000000000000000e+01
1.947000000000000000e+03,3.900000000000000000e+01
1.996000000000000000e+03,4.900000000000000000e+01
2.008000000000000000e+03,1.200000000000000000e+01
2.029000000000000000e+03,2.100000000000000000e+01
2.091000000000000000e+03,6.200000000000000000e+01
2.103000000000000000e+03,1.200000000000000000e+01
2.116000000000000000e+03,1.300000000000000000e+01
2.171000000000000000e+03,5.500000000000000000e+01
2.193000000000000000e+03,2.200000000000000000e+01
2.213000000000000000e+03,2.000000000000000000e+01
2.234000000000000000e+03,2.100000000000000000e+01
2.249000000000000000e+03,1.500000000000000000e+01
2.274000000000000000e+03,2.500000000000000000e+01
2.407000000000000000e+03,1.330000000000000000e+02
2.444000000000000000e+03,3.700000000000000000e+01
2.474000000000000000e+03,3.000000000000000000e+01
2.507000000000000000e+03,3.300000000000000000e+01
2.518000000000000000e+03,1.100000000000000000e+01
2.535000000000000000e+03,1.700000000000000000e+01
2.564000000000000000e+03,2.900000000000000000e+01
2.607000000000000000e+03,4.300000000000000000e+01
2.627000000000000000e+03,2.000000000000000000e+01
