#{"t_start": 1763487072.3238776, "env_id": "CartPole-v1"}
r,l,t
177.0,177,49.375386
173.0,173,49.544518
146.0,146,49.664624
153.0,153,49.818275
153.0,153,49.937905
170.0,170,50.099269
159.0,159,50.254215
167.0,167,50.38501
168.0,168,50.545914
183.0,183,50.721136
163.0,163,50.850954
160.0,160,51.007273
161.0,161,51.164311
161.0,161,51.2932
151.0,151,51.446288
173.0,173,51.589638
158.0,158,51.746122
162.0,162,51.904298
156.0,156,52.02921
178.0,178,52.207858
154.0,154,52.362032
171.0,171,52.502485
168.0,168,52.667383
177.0,177,52.840966
153.0,153,52.966119
146.0,146,53.124563
150.0,150,53.247318
166.0,166,53.417545
147.0,147,53.569306
151.0,151,53.686001
176.0,176,53.85137
160.0,160,53.980786
146.0,146,54.134453
171.0,171,54.304762
156.0,156,54.431213
149.0,149,54.578771
161.0,161,54.740487
145.0,145,54.860789
152.0,152,55.009985
160.0,160,55.13537
142.0,142,55.289506
160.0,160,55.446206
173.0,173,55.587524
170.0,170,55.748423
192.0,192,55.931103
144.0,144,56.047633
151.0,151,56.197511
162.0,162,56.328103
160.0,160,56.502776
154.0,154,56.656592
174.0,174,56.792376
155.0,155,56.945789
162.0,162,57.108909
144.0,144,57.225303
147.0,147,57.372236
144.0,144,57.487325
160.0,160,57.644096
154.0,154,57.767821
154.0,154,57.925346
152.0,152,58.082258
132.0,132,58.185979
172.0,172,58.356083
147.0,147,58.472696
186.0,186,58.645681
150.0,150,58.792819
157.0,157,58.921592
145.0,145,59.070554
178.0,178,59.248977
142.0,142,59.364938
148.0,148,59.51244
155.0,155,59.633736
178.0,178,59.800327
158.0,158,59.951048
154.0,154,60.072689
143.0,143,60.212442
157.0,157,60.339908
144.0,144,60.480039
149.0,149,60.625657
158.0,158,60.757187
159.0,159,60.914336
144.0,144,61.030089
148.0,148,61.183718
169.0,169,61.350625
148.0,148,61.471457
166.0,166,61.631381
153.0,153,61.753991
174.0,174,61.93123
152.0,152,62.076456
169.0,169,62.20804
147.0,147,62.350975
159.0,159,62.50318
155.0,155,62.624183
155.0,155,62.77638
138.0,138,62.889199
155.0,155,63.038189
146.0,146,63.152251
151.0,151,63.298767
142.0,142,63.437535
148.0,148,63.553215
155.0,155,63.702199
152.0,152,63.818927
177.0,177,63.994308
158.0,158,64.165917
163.0,163,64.292336
145.0,145,64.435673
143.0,143,64.544198
152.0,152,64.689451
198.0,198,64.872103
136.0,136,64.978542
160.0,160,65.161457
160.0,160,65.315281
159.0,159,65.439863
164.0,164,65.598489
164.0,164,65.765605
141.0,141,65.881611
163.0,163,66.041008
147.0,147,66.154905
162.0,162,66.312697
137.0,137,66.421879
131.0,131,66.555794
171.0,171,66.72198
165.0,165,66.857774
162.0,162,67.017067
156.0,156,67.175967
133.0,133,67.283397
162.0,162,67.445577
157.0,157,67.56811
137.0,137,67.710122
156.0,156,67.831884
149.0,149,67.979216
140.0,140,68.120302
178.0,178,68.262252
148.0,148,68.414202
142.0,142,68.525195
159.0,159,68.675296
146.0,146,68.82646
176.0,176,68.978462
161.0,161,69.152554
163.0,163,69.312807
147.0,147,69.425544
139.0,139,69.561586
167.0,167,69.693653
128.0,128,69.825181
146.0,146,69.956233
161.0,161,70.109591
149.0,149,70.258332
149.0,149,70.374991
161.0,161,70.540687
181.0,181,70.710365
147.0,147,70.827217
145.0,145,70.976227
156.0,156,71.101435
146.0,146,71.252706
163.0,163,71.384351
142.0,142,71.524198
139.0,139,71.689284
153.0,153,71.823224
145.0,145,71.974722
159.0,159,72.099841
140.0,140,72.241505
152.0,152,72.364279
157.0,157,72.5117
151.0,151,72.657488
150.0,150,72.775374
145.0,145,72.928304
150.0,150,73.052334
154.0,154,73.201478
148.0,148,73.349319
151.0,151,73.477027
137.0,137,73.611674
152.0,152,73.731898
139.0,139,73.897804
137.0,137,74.014825
146.0,146,74.156345
145.0,145,74.299599
135.0,135,74.406147
147.0,147,74.549765
141.0,141,74.661978
148.0,148,74.811657
138.0,138,74.91997
136.0,136,75.058956
141.0,141,75.171123
140.0,140,75.314039
140.0,140,75.425689
143.0,143,75.567083
152.0,152,75.716001
132.0,132,75.82308
144.0,144,75.970049
146.0,146,76.087072
128.0,128,76.219516
146.0,146,76.336828
128.0,128,76.47093
140.0,140,76.582078
141.0,141,76.724819
134.0,134,76.832041
149.0,149,76.981433
131.0,131,77.111196
140.0,140,77.218204
148.0,148,77.370193
137.0,137,77.495543
134.0,134,77.633698
133.0,133,77.736816
132.0,132,77.868179
131.0,131,77.976495
143.0,143,78.121131
139.0,139,78.231685
140.0,140,78.374042
139.0,139,78.499538
144.0,144,78.648672
145.0,145,78.790447
141.0,141,78.903063
141.0,141,79.037996
140.0,140,79.147682
132.0,132,79.278775
160.0,160,79.419776
144.0,144,79.57434
135.0,135,79.708006
146.0,146,79.822026
142.0,142,79.963167
127.0,127,80.061315
140.0,140,80.198393
149.0,149,80.315102
149.0,149,80.456695
142.0,142,80.571805
128.0,128,80.700662
132.0,132,80.810204
136.0,136,80.953948
155.0,155,81.106357
124.0,124,81.207529
141.0,141,81.349315
134.0,134,81.45449
143.0,143,81.605746
136.0,136,81.71105
122.0,122,81.845061
135.0,135,81.952051
138.0,138,82.093848
132.0,132,82.206374
137.0,137,82.356586
136.0,136,82.472441
126.0,126,82.6103
130.0,130,82.714713
127.0,127,82.844212
130.0,130,82.959169
128.0,128,83.108593
133.0,133,83.220121
122.0,122,83.349017
132.0,132,83.453161
139.0,139,83.587433
120.0,120,83.682132
140.0,140,83.823357
141.0,141,83.940241
129.0,129,84.073603
147.0,147,84.216392
126.0,126,84.316313
129.0,129,84.445407
140.0,140,84.554373
130.0,130,84.686627
138.0,138,84.794516
138.0,138,84.938061
120.0,120,85.034875
140.0,140,85.172909
133.0,133,85.276912
134.0,134,85.410831
136.0,136,85.517125
137.0,137,85.659629
137.0,137,85.767015
134.0,134,85.904858
131.0,131,86.006431
132.0,132,86.138195
133.0,133,86.241329
138.0,138,86.375755
133.0,133,86.482018
138.0,138,86.617112
127.0,127,86.718711
132.0,132,86.855594
137.0,137,86.993672
145.0,145,87.105835
146.0,146,87.245862
137.0,137,87.353196
125.0,125,87.477186
142.0,142,87.591852
127.0,127,87.721214
138.0,138,87.829143
141.0,141,87.970074
135.0,135,88.099715
136.0,136,88.258194
136.0,136,88.372201
141.0,141,88.536011
136.0,136,88.652721
131.0,131,88.797837
146.0,146,88.957667
144.0,144,89.068507
126.0,126,89.191419
142.0,142,89.29998
132.0,132,89.44269
147.0,147,89.558877
131.0,131,89.689164
145.0,145,89.802985
139.0,139,89.942407
151.0,151,90.05897
145.0,145,90.207184
147.0,147,90.352496
147.0,147,90.492175
145.0,145,90.634137
121.0,121,90.723919
139.0,139,90.86059
144.0,144,90.975066
140.0,140,91.114995
146.0,146,91.228805
137.0,137,91.366774
145.0,145,91.511416
132.0,132,91.613843
129.0,129,91.744446
144.0,144,91.86644
134.0,134,92.008533
137.0,137,92.119309
143.0,143,92.258559
146.0,146,92.372664
141.0,141,92.510071
150.0,150,92.627156
134.0,134,92.762796
132.0,132,92.89547
134.0,134,93.002637
134.0,134,93.139412
138.0,138,93.247432
129.0,129,93.375963
135.0,135,93.481922
140.0,140,93.620932
125.0,125,93.718381
131.0,131,93.849741
140.0,140,93.959244
127.0,127,94.086018
133.0,133,94.189734
147.0,147,94.335608
130.0,130,94.441797
141.0,141,94.588305
141.0,141,94.69836
151.0,151,94.848934
140.0,140,95.002947
136.0,136,95.109764
137.0,137,95.25133
141.0,141,95.368907
139.0,139,95.505519
139.0,139,95.611271
132.0,132,95.740275
136.0,136,95.84513
132.0,132,95.978413
132.0,132,96.081287
134.0,134,96.210385
131.0,131,96.309977
144.0,144,96.457699
135.0,135,96.56909
140.0,140,96.710825
138.0,138,96.846703
139.0,139,96.966681
151.0,151,97.121511
145.0,145,97.234751
136.0,136,97.367099
142.0,142,97.477763
131.0,131,97.615873
147.0,147,97.730397
142.0,142,97.868189
143.0,143,98.009691
150.0,150,98.127033
142.0,142,98.267698
135.0,135,98.372973
139.0,139,98.523439
140.0,140,98.633504
142.0,142,98.778694
130.0,130,98.881497
142.0,142,99.038391
147.0,147,99.156089
145.0,145,99.300366
148.0,148,99.445533
143.0,143,99.558444
143.0,143,99.706427
149.0,149,99.823318
140.0,140,99.975159
141.0,141,100.086234
139.0,139,100.255333
144.0,144,100.418983
141.0,141,100.525321
140.0,140,100.663654
138.0,138,100.772044
149.0,149,100.916858
147.0,147,101.031904
139.0,139,101.16905
143.0,143,101.281102
158.0,158,101.444656
135.0,135,101.584267
139.0,139,101.692868
131.0,131,101.831021
140.0,140,101.954574
148.0,148,102.098818
140.0,140,102.208284
151.0,151,102.365359
141.0,141,102.481015
132.0,132,102.631666
152.0,152,102.782001
152.0,152,102.903982
149.0,149,103.052429
143.0,143,103.161789
132.0,132,103.296009
141.0,141,103.411022
142.0,142,103.548076
146.0,146,103.661815
147.0,147,103.803923
132.0,132,103.945856
142.0,142,104.064174
149.0,149,104.225976
149.0,149,104.344042
149.0,149,104.48664
148.0,148,104.599224
150.0,150,104.744076
134.0,134,104.883765
146.0,146,104.998124
141.0,141,105.1483
142.0,142,105.261727
140.0,140,105.399638
138.0,138,105.507322
144.0,144,105.647957
141.0,141,105.758326
139.0,139,105.8945
140.0,140,106.034585
134.0,134,106.139841
132.0,132,106.273607
146.0,146,106.389554
135.0,135,106.528022
131.0,131,106.630323
141.0,141,106.771723
139.0,139,106.885551
138.0,138,107.021904
145.0,145,107.132633
126.0,126,107.257299
145.0,145,107.371309
140.0,140,107.518005
145.0,145,107.65806
143.0,143,107.766893
140.0,140,107.904247
129.0,129,108.005056
141.0,141,108.153571
140.0,140,108.265885
138.0,138,108.433871
137.0,137,108.566591
142.0,142,108.725244
149.0,149,108.847381
150.0,150,109.013775
138.0,138,109.173726
141.0,141,109.29806
136.0,136,109.455861
132.0,132,109.561988
146.0,146,109.704165
133.0,133,109.805495
143.0,143,109.949721
140.0,140,110.057945
138.0,138,110.19102
147.0,147,110.306995
135.0,135,110.442344
131.0,131,110.574817
134.0,134,110.68138
129.0,129,110.818466
150.0,150,110.936822
132.0,132,111.070241
131.0,131,111.180219
138.0,138,111.317522
139.0,139,111.427523
143.0,143,111.570844
152.0,152,111.692533
137.0,137,111.832468
146.0,146,111.978709
139.0,139,112.088033
133.0,133,112.223149
133.0,133,112.330159
145.0,145,112.490535
142.0,142,112.628733
142.0,142,112.770922
141.0,141,112.881687
140.0,140,113.024853
144.0,144,113.137321
139.0,139,113.277395
135.0,135,113.387695
139.0,139,113.525259
136.0,136,113.663069
145.0,145,113.779873
149.0,149,113.933545
143.0,143,114.046699
151.0,151,114.190576
137.0,137,114.297565
137.0,137,114.435935
144.0,144,114.548285
136.0,136,114.686575
150.0,150,114.83633
145.0,145,114.952776
136.0,136,115.09689
143.0,143,115.208213
149.0,149,115.351386
145.0,145,115.46582
143.0,143,115.609375
138.0,138,115.747738
147.0,147,115.864492
142.0,142,116.014482
139.0,139,116.127082
150.0,150,116.280835
149.0,149,116.400631
149.0,149,116.548301
146.0,146,116.694338
148.0,148,116.813074
140.0,140,116.953373
157.0,157,117.076523
142.0,142,117.215087
141.0,141,117.326443
140.0,140,117.463419
139.0,139,117.572137
145.0,145,117.715
147.0,147,117.863653
138.0,138,117.978051
145.0,145,118.130419
146.0,146,118.244916
143.0,143,118.38431
151.0,151,118.503084
145.0,145,118.645727
141.0,141,118.783601
141.0,141,118.893764
149.0,149,119.038239
143.0,143,119.158964
145.0,145,119.300321
154.0,154,119.426326
146.0,146,119.577673
135.0,135,119.687421
151.0,151,119.854322
143.0,143,120.001537
150.0,150,120.124247
138.0,138,120.259856
145.0,145,120.374077
143.0,143,120.520089
141.0,141,120.634864
149.0,149,120.783504
141.0,141,120.930257
139.0,139,121.047243
144.0,144,121.197639
146.0,146,121.317925
147.0,147,121.48467
151.0,151,121.622377
150.0,150,121.777742
147.0,147,121.938702
145.0,145,122.089447
140.0,140,122.227895
143.0,143,122.342698
146.0,146,122.487079
152.0,152,122.609116
144.0,144,122.763008
150.0,150,122.917917
142.0,142,123.037363
153.0,153,123.190899
144.0,144,123.307135
156.0,156,123.464916
153.0,153,123.591225
147.0,147,123.745739
160.0,160,123.910212
154.0,154,124.032075
145.0,145,124.181421
150.0,150,124.301699
154.0,154,124.454112
147.0,147,124.60506
145.0,145,124.726776
146.0,146,124.880036
151.0,151,125.005183
148.0,148,125.160769
145.0,145,125.280081
155.0,155,125.448527
148.0,148,125.597734
154.0,154,125.7221
156.0,156,125.87587
152.0,152,125.99804
146.0,146,126.144624
141.0,141,126.296502
155.0,155,126.424096
153.0,153,126.580786
151.0,151,126.708818
138.0,138,126.855725
137.0,137,126.973527
146.0,146,127.135085
150.0,150,127.291072
144.0,144,127.413777
149.0,149,127.568288
141.0,141,127.687002
146.0,146,127.837766
142.0,142,127.9566
147.0,147,128.111793
154.0,154,128.269418
143.0,143,128.38688
148.0,148,128.544118
142.0,142,128.661486
158.0,158,128.825713
141.0,141,128.956109
135.0,135,129.100504
152.0,152,129.265655
146.0,146,129.386143
155.0,155,129.558012
155.0,155,129.687072
143.0,143,129.838778
141.0,141,129.958376
156.0,156,130.118568
151.0,151,130.276875
142.0,142,130.397198
148.0,148,130.549226
156.0,156,130.679653
138.0,138,130.824307
150.0,150,130.979021
151.0,151,131.109724
148.0,148,131.269391
146.0,146,131.394779
145.0,145,131.557422
142.0,142,131.678054
142.0,142,131.825013
144.0,144,131.977433
142.0,142,132.106957
151.0,151,132.263362
139.0,139,132.394565
136.0,136,132.537656
154.0,154,132.664963
140.0,140,132.809644
146.0,146,132.933141
143.0,143,133.080228
143.0,143,133.224172
147.0,147,133.342732
143.0,143,133.492944
143.0,143,133.611731
143.0,143,133.76537
139.0,139,133.884867
145.0,145,134.038381
150.0,150,134.195825
140.0,140,134.313073
147.0,147,134.476286
146.0,146,134.601526
142.0,142,134.754775
145.0,145,134.877394
151.0,151,135.036156
144.0,144,135.154842
153.0,153,135.31585
141.0,141,135.467153
141.0,141,135.585673
136.0,136,135.733296
157.0,157,135.866267
154.0,154,136.02948
164.0,164,136.196565
144.0,144,136.315329
154.0,154,136.474139
145.0,145,136.596721
136.0,136,136.74155
160.0,160,136.87334
136.0,136,137.01443
54.0,54,137.060384
147.0,147,137.21358
159.0,159,137.347419
172.0,172,137.51756
144.0,144,137.66848
145.0,145,137.791286
143.0,143,137.938833
145.0,145,138.061855
158.0,158,138.225276
148.0,148,138.387932
150.0,150,138.519073
131.0,131,138.658799
143.0,143,138.783665
151.0,151,138.942575
148.0,148,139.066839
138.0,138,139.225635
147.0,147,139.346162
145.0,145,139.491738
146.0,146,139.637345
148.0,148,139.757125
