timestep,reward
2.800000000000000000e+01,2.800000000000000000e+01
5.200000000000000000e+01,2.400000000000000000e+01
7.300000000000000000e+01,2.100000000000000000e+01
8.500000000000000000e+01,1.200000000000000000e+01
9.900000000000000000e+01,1.400000000000000000e+01
1.150000000000000000e+02,1.600000000000000000e+01
1.310000000000000000e+02,1.600000000000000000e+01
1.460000000000000000e+02,1.500000000000000000e+01
1.690000000000000000e+02,2.300000000000000000e+01
1.860000000000000000e+02,1.700000000000000000e+01
1.990000000000000000e+02,1.300000000000000000e+01
2.240000000000000000e+02,2.500000000000000000e+01
2.380000000000000000e+02,1.400000000000000000e+01
2.990000000000000000e+02,6.100000000000000000e+01
3.340000000000000000e+02,3.500000000000000000e+01
3.730000000000000000e+02,3.900000000000000000e+01
4.110000000000000000e+02,3.800000000000000000e+01
4.630000000000000000e+02,5.200000000000000000e+01
4.730000000000000000e+02,1.000000000000000000e+01
4.930000000000000000e+02,2.000000000000000000e+01
5.060000000000000000e+02,1.300000000000000000e+01
5.520000000000000000e+02,4.600000000000000000e+01
5.690000000000000000e+02,1.700000000000000000e+01
5.910000000000000000e+02,2.200000000000000000e+01
6.100000000000000000e+02,1.900000000000000000e+01
6.260000000000000000e+02,1.600000000000000000e+01
6.570000000000000000e+02,3.100000000000000000e+01
6.740000000000000000e+02,1.700000000000000000e+01
6.940000000000000000e+02,2.000000000000000000e+01
7.060000000000000000e+02,1.200000000000000000e+01
7.190000000000000000e+02,1.300000000000000000e+01
7.470000000000000000e+02,2.800000000000000000e+01
7.830000000000000000e+02,3.600000000000000000e+01
8.110000000000000000e+02,2.800000000000000000e+01
8.220000000000000000e+02,1.100000000000000000e+01
8.390000000000000000e+02,1.700000000000000000e+01
8.550000000000000000e+02,1.600000000000000000e+01
8.660000000000000000e+02,1.100000000000000000e+01
8.850000000000000000e+02,1.900000000000000000e+01
9.160000000000000000e+02,3.100000000000000000e+01
9.330000000000000000e+02,1.700000000000000000e+01
9.500000000000000000e+02,1.700000000000000000e+01
9.980000000000000000e+02,4.800000000000000000e+01
1.022000000000000000e+03,2.400000000000000000e+01
1.034000000000000000e+03,1.200000000000000000e+01
1.053000000000000000e+03,1.900000000000000000e+01
1.066000000000000000e+03,1.300000000000000000e+01
1.079000000000000000e+03,1.300000000000000000e+01
1.103000000000000000e+03,2.400000000000000000e+01
1.114000000000000000e+03,1.100000000000000000e+01
1.157000000000000000e+03,4.300000000000000000e+01
1.178000000000000000e+03,2.100000000000000000e+01
1.205000000000000000e+03,2.700000000000000000e+01
1.224000000000000000e+03,1.900000000000000000e+01
1.257000000000000000e+03,3.300000000000000000e+01
1.270000000000000000e+03,1.300000000000000000e+01
1.296000000000000000e+03,2.600000000000000000e+01
1.314000000000000000e+03,1.800000000000000000e+01
1.350000000000000000e+03,3.600000000000000000e+01
1.377000000000000000e+03,2.700000000000000000e+01
1.462000000000000000e+03,8.500000000000000000e+01
1.500000000000000000e+03,3.800000000000000000e+01
1.515000000000000000e+03,1.500000000000000000e+01
1.525000000000000000e+03,1.000000000000000000e+01
1.565000000000000000e+03,4.000000000000000000e+01
1.636000000000000000e+03,7.100000000000000000e+01
1.672000000000000000e+03,3.600000000000000000e+01
1.694000000000000000e+03,2.200000000000000000e+01
1.720000000000000000e+03,2.600000000000000000e+01
1.738000000000000000e+03,1.800000000000000000e+01
1.757000000000000000e+03,1.900000000000000000e+01
1.778000000000000000e+03,2.100000000000000000e+01
1.802000000000000000e+03,2.400000000000000000e+01
1.823000000000000000e+03,2.100000000000000000e+01
1.839000000000000000e+03,1.600000000000000000e+01
1.854000000000000000e+03,1.500000000000000000e+01
1.878000000000000000e+03,2.400000000000000000e+01
1.891000000000000000e+03,1.300000000000000000e+01
1.956000000000000000e+03,6.500000000000000000e+01
2.001000000000000000e+03,4.500000000000000000e+01
2.039000000000000000e+03,3.800000000000000000e+01
2.072000000000000000e+03,3.300000000000000000e+01
2.087000000000000000e+03,1.500000000000000000e+01
2.099000000000000000e+03,1.200000000000000000e+01
2.112000000000000000e+03,1.300000000000000000e+01
2.124000000000000000e+03,1.200000000000000000e+01
2.135000000000000000e+03,1.100000000000000000e+01
2.153000000000000000e+03,1.800000000000000000e+01
2.168000000000000000e+03,1.500000000000000000e+01
2.226000000000000000e+03,5.800000000000000000e+01
2.329000000000000000e+03,1.030000000000000000e+02
2.351000000000000000e+03,2.200000000000000000e+01
2.374000000000000000e+03,2.300000000000000000e+01
2.396000000000000000e+03,2.200000000000000000e+01
2.408000000000000000e+03,1.200000000000000000e+01
2.423000000000000000e+03,1.500000000000000000e+01
2.440000000000000000e+03,1.700000000000000000e+01
2.455000000000000000e+03,1.500000000000000000e+01
2.468000000000000000e+03,1.300000000000000000e+01
2.548000000000000000e+03,8.000000000000000000e+01
2.575000000000000000e+03,2.700000000000000000e+01
2.602000000000000000e+03,2.700000000000000000e+01
