#{"t_start": 1763486788.551658, "env_id": "CartPole-v1"}
r,l,t
55.0,55,54.526502
69.0,69,54.581886
54.0,54,54.62519
24.0,24,54.644574
38.0,38,54.675207
27.0,27,54.696951
34.0,34,54.758162
26.0,26,54.779419
61.0,61,54.830824
24.0,24,54.851017
42.0,42,54.886212
33.0,33,54.913921
56.0,56,54.989945
41.0,41,55.023493
87.0,87,55.096484
55.0,55,55.142881
53.0,53,55.187895
11.0,11,55.225214
41.0,41,55.258191
40.0,40,55.290301
42.0,42,55.324044
53.0,53,55.366585
37.0,37,55.396363
38.0,38,55.455163
34.0,34,55.482717
32.0,32,55.508535
53.0,53,55.551319
73.0,73,55.6138
57.0,57,55.659554
42.0,42,55.720798
44.0,44,55.755485
36.0,36,55.783816
37.0,37,55.812891
45.0,45,55.848243
45.0,45,55.884451
80.0,80,55.977218
30.0,30,56.001479
38.0,38,56.032195
19.0,19,56.047603
27.0,27,56.069398
22.0,22,56.08717
64.0,64,56.166088
37.0,37,56.200274
25.0,25,56.219926
44.0,44,56.254392
47.0,47,56.291542
49.0,49,56.330078
81.0,81,56.429785
79.0,79,56.493199
42.0,42,56.52704
41.0,41,56.560671
35.0,35,56.589586
44.0,44,56.65628
58.0,58,56.704559
41.0,41,56.737859
24.0,24,56.757406
71.0,71,56.817862
37.0,37,56.850631
24.0,24,56.898429
53.0,53,56.941644
22.0,22,56.959352
86.0,86,57.029837
25.0,25,57.050487
41.0,41,57.084277
33.0,33,57.139879
49.0,49,57.179368
28.0,28,57.201897
35.0,35,57.230049
12.0,12,57.239764
36.0,36,57.268754
36.0,36,57.297575
48.0,48,57.370085
70.0,70,57.426927
25.0,25,57.447301
51.0,51,57.488793
63.0,63,57.540028
33.0,33,57.596137
105.0,105,57.686061
64.0,64,57.738909
57.0,57,57.783766
59.0,59,57.858399
45.0,45,57.893737
43.0,43,57.928321
24.0,24,57.950652
42.0,42,57.985828
65.0,65,58.040029
24.0,24,58.095193
40.0,40,58.127692
38.0,38,58.157897
30.0,30,58.184466
65.0,65,58.235278
47.0,47,58.272436
45.0,45,58.337202
55.0,55,58.381398
50.0,50,58.420727
44.0,44,58.455456
70.0,70,58.511841
37.0,37,58.56903
53.0,53,58.610657
42.0,42,58.643725
89.0,89,58.721924
59.0,59,58.802506
48.0,48,58.842633
27.0,27,58.864105
42.0,42,58.897517
60.0,60,58.946006
52.0,52,58.987219
52.0,52,59.056447
37.0,37,59.085754
24.0,24,59.105132
40.0,40,59.137264
36.0,36,59.168913
35.0,35,59.196323
39.0,39,59.226825
72.0,72,59.310875
21.0,21,59.327424
54.0,54,59.370137
29.0,29,59.393148
41.0,41,59.425672
26.0,26,59.446383
81.0,81,59.538561
41.0,41,59.571967
23.0,23,59.590764
46.0,46,59.628594
60.0,60,59.684702
21.0,21,59.701393
45.0,45,59.764943
41.0,41,59.797409
55.0,55,59.840976
30.0,30,59.864853
24.0,24,59.883957
44.0,44,59.920492
49.0,49,59.989046
32.0,32,60.0149
53.0,53,60.056978
22.0,22,60.074479
58.0,58,60.122566
25.0,25,60.143573
65.0,65,60.227707
44.0,44,60.264708
27.0,27,60.287886
28.0,28,60.313573
39.0,39,60.345769
87.0,87,60.417506
92.0,92,60.523218
56.0,56,60.5671
38.0,38,60.596944
40.0,40,60.628356
46.0,46,60.696255
24.0,24,60.715342
29.0,29,60.738742
46.0,46,60.775831
39.0,39,60.807294
38.0,38,60.838054
34.0,34,60.865506
59.0,59,60.942613
38.0,38,60.972517
53.0,53,61.01421
51.0,51,61.054293
94.0,94,61.158955
56.0,56,61.208328
33.0,33,61.235309
63.0,63,61.287198
61.0,61,61.338609
36.0,36,61.36839
39.0,39,61.429098
67.0,67,61.483005
62.0,62,61.53289
64.0,64,61.584532
40.0,40,61.647337
39.0,39,61.679585
28.0,28,61.702174
68.0,68,61.757632
39.0,39,61.789242
26.0,26,61.810754
37.0,37,61.841287
27.0,27,61.891926
41.0,41,61.925496
70.0,70,61.98267
32.0,32,62.008664
25.0,25,62.028984
43.0,43,62.064609
77.0,77,62.165559
24.0,24,62.185528
52.0,52,62.228328
37.0,37,62.258392
46.0,46,62.296713
52.0,52,62.368052
58.0,58,62.415747
44.0,44,62.451437
48.0,48,62.490343
38.0,38,62.521157
71.0,71,62.610568
27.0,27,62.633122
62.0,62,62.683814
38.0,38,62.719819
55.0,55,62.764584
53.0,53,62.808326
35.0,35,62.870767
59.0,59,62.918631
41.0,41,62.951857
75.0,75,63.014258
30.0,30,63.039238
53.0,53,63.11711
49.0,49,63.15641
60.0,60,63.204412
23.0,23,63.222872
36.0,36,63.251715
30.0,30,63.275847
59.0,59,63.357426
31.0,31,63.382806
70.0,70,63.440727
35.0,35,63.469222
51.0,51,63.510723
67.0,67,63.593577
21.0,21,63.6106
44.0,44,63.6463
50.0,50,63.696199
54.0,54,63.745342
93.0,93,63.848374
27.0,27,63.870104
41.0,41,63.903143
26.0,26,63.924164
38.0,38,63.954649
55.0,55,63.998791
68.0,68,64.086108
33.0,33,64.11258
40.0,40,64.145145
44.0,44,64.180408
28.0,28,64.202431
159.0,159,64.354536
26.0,26,64.374969
39.0,39,64.405598
12.0,12,64.415071
28.0,28,64.43707
58.0,58,64.482408
42.0,42,64.542891
36.0,36,64.571216
57.0,57,64.616921
24.0,24,64.636243
41.0,41,64.669318
24.0,24,64.693104
41.0,41,64.726189
52.0,52,64.801391
37.0,37,64.830386
24.0,24,64.84923
27.0,27,64.870378
86.0,86,64.937621
46.0,46,65.003067
45.0,45,65.038395
56.0,56,65.082311
59.0,59,65.129379
56.0,56,65.176205
39.0,39,65.236289
66.0,66,65.289354
37.0,37,65.319224
77.0,77,65.381332
65.0,65,65.464004
48.0,48,65.50391
46.0,46,65.541191
69.0,69,65.596722
53.0,53,65.640119
47.0,47,65.712985
90.0,90,65.787595
53.0,53,65.830436
39.0,39,65.862582
69.0,69,65.950572
80.0,80,66.035686
31.0,31,66.068819
40.0,40,66.111344
24.0,24,66.132266
47.0,47,66.170622
50.0,50,66.238127
29.0,29,66.260918
136.0,136,66.367206
51.0,51,66.408729
28.0,28,66.458541
103.0,103,66.541245
109.0,109,66.629174
94.0,94,66.736077
46.0,46,66.77218
35.0,35,66.799796
27.0,27,66.821542
58.0,58,66.868087
40.0,40,66.92867
37.0,37,66.957696
24.0,24,66.9765
48.0,48,67.014017
24.0,24,67.032859
18.0,18,67.047021
54.0,54,67.089554
41.0,41,67.122882
42.0,42,67.187878
70.0,70,67.242847
123.0,123,67.339482
53.0,53,67.410316
24.0,24,67.429186
27.0,27,67.450371
39.0,39,67.482595
65.0,65,67.534762
67.0,67,67.588488
36.0,36,67.645789
27.0,27,67.669297
40.0,40,67.703446
55.0,55,67.74778
68.0,68,67.802408
54.0,54,67.874289
49.0,49,67.913835
54.0,54,67.95746
44.0,44,67.99287
50.0,50,68.033178
86.0,86,68.130484
45.0,45,68.166602
27.0,27,68.192168
52.0,52,68.233866
121.0,121,68.368438
49.0,49,68.408211
55.0,55,68.45248
78.0,78,68.51526
89.0,89,68.615969
65.0,65,68.668813
55.0,55,68.713216
38.0,38,68.743663
37.0,37,68.773345
40.0,40,68.839964
55.0,55,68.88478
42.0,42,68.918989
39.0,39,68.950728
111.0,111,69.071706
40.0,40,69.104318
65.0,65,69.157305
31.0,31,69.182879
46.0,46,69.220001
58.0,58,69.294035
26.0,26,69.314568
87.0,87,69.382671
43.0,43,69.416442
91.0,91,69.487593
60.0,60,69.564493
38.0,38,69.595197
29.0,29,69.61866
36.0,36,69.647501
74.0,74,69.71062
53.0,53,69.781911
35.0,35,69.810059
49.0,49,69.849452
55.0,55,69.893756
44.0,44,69.929175
75.0,75,70.023655
74.0,74,70.083928
39.0,39,70.115588
27.0,27,70.140711
37.0,37,70.17278
35.0,35,70.201244
47.0,47,70.272819
55.0,55,70.317004
35.0,35,70.345483
38.0,38,70.376294
42.0,42,70.410336
66.0,66,70.49167
23.0,23,70.510277
23.0,23,70.528998
74.0,74,70.588485
39.0,39,70.619764
82.0,82,70.688529
118.0,118,70.809064
25.0,25,70.828701
34.0,34,70.855353
61.0,61,70.903235
81.0,81,70.995229
33.0,33,71.021911
33.0,33,71.048567
58.0,58,71.095214
47.0,47,71.133046
34.0,34,71.187626
51.0,51,71.227558
52.0,52,71.268373
61.0,61,71.316226
46.0,46,71.352891
46.0,46,71.418594
62.0,62,71.467189
28.0,28,71.489208
63.0,63,71.538609
60.0,60,71.586483
54.0,54,71.664061
37.0,37,71.703044
47.0,47,71.742644
66.0,66,71.794611
67.0,67,71.84699
44.0,44,71.911177
23.0,23,71.929993
26.0,26,71.951184
45.0,45,71.987745
46.0,46,72.025285
44.0,44,72.061
52.0,52,72.132371
33.0,33,72.159106
51.0,51,72.205495
26.0,26,72.22594
49.0,49,72.264685
70.0,70,72.319447
55.0,55,72.390723
43.0,43,72.424464
61.0,61,72.472164
42.0,42,72.505034
55.0,55,72.547989
35.0,35,72.604285
42.0,42,72.638139
58.0,58,72.686112
38.0,38,72.717163
49.0,49,72.756963
47.0,47,72.798999
40.0,40,72.8657
66.0,66,72.919617
51.0,51,72.961225
33.0,33,72.988101
55.0,55,73.03484
22.0,22,73.081547
93.0,93,73.160763
73.0,73,73.221858
50.0,50,73.262052
53.0,53,73.3334
40.0,40,73.365247
44.0,44,73.400689
56.0,56,73.446168
71.0,71,73.503165
29.0,29,73.555418
75.0,75,73.615668
39.0,39,73.650538
73.0,73,73.716433
86.0,86,73.811948
27.0,27,73.833205
33.0,33,73.859173
48.0,48,73.896828
30.0,30,73.920454
43.0,43,73.9542
138.0,138,74.093395
57.0,57,74.139831
53.0,53,74.187001
60.0,60,74.235296
38.0,38,74.294595
25.0,25,74.314822
41.0,41,74.347841
39.0,39,74.379679
25.0,25,74.399835
23.0,23,74.418692
71.0,71,74.503933
20.0,20,74.52018
31.0,31,74.545205
87.0,87,74.615055
37.0,37,74.644863
60.0,60,74.698308
62.0,62,74.781546
37.0,37,74.811112
29.0,29,74.834489
49.0,49,74.873762
41.0,41,74.906662
49.0,49,74.946029
52.0,52,75.016302
22.0,22,75.034018
38.0,38,75.064516
54.0,54,75.107878
69.0,69,75.164988
54.0,54,75.234897
35.0,35,75.26231
57.0,57,75.306922
40.0,40,75.345395
41.0,41,75.378232
70.0,70,75.460382
40.0,40,75.491728
23.0,23,75.509773
69.0,69,75.563689
80.0,80,75.626168
33.0,33,75.652717
28.0,28,75.704137
30.0,30,75.728278
35.0,35,75.756441
11.0,11,75.765357
30.0,30,75.78961
64.0,64,75.841224
57.0,57,75.887651
42.0,42,75.952281
27.0,27,75.974286
44.0,44,76.010071
43.0,43,76.045286
34.0,34,76.073726
33.0,33,76.101233
40.0,40,76.16762
53.0,53,76.210216
33.0,33,76.236786
49.0,49,76.276131
80.0,80,76.340318
69.0,69,76.443986
24.0,24,76.469371
76.0,76,76.5476
29.0,29,76.577417
55.0,55,76.627312
25.0,25,76.646789
58.0,58,76.733005
40.0,40,76.766457
41.0,41,76.798289
72.0,72,76.854624
42.0,42,76.887429
38.0,38,76.94887
49.0,49,76.987111
27.0,27,77.008491
26.0,26,77.029375
33.0,33,77.055937
32.0,32,77.08161
53.0,53,77.124135
56.0,56,77.200983
63.0,63,77.250344
39.0,39,77.281297
28.0,28,77.303838
52.0,52,77.349565
31.0,31,77.378546
35.0,35,77.437171
95.0,95,77.511819
41.0,41,77.544666
45.0,45,77.580807
33.0,33,77.60733
45.0,45,77.67514
60.0,60,77.724233
60.0,60,77.773281
30.0,30,77.799478
42.0,42,77.834482
53.0,53,77.905394
39.0,39,77.936707
45.0,45,77.972777
44.0,44,78.00799
29.0,29,78.031239
53.0,53,78.073782
48.0,48,78.146158
57.0,57,78.192674
65.0,65,78.245637
55.0,55,78.290746
36.0,36,78.320034
48.0,48,78.390321
43.0,43,78.425343
41.0,41,78.46172
49.0,49,78.501221
45.0,45,78.537507
51.0,51,78.608696
26.0,26,78.630073
38.0,38,78.663912
38.0,38,78.697747
39.0,39,78.72918
32.0,32,78.755044
64.0,64,78.806561
44.0,44,78.870406
54.0,54,78.912902
29.0,29,78.93616
65.0,65,78.988164
33.0,33,79.014596
45.0,45,79.083457
31.0,31,79.111215
46.0,46,79.150407
24.0,24,79.173904
103.0,103,79.258573
25.0,25,79.278562
46.0,46,79.342487
28.0,28,79.365427
41.0,41,79.396698
66.0,66,79.448179
46.0,46,79.484172
68.0,68,79.565017
12.0,12,79.57451
52.0,52,79.615228
27.0,27,79.636413
33.0,33,79.662346
52.0,52,79.710174
28.0,28,79.732556
21.0,21,79.749312
79.0,79,79.84225
28.0,28,79.864286
45.0,45,79.900276
33.0,33,79.926968
48.0,48,79.965647
53.0,53,80.0408
27.0,27,80.062629
36.0,36,80.091611
94.0,94,80.167205
30.0,30,80.191367
24.0,24,80.210663
32.0,32,80.236563
71.0,71,80.324046
42.0,42,80.359815
62.0,62,80.410823
79.0,79,80.479908
30.0,30,80.534747
77.0,77,80.594176
50.0,50,80.633813
25.0,25,80.653706
42.0,42,80.694623
22.0,22,80.712142
39.0,39,80.771408
45.0,45,80.808206
24.0,24,80.827236
56.0,56,80.872053
68.0,68,80.927504
40.0,40,80.99502
72.0,72,81.05151
29.0,29,81.075816
33.0,33,81.102749
60.0,60,81.152582
90.0,90,81.255265
80.0,80,81.319359
33.0,33,81.345895
139.0,139,81.487038
30.0,30,81.510845
62.0,62,81.559886
56.0,56,81.604113
52.0,52,81.645244
25.0,25,81.665174
59.0,59,81.740732
42.0,42,81.773569
29.0,29,81.796276
28.0,28,81.81818
50.0,50,81.857361
53.0,53,81.926553
51.0,51,81.966731
59.0,59,82.01311
41.0,41,82.045356
49.0,49,82.083866
108.0,108,82.199429
64.0,64,82.250928
26.0,26,82.271798
27.0,27,82.293507
40.0,40,82.325706
63.0,63,82.410318
65.0,65,82.464831
39.0,39,82.496607
36.0,36,82.525905
29.0,29,82.549489
46.0,46,82.586976
42.0,42,82.659576
24.0,24,82.684394
49.0,49,82.725251
26.0,26,82.745556
27.0,27,82.766717
22.0,22,82.783903
30.0,30,82.80736
40.0,40,82.838511
37.0,37,82.895344
64.0,64,82.945266
45.0,45,82.980345
25.0,25,82.999795
58.0,58,83.044916
68.0,68,83.125754
57.0,57,83.175263
25.0,25,83.19673
84.0,84,83.262645
27.0,27,83.283818
79.0,79,83.379651
30.0,30,83.402585
26.0,26,83.422476
69.0,69,83.48008
37.0,37,83.509077
58.0,58,83.581117
48.0,48,83.617835
50.0,50,83.655965
29.0,29,83.678142
41.0,41,83.712839
22.0,22,83.730108
53.0,53,83.772274
90.0,90,83.876617
55.0,55,83.921341
44.0,44,83.957124
27.0,27,83.979249
69.0,69,84.067923
44.0,44,84.102918
44.0,44,84.138136
17.0,17,84.15206
25.0,25,84.17231
48.0,48,84.210855
49.0,49,84.250282
37.0,37,84.31097
30.0,30,84.336024
47.0,47,84.375335
53.0,53,84.418997
51.0,51,84.461171
47.0,47,84.498927
71.0,71,84.582928
37.0,37,84.611965
45.0,45,84.648178
56.0,56,84.693447
53.0,53,84.763803
44.0,44,84.798713
45.0,45,84.837942
32.0,32,84.864248
65.0,65,84.915185
50.0,50,84.95442
54.0,54,85.024454
54.0,54,85.066886
52.0,52,85.107685
55.0,55,85.153068
46.0,46,85.192614
29.0,29,85.251137
62.0,62,85.299721
95.0,95,85.378577
41.0,41,85.418519
37.0,37,85.45199
35.0,35,85.511858
61.0,61,85.560096
62.0,62,85.608975
70.0,70,85.671233
71.0,71,85.768312
62.0,62,85.823529
50.0,50,85.873556
80.0,80,85.938114
24.0,24,85.957492
46.0,46,86.022253
36.0,36,86.05136
61.0,61,86.101115
70.0,70,86.159502
38.0,38,86.190323
20.0,20,86.234731
40.0,40,86.269081
38.0,38,86.302275
42.0,42,86.335302
30.0,30,86.358892
45.0,45,86.393673
45.0,45,86.428082
37.0,37,86.489223
60.0,60,86.534951
82.0,82,86.598526
59.0,59,86.645178
52.0,52,86.72231
44.0,44,86.755895
32.0,32,86.78032
35.0,35,86.807719
23.0,23,86.826122
41.0,41,86.858245
33.0,33,86.884164
47.0,47,86.948622
29.0,29,86.971438
37.0,37,87.000501
40.0,40,87.031889
69.0,69,87.085787
45.0,45,87.121106
51.0,51,87.188813
40.0,40,87.220173
53.0,53,87.261936
27.0,27,87.283306
30.0,30,87.306902
30.0,30,87.330401
60.0,60,87.40532
27.0,27,87.426545
32.0,32,87.451637
35.0,35,87.483527
42.0,42,87.520051
111.0,111,87.643615
66.0,66,87.698589
46.0,46,87.741419
54.0,54,87.787563
57.0,57,87.83883
39.0,39,87.896824
101.0,101,87.977436
43.0,43,88.011445
45.0,45,88.047102
45.0,45,88.112067
36.0,36,88.141473
27.0,27,88.163252
31.0,31,88.187537
59.0,59,88.232429
78.0,78,88.293235
32.0,32,88.346782
84.0,84,88.412493
93.0,93,88.485467
29.0,29,88.512091
44.0,44,88.573395
45.0,45,88.607725
82.0,82,88.674104
54.0,54,88.718473
63.0,63,88.767694
42.0,42,88.834787
29.0,29,88.857851
26.0,26,88.879546
29.0,29,88.903174
29.0,29,88.927122
67.0,67,88.982041
42.0,42,89.044636
72.0,72,89.102412
61.0,61,89.152904
43.0,43,89.195178
34.0,34,89.227646
48.0,48,89.297456
101.0,101,89.377259
89.0,89,89.448137
69.0,69,89.534305
38.0,38,89.565206
50.0,50,89.605757
26.0,26,89.62693
50.0,50,89.667573
62.0,62,89.718036
30.0,30,89.770351
47.0,47,89.807282
52.0,52,89.850741
73.0,73,89.906715
56.0,56,89.95062
41.0,41,90.010533
19.0,19,90.025461
39.0,39,90.055946
52.0,52,90.096728
41.0,41,90.128809
13.0,13,90.139068
23.0,23,90.157248
38.0,38,90.18716
38.0,38,90.244735
57.0,57,90.289437
58.0,58,90.334783
39.0,39,90.365372
43.0,43,90.398988
23.0,23,90.417093
57.0,57,90.489619
25.0,25,90.509259
58.0,58,90.554837
52.0,52,90.596647
58.0,58,90.642747
82.0,82,90.737505
92.0,92,90.809748
27.0,27,90.831506
26.0,26,90.852556
33.0,33,90.879441
32.0,32,90.937481
63.0,63,90.987132
59.0,59,91.033376
35.0,35,91.060837
30.0,30,91.084899
54.0,54,91.157935
46.0,46,91.197012
78.0,78,91.259423
71.0,71,91.317591
73.0,73,91.411937
50.0,50,91.460607
49.0,49,91.503612
37.0,37,91.532553
50.0,50,91.571894
47.0,47,91.608749
57.0,57,91.67957
38.0,38,91.713037
52.0,52,91.753088
40.0,40,91.783669
67.0,67,91.836252
55.0,55,91.906973
47.0,47,91.944072
47.0,47,91.981045
40.0,40,92.012396
44.0,44,92.04694
44.0,44,92.110908
71.0,71,92.174788
39.0,39,92.205542
24.0,24,92.224413
70.0,70,92.279633
53.0,53,92.356357
78.0,78,92.420868
80.0,80,92.487901
40.0,40,92.520745
62.0,62,92.59786
47.0,47,92.635348
51.0,51,92.675857
54.0,54,92.718451
39.0,39,92.749006
46.0,46,92.784984
28.0,28,92.837658
56.0,56,92.882692
62.0,62,92.932368
41.0,41,92.964943
42.0,42,93.00282
61.0,61,93.079615
28.0,28,93.101921
62.0,62,93.158736
37.0,37,93.194634
55.0,55,93.254541
24.0,24,93.280087
55.0,55,93.369445
42.0,42,93.405496
29.0,29,93.428887
40.0,40,93.46112
48.0,48,93.503832
39.0,39,93.536353
46.0,46,93.602719
52.0,52,93.647109
28.0,28,93.67398
26.0,26,93.702038
39.0,39,93.745058
24.0,24,93.772232
22.0,22,93.792516
25.0,25,93.813535
25.0,25,93.866897
44.0,44,93.911275
49.0,49,93.952683
21.0,21,93.969871
46.0,46,94.007642
36.0,36,94.036832
51.0,51,94.106471
51.0,51,94.147597
25.0,25,94.171075
39.0,39,94.201728
70.0,70,94.256699
35.0,35,94.284211
37.0,37,94.340261
42.0,42,94.372752
58.0,58,94.417056
67.0,67,94.468138
109.0,109,94.586975
32.0,32,94.612391
34.0,34,94.639117
67.0,67,94.700227
57.0,57,94.745418
42.0,42,94.779615
65.0,65,94.865649
83.0,83,94.933185
32.0,32,94.959202
36.0,36,94.988534
62.0,62,95.070564
48.0,48,95.110498
27.0,27,95.132691
67.0,67,95.189769
27.0,27,95.210895
52.0,52,95.251656
64.0,64,95.329505
75.0,75,95.388635
94.0,94,95.463114
67.0,67,95.54573
42.0,42,95.579675
71.0,71,95.635914
58.0,58,95.681424
63.0,63,95.758878
36.0,36,95.787281
39.0,39,95.817905
40.0,40,95.84916
29.0,29,95.871807
68.0,68,95.926305
50.0,50,95.995098
36.0,36,96.023587
39.0,39,96.054148
35.0,35,96.081585
66.0,66,96.133339
48.0,48,96.174711
41.0,41,96.241781
64.0,64,96.292471
61.0,61,96.343057
47.0,47,96.378896
30.0,30,96.401831
87.0,87,96.495709
38.0,38,96.525442
75.0,75,96.58418
41.0,41,96.616219
37.0,37,96.645169
67.0,67,96.733176
43.0,43,96.768244
29.0,29,96.791659
41.0,41,96.824764
98.0,98,96.935755
25.0,25,96.955614
55.0,55,96.999092
25.0,25,97.01889
23.0,23,97.037109
52.0,52,97.079392
28.0,28,97.102206
42.0,42,97.169013
57.0,57,97.215112
40.0,40,97.246941
51.0,51,97.28744
34.0,34,97.314467
24.0,24,97.333557
65.0,65,97.417534
40.0,40,97.448088
76.0,76,97.50608
61.0,61,97.553379
25.0,25,97.572993
41.0,41,97.632766
22.0,22,97.650131
57.0,57,97.69859
36.0,36,97.726436
57.0,57,97.770684
44.0,44,97.804608
58.0,58,97.876911
37.0,37,97.905421
54.0,54,97.947846
61.0,61,97.994772
35.0,35,98.021725
49.0,49,98.088055
33.0,33,98.114329
47.0,47,98.153176
55.0,55,98.199314
81.0,81,98.263334
36.0,36,98.324157
55.0,55,98.372852
48.0,48,98.413428
34.0,34,98.440187
66.0,66,98.492388
45.0,45,98.527919
39.0,39,98.588281
66.0,66,98.639904
51.0,51,98.683547
26.0,26,98.703485
81.0,81,98.794727
40.0,40,98.82662
77.0,77,98.888079
68.0,68,98.942931
28.0,28,98.965701
49.0,49,99.039142
35.0,35,99.067102
45.0,45,99.102813
52.0,52,99.14507
47.0,47,99.187484
25.0,25,99.207646
74.0,74,99.293716
73.0,73,99.350864
46.0,46,99.386936
47.0,47,99.424363
52.0,52,99.465706
33.0,33,99.527618
30.0,30,99.551934
42.0,42,99.585166
21.0,21,99.60183
40.0,40,99.633975
40.0,40,99.667685
33.0,33,99.693647
29.0,29,99.743426
38.0,38,99.772545
56.0,56,99.815299
66.0,66,99.866858
73.0,73,99.923914
73.0,73,100.008501
29.0,29,100.03126
52.0,52,100.072086
50.0,50,100.111363
28.0,28,100.13339
107.0,107,100.24558
27.0,27,100.266887
40.0,40,100.297879
56.0,56,100.340644
49.0,49,100.378266
77.0,77,100.473642
67.0,67,100.527275
57.0,57,100.572289
25.0,25,100.592001
39.0,39,100.623341
50.0,50,100.690537
50.0,50,100.729633
46.0,46,100.765595
31.0,31,100.789903
41.0,41,100.822826
37.0,37,100.852628
31.0,31,100.907486
66.0,66,100.960691
45.0,45,100.996853
57.0,57,101.041605
50.0,50,101.080658
68.0,68,101.162292
73.0,73,101.219534
46.0,46,101.256266
48.0,48,101.294866
67.0,67,101.379643
58.0,58,101.425136
45.0,45,101.460508
42.0,42,101.494362
42.0,42,101.530508
37.0,37,101.560348
41.0,41,101.62284
48.0,48,101.664567
44.0,44,101.701647
50.0,50,101.741415
45.0,45,101.77775
39.0,39,101.836558
32.0,32,101.861726
28.0,28,101.88374
75.0,75,101.942741
78.0,78,102.003768
35.0,35,102.031666
52.0,52,102.101754
78.0,78,102.16702
56.0,56,102.214119
36.0,36,102.241714
36.0,36,102.296153
43.0,43,102.328984
56.0,56,102.374866
34.0,34,102.401553
56.0,56,102.445519
20.0,20,102.461273
59.0,59,102.539795
31.0,31,102.564151
70.0,70,102.618866
22.0,22,102.636061
84.0,84,102.709177
29.0,29,102.731885
37.0,37,102.788716
32.0,32,102.813919
63.0,63,102.863284
51.0,51,102.903212
49.0,49,102.941548
42.0,42,103.00228
52.0,52,103.052243
41.0,41,103.090091
41.0,41,103.122135
56.0,56,103.16593
32.0,32,103.191051
52.0,52,103.257817
67.0,67,103.308898
50.0,50,103.347094
25.0,25,103.366644
34.0,34,103.393309
24.0,24,103.412119
45.0,45,103.48019
31.0,31,103.504455
28.0,28,103.526446
48.0,48,103.564042
81.0,81,103.627303
41.0,41,103.659771
26.0,26,103.713008
58.0,58,103.759301
49.0,49,103.797763
27.0,27,103.818932
26.0,26,103.839336
11.0,11,103.848048
25.0,25,103.867672
37.0,37,103.89659
92.0,92,103.996639
74.0,74,104.054487
43.0,43,104.088193
23.0,23,104.106236
30.0,30,104.129748
32.0,32,104.185745
44.0,44,104.219486
48.0,48,104.256237
48.0,48,104.297231
40.0,40,104.327727
67.0,67,104.406224
57.0,57,104.449664
66.0,66,104.505117
91.0,91,104.576317
27.0,27,104.627585
48.0,48,104.665233
49.0,49,104.703504
56.0,56,104.747447
38.0,38,104.777159
24.0,24,104.795921
35.0,35,104.854038
43.0,43,104.892298
48.0,48,104.936633
29.0,29,104.96298
36.0,36,105.000399
30.0,30,105.034062
46.0,46,105.081892
47.0,47,105.164789
55.0,55,105.214458
52.0,52,105.258053
50.0,50,105.298086
40.0,40,105.33019
26.0,26,105.351411
87.0,87,105.455514
34.0,34,105.483622
34.0,34,105.511501
52.0,52,105.554523
66.0,66,105.645109
45.0,45,105.688803
29.0,29,105.713408
66.0,66,105.768494
65.0,65,105.819439
46.0,46,105.881779
27.0,27,105.9024
46.0,46,105.937453
34.0,34,105.96608
89.0,89,106.036202
37.0,37,106.065435
28.0,28,106.120665
52.0,52,106.161479
35.0,35,106.188922
37.0,37,106.217979
39.0,39,106.248488
45.0,45,106.283612
52.0,52,106.354405
32.0,32,106.380539
48.0,48,106.419717
40.0,40,106.451869
70.0,70,106.507702
44.0,44,106.543032
88.0,88,106.642298
53.0,53,106.690969
74.0,74,106.748117
33.0,33,106.773724
26.0,26,106.823101
63.0,63,106.877273
45.0,45,106.912017
71.0,71,106.967457
45.0,45,107.00208
36.0,36,107.056983
74.0,74,107.113947
49.0,49,107.152457
49.0,49,107.202505
64.0,64,107.262841
42.0,42,107.329439
39.0,39,107.365431
53.0,53,107.40508
12.0,12,107.414056
36.0,36,107.440836
54.0,54,107.481061
101.0,101,107.589517
59.0,59,107.634415
51.0,51,107.677238
38.0,38,107.706276
55.0,55,107.779268
28.0,28,107.801992
38.0,38,107.832084
72.0,72,107.895315
78.0,78,107.954887
37.0,37,108.010005
54.0,54,108.051275
50.0,50,108.0895
26.0,26,108.109347
45.0,45,108.143691
55.0,55,108.186427
69.0,69,108.268011
39.0,39,108.298592
50.0,50,108.33849
48.0,48,108.376971
28.0,28,108.399585
83.0,83,108.493154
58.0,58,108.53863
61.0,61,108.586417
42.0,42,108.619414
63.0,63,108.696236
47.0,47,108.733128
45.0,45,108.768496
35.0,35,108.795968
46.0,46,108.83205
50.0,50,108.871267
42.0,42,108.933905
52.0,52,108.975149
41.0,41,109.007611
41.0,41,109.040093
37.0,37,109.070175
23.0,23,109.088924
40.0,40,109.15546
34.0,34,109.190425
43.0,43,109.227102
51.0,51,109.266972
24.0,24,109.285725
44.0,44,109.320049
69.0,69,109.402454
50.0,50,109.441688
41.0,41,109.47389
46.0,46,109.509675
89.0,89,109.579024
28.0,28,109.629177
57.0,57,109.679208
36.0,36,109.716645
29.0,29,109.739359
60.0,60,109.785095
58.0,58,109.829395
55.0,55,109.898177
34.0,34,109.924068
57.0,57,109.967437
33.0,33,109.993045
55.0,55,110.034878
54.0,54,110.103621
55.0,55,110.14554
39.0,39,110.175393
32.0,32,110.199829
48.0,48,110.236396
40.0,40,110.266876
42.0,42,110.327969
28.0,28,110.350035
34.0,34,110.376739
86.0,86,110.444044
41.0,41,110.476425
