#{"t_start": 1763486504.285047, "env_id": "CartPole-v1"}
r,l,t
54.0,54,46.389348
54.0,54,46.429906
37.0,37,46.482971
37.0,37,46.510989
54.0,54,46.552113
38.0,38,46.581206
25.0,25,46.600511
36.0,36,46.62932
46.0,46,46.664851
37.0,37,46.719131
46.0,46,46.753356
67.0,67,46.803898
62.0,62,46.851069
46.0,46,46.91414
67.0,67,46.965678
50.0,50,47.004188
69.0,69,47.057039
39.0,39,47.086978
49.0,49,47.14996
57.0,57,47.190711
56.0,56,47.233516
54.0,54,47.272553
51.0,51,47.30994
93.0,93,47.410462
24.0,24,47.427985
32.0,32,47.451016
66.0,66,47.49899
30.0,30,47.520795
82.0,82,47.613837
39.0,39,47.642212
57.0,57,47.683635
58.0,58,47.725675
42.0,42,47.756183
31.0,31,47.804107
48.0,48,47.841072
47.0,47,47.877084
43.0,43,47.909957
28.0,28,47.932345
81.0,81,48.021879
41.0,41,48.051317
38.0,38,48.078726
28.0,28,48.098814
55.0,55,48.138256
40.0,40,48.167159
52.0,52,48.231867
46.0,46,48.265614
51.0,51,48.302829
37.0,37,48.330024
24.0,24,48.347668
44.0,44,48.379905
66.0,66,48.46554
45.0,45,48.500261
42.0,42,48.532859
30.0,30,48.55562
69.0,69,48.612216
30.0,30,48.636455
67.0,67,48.716822
48.0,48,48.752735
42.0,42,48.783198
38.0,38,48.810419
51.0,51,48.847129
37.0,37,48.900193
43.0,43,48.93153
25.0,25,48.949477
24.0,24,48.966757
50.0,50,49.003101
37.0,37,49.030148
46.0,46,49.063752
61.0,61,49.134332
32.0,32,49.157631
88.0,88,49.222049
47.0,47,49.256196
49.0,49,49.318817
51.0,51,49.356067
48.0,48,49.391141
62.0,62,49.436756
45.0,45,49.471239
39.0,39,49.499831
49.0,49,49.571566
26.0,26,49.59016
44.0,44,49.621559
51.0,51,49.658027
48.0,48,49.693064
47.0,47,49.731386
39.0,39,49.789132
33.0,33,49.812938
42.0,42,49.84322
40.0,40,49.872495
62.0,62,49.919666
40.0,40,49.952777
60.0,60,50.021724
36.0,36,50.047931
22.0,22,50.063938
54.0,54,50.103165
20.0,20,50.117761
39.0,39,50.15045
45.0,45,50.227277
68.0,68,50.281528
39.0,39,50.31431
59.0,59,50.361956
64.0,64,50.412341
36.0,36,50.466371
40.0,40,50.49699
28.0,28,50.51853
38.0,38,50.54776
23.0,23,50.565679
66.0,66,50.616556
76.0,76,50.703244
11.0,11,50.711735
26.0,26,50.73136
29.0,29,50.753344
56.0,56,50.796175
53.0,53,50.836627
58.0,58,50.909117
41.0,41,50.940657
69.0,69,50.99801
35.0,35,51.029289
42.0,42,51.061615
24.0,24,51.080095
46.0,46,51.143058
38.0,38,51.17118
36.0,36,51.197688
28.0,28,51.2184
24.0,24,51.243277
35.0,35,51.268545
50.0,50,51.304224
28.0,28,51.3511
84.0,84,51.41281
53.0,53,51.4536
38.0,38,51.487246
43.0,43,51.521604
45.0,45,51.583319
42.0,42,51.615153
40.0,40,51.646156
85.0,85,51.712069
53.0,53,51.770354
42.0,42,51.831092
28.0,28,51.85257
59.0,59,51.898003
36.0,36,51.925626
38.0,38,51.953812
34.0,34,51.979143
53.0,53,52.042545
78.0,78,52.098845
52.0,52,52.136537
62.0,62,52.181601
41.0,41,52.211729
24.0,24,52.258178
46.0,46,52.294302
38.0,38,52.324041
48.0,48,52.361219
52.0,52,52.401449
45.0,45,52.436167
74.0,74,52.519015
69.0,69,52.568835
34.0,34,52.59368
42.0,42,52.624333
45.0,45,52.657332
48.0,48,52.719018
29.0,29,52.740678
37.0,37,52.767657
55.0,55,52.807748
35.0,35,52.833341
75.0,75,52.914936
25.0,25,52.933163
43.0,43,52.964982
28.0,28,52.98541
35.0,35,53.01091
48.0,48,53.045734
42.0,42,53.076232
45.0,45,53.133636
45.0,45,53.165265
79.0,79,53.220778
44.0,44,53.252064
34.0,34,53.276266
63.0,63,53.347496
49.0,49,53.383068
24.0,24,53.400239
52.0,52,53.437669
28.0,28,53.457833
34.0,34,53.48251
49.0,49,53.547841
44.0,44,53.579473
63.0,63,53.624753
39.0,39,53.652829
23.0,23,53.669399
81.0,81,53.760984
25.0,25,53.77967
26.0,26,53.798219
58.0,58,53.839677
45.0,45,53.872167
57.0,57,53.913484
40.0,40,53.975172
41.0,41,54.012974
48.0,48,54.047914
40.0,40,54.077328
60.0,60,54.121473
63.0,63,54.167858
35.0,35,54.219621
58.0,58,54.262256
32.0,32,54.286136
50.0,50,54.322882
28.0,28,54.343387
45.0,45,54.376982
42.0,42,54.435027
21.0,21,54.450685
31.0,31,54.473273
42.0,42,54.504339
29.0,29,54.525625
55.0,55,54.566335
37.0,37,54.593571
56.0,56,54.662297
70.0,70,54.713914
63.0,63,54.760244
52.0,52,54.798801
26.0,26,54.84486
59.0,59,54.889188
34.0,34,54.914977
44.0,44,54.951102
34.0,34,54.976335
47.0,47,55.010836
57.0,57,55.091172
50.0,50,55.127547
55.0,55,55.167705
36.0,36,55.194242
57.0,57,55.236405
60.0,60,55.310914
37.0,37,55.338661
43.0,43,55.371
31.0,31,55.393618
51.0,51,55.43088
39.0,39,55.459509
32.0,32,55.508714
38.0,38,55.536004
24.0,24,55.553508
52.0,52,55.591424
75.0,75,55.646321
32.0,32,55.670033
61.0,61,55.747685
25.0,25,55.767762
46.0,46,55.803871
24.0,24,55.822496
39.0,39,55.853125
49.0,49,55.89151
45.0,45,55.92726
38.0,38,55.980647
49.0,49,56.016678
26.0,26,56.035853
44.0,44,56.068059
36.0,36,56.094348
23.0,23,56.111869
41.0,41,56.142338
27.0,27,56.189099
61.0,61,56.233987
54.0,54,56.273756
34.0,34,56.298806
56.0,56,56.340497
28.0,28,56.388535
77.0,77,56.445537
37.0,37,56.472489
62.0,62,56.541628
28.0,28,56.562682
38.0,38,56.590554
29.0,29,56.641983
26.0,26,56.660822
66.0,66,56.709076
72.0,72,56.763425
49.0,49,56.799813
46.0,46,56.862052
29.0,29,56.884376
55.0,55,56.926604
29.0,29,56.947468
30.0,30,56.969198
32.0,32,56.992585
27.0,27,57.012434
68.0,68,57.089716
34.0,34,57.114854
41.0,41,57.145358
36.0,36,57.172259
23.0,23,57.189504
35.0,35,57.215724
34.0,34,57.240992
23.0,23,57.285187
69.0,69,57.336851
67.0,67,57.386774
57.0,57,57.429145
100.0,100,57.537989
40.0,40,57.567458
30.0,30,57.589886
62.0,62,57.636227
67.0,67,57.688663
35.0,35,57.74443
50.0,50,57.781071
52.0,52,57.819515
59.0,59,57.86315
39.0,39,57.892225
75.0,75,57.974032
51.0,51,58.011143
40.0,40,58.040276
37.0,37,58.067359
66.0,66,58.116182
23.0,23,58.16011
36.0,36,58.187072
65.0,65,58.235533
39.0,39,58.264989
39.0,39,58.294175
48.0,48,58.329961
27.0,27,58.350138
29.0,29,58.404178
40.0,40,58.439758
60.0,60,58.484788
25.0,25,58.503999
32.0,32,58.52873
58.0,58,58.573335
58.0,58,58.646418
56.0,56,58.691026
43.0,43,58.725079
52.0,52,58.765715
35.0,35,58.793636
40.0,40,58.85337
85.0,85,58.91991
51.0,51,58.966451
52.0,52,59.00582
43.0,43,59.038808
36.0,36,59.09404
53.0,53,59.135035
31.0,31,59.158987
39.0,39,59.188885
25.0,25,59.208202
83.0,83,59.300713
43.0,43,59.333868
34.0,34,59.359963
60.0,60,59.406984
104.0,104,59.500936
22.0,22,59.546516
38.0,38,59.579141
38.0,38,59.60729
24.0,24,59.625493
54.0,54,59.666459
41.0,41,59.698643
25.0,25,59.718765
38.0,38,59.773397
73.0,73,59.829002
42.0,42,59.861472
32.0,32,59.886318
53.0,53,59.927531
34.0,34,59.953881
54.0,54,60.024523
93.0,93,60.096998
46.0,46,60.132918
43.0,43,60.166789
28.0,28,60.188879
53.0,53,60.257788
30.0,30,60.281216
24.0,24,60.29858
38.0,38,60.325559
55.0,55,60.364941
39.0,39,60.398451
58.0,58,60.466855
42.0,42,60.497759
31.0,31,60.521015
66.0,66,60.56993
64.0,64,60.617559
47.0,47,60.679255
24.0,24,60.697234
37.0,37,60.724822
37.0,37,60.752866
53.0,53,60.791964
42.0,42,60.822981
46.0,46,60.883602
23.0,23,60.900786
56.0,56,60.945549
50.0,50,60.99377
79.0,79,61.053519
39.0,39,61.112108
29.0,29,61.135073
34.0,34,61.161766
36.0,36,61.190089
34.0,34,61.217108
39.0,39,61.247734
38.0,38,61.277961
39.0,39,61.308391
83.0,83,61.403348
33.0,33,61.42778
65.0,65,61.47403
35.0,35,61.499301
41.0,41,61.529733
39.0,39,61.591031
44.0,44,61.623266
56.0,56,61.66466
42.0,42,61.695582
64.0,64,61.743144
27.0,27,61.797218
50.0,50,61.83444
34.0,34,61.859472
33.0,33,61.883857
35.0,35,61.90973
40.0,40,61.943554
35.0,35,61.972756
40.0,40,62.029802
39.0,39,62.058955
41.0,41,62.089613
56.0,56,62.170925
24.0,24,62.188906
38.0,38,62.216954
92.0,92,62.316669
36.0,36,62.345103
53.0,53,62.387461
56.0,56,62.431425
54.0,54,62.502865
40.0,40,62.531481
37.0,37,62.558561
43.0,43,62.59016
35.0,35,62.61594
40.0,40,62.645517
44.0,44,62.677988
84.0,84,62.771923
49.0,49,62.808191
36.0,36,62.835174
32.0,32,62.859354
44.0,44,62.892372
44.0,44,62.952075
51.0,51,62.989895
23.0,23,63.007059
89.0,89,63.073138
45.0,45,63.106688
63.0,63,63.183322
71.0,71,63.238899
55.0,55,63.282481
51.0,51,63.322221
21.0,21,63.339024
68.0,68,63.415877
42.0,42,63.446551
34.0,34,63.471677
44.0,44,63.506552
51.0,51,63.547148
38.0,38,63.577571
69.0,69,63.660278
34.0,34,63.68702
35.0,35,63.714564
36.0,36,63.742852
59.0,59,63.786026
37.0,37,63.838415
53.0,53,63.877588
36.0,36,63.904347
41.0,41,63.935372
34.0,34,63.968423
41.0,41,64.002443
64.0,64,64.079229
42.0,42,64.111528
58.0,58,64.156688
23.0,23,64.174626
25.0,25,64.1942
43.0,43,64.227958
20.0,20,64.243683
38.0,38,64.303427
71.0,71,64.356825
44.0,44,64.389009
56.0,56,64.430627
59.0,59,64.475572
66.0,66,64.559971
25.0,25,64.579514
58.0,58,64.625354
39.0,39,64.653433
41.0,41,64.683011
14.0,14,64.693242
58.0,58,64.77388
41.0,41,64.808818
60.0,60,64.857193
38.0,38,64.885423
32.0,32,64.909681
63.0,63,64.986833
31.0,31,65.009675
40.0,40,65.039086
79.0,79,65.098074
42.0,42,65.129572
24.0,24,65.147722
23.0,23,65.165104
35.0,35,65.218699
55.0,55,65.260182
42.0,42,65.291633
42.0,42,65.32313
50.0,50,65.360836
61.0,61,65.444258
54.0,54,65.483757
52.0,52,65.522444
71.0,71,65.575216
43.0,43,65.607205
35.0,35,65.661541
29.0,29,65.684222
49.0,49,65.722817
29.0,29,65.745645
28.0,28,65.768057
32.0,32,65.79326
31.0,31,65.817922
79.0,79,65.903289
35.0,35,65.92914
67.0,67,65.978758
49.0,49,66.015309
60.0,60,66.087662
21.0,21,66.10466
38.0,38,66.133695
52.0,52,66.172437
65.0,65,66.220861
23.0,23,66.238019
48.0,48,66.273813
48.0,48,66.343878
63.0,63,66.390397
43.0,43,66.422694
30.0,30,66.445149
35.0,35,66.47159
45.0,45,66.506529
48.0,48,66.572549
35.0,35,66.598822
33.0,33,66.623528
39.0,39,66.652794
52.0,52,66.691748
64.0,64,66.767099
22.0,22,66.783437
65.0,65,66.831074
57.0,57,66.876807
52.0,52,66.917608
25.0,25,66.936064
26.0,26,66.980475
48.0,48,67.015322
37.0,37,67.042131
28.0,28,67.062391
49.0,49,67.098209
37.0,37,67.125159
27.0,27,67.144861
80.0,80,67.242701
39.0,39,67.281006
58.0,58,67.337854
43.0,43,67.380858
66.0,66,67.456429
43.0,43,67.487859
33.0,33,67.512832
43.0,43,67.544372
27.0,27,67.564273
45.0,45,67.597855
25.0,25,67.616559
40.0,40,67.673698
64.0,64,67.721564
48.0,48,67.757612
50.0,50,67.795231
43.0,43,67.827506
74.0,74,67.910632
27.0,27,67.931044
33.0,33,67.956417
56.0,56,68.013778
35.0,35,68.039501
49.0,49,68.075228
27.0,27,68.094817
42.0,42,68.150825
41.0,41,68.180382
57.0,57,68.221845
37.0,37,68.248802
31.0,31,68.27146
43.0,43,68.303175
23.0,23,68.346969
66.0,66,68.396329
120.0,120,68.48561
54.0,54,68.555025
34.0,34,68.581911
53.0,53,68.623922
52.0,52,68.66523
59.0,59,68.712096
71.0,71,68.797128
114.0,114,68.881431
26.0,26,68.900914
46.0,46,68.935402
45.0,45,68.968708
99.0,99,69.082862
41.0,41,69.114552
53.0,53,69.156396
41.0,41,69.189077
77.0,77,69.272602
28.0,28,69.293275
48.0,48,69.328986
44.0,44,69.361751
40.0,40,69.392027
43.0,43,69.425222
38.0,38,69.486589
50.0,50,69.525912
21.0,21,69.54239
67.0,67,69.5953
66.0,66,69.647383
71.0,71,69.735491
53.0,53,69.778194
85.0,85,69.846027
25.0,25,69.865839
79.0,79,69.955156
61.0,61,69.999901
37.0,37,70.0267
31.0,31,70.050309
36.0,36,70.078032
46.0,46,70.112051
40.0,40,70.169253
45.0,45,70.204692
42.0,42,70.237753
47.0,47,70.275033
49.0,49,70.313571
52.0,52,70.382165
35.0,35,70.409777
48.0,48,70.447131
47.0,47,70.482341
48.0,48,70.517746
23.0,23,70.534848
39.0,39,70.564347
49.0,49,70.62843
30.0,30,70.651203
36.0,36,70.67845
42.0,42,70.710224
32.0,32,70.734516
32.0,32,70.758661
43.0,43,70.823402
26.0,26,70.842919
32.0,32,70.86694
63.0,63,70.913961
60.0,60,70.964808
44.0,44,70.999305
41.0,41,71.056937
35.0,35,71.08252
66.0,66,71.131528
109.0,109,71.212563
39.0,39,71.268892
52.0,52,71.313795
59.0,59,71.360168
72.0,72,71.417734
23.0,23,71.435754
46.0,46,71.468911
41.0,41,71.529499
25.0,25,71.54823
39.0,39,71.57735
45.0,45,71.61099
43.0,43,71.643151
38.0,38,71.671521
23.0,23,71.688804
50.0,50,71.753631
40.0,40,71.783883
45.0,45,71.818025
40.0,40,71.848223
47.0,47,71.883784
39.0,39,71.949071
57.0,57,71.995824
55.0,55,72.04039
45.0,45,72.07521
62.0,62,72.123716
36.0,36,72.177206
47.0,47,72.211658
72.0,72,72.265029
32.0,32,72.288393
65.0,65,72.336215
29.0,29,72.357742
37.0,37,72.412197
35.0,35,72.438349
43.0,43,72.470049
35.0,35,72.495753
52.0,52,72.534213
77.0,77,72.617981
48.0,48,72.653533
46.0,46,72.687669
36.0,36,72.714354
52.0,52,72.752929
34.0,34,72.778293
49.0,49,72.846002
57.0,57,72.892659
41.0,41,72.92376
63.0,63,72.977553
48.0,48,73.013554
48.0,48,73.08465
32.0,32,73.109185
24.0,24,73.127136
40.0,40,73.157279
42.0,42,73.188892
29.0,29,73.212832
36.0,36,73.239969
23.0,23,73.257414
21.0,21,73.302013
41.0,41,73.335639
39.0,39,73.367008
82.0,82,73.436338
42.0,42,73.47338
58.0,58,73.547438
35.0,35,73.575024
24.0,24,73.594186
36.0,36,73.622549
47.0,47,73.659515
38.0,38,73.689373
40.0,40,73.721158
53.0,53,73.791321
76.0,76,73.851138
49.0,49,73.889651
27.0,27,73.911225
49.0,49,73.946094
49.0,49,74.006839
48.0,48,74.042033
47.0,47,74.076778
56.0,56,74.118211
35.0,35,74.143813
62.0,62,74.216564
23.0,23,74.23511
54.0,54,74.278463
43.0,43,74.312811
12.0,12,74.322545
28.0,28,74.344627
33.0,33,74.3713
56.0,56,74.445559
29.0,29,74.467695
53.0,53,74.507024
37.0,37,74.534251
30.0,30,74.556603
37.0,37,74.584155
34.0,34,74.609446
40.0,40,74.666265
82.0,82,74.728682
35.0,35,74.756357
54.0,54,74.800936
28.0,28,74.827937
20.0,20,74.848533
87.0,87,74.94692
50.0,50,74.98904
36.0,36,75.017411
63.0,63,75.064204
32.0,32,75.087422
66.0,66,75.161814
42.0,42,75.192858
61.0,61,75.238109
58.0,58,75.280949
38.0,38,75.336646
54.0,54,75.377201
47.0,47,75.41303
25.0,25,75.431711
46.0,46,75.467051
75.0,75,75.523543
37.0,37,75.583537
25.0,25,75.602865
34.0,34,75.629688
41.0,41,75.66231
36.0,36,75.690904
45.0,45,75.726873
89.0,89,75.829556
38.0,38,75.86005
61.0,61,75.908511
28.0,28,75.930687
37.0,37,75.95994
69.0,69,76.040458
34.0,34,76.065255
44.0,44,76.097795
50.0,50,76.135283
34.0,34,76.16078
54.0,54,76.201598
23.0,23,76.246385
33.0,33,76.271669
80.0,80,76.332659
36.0,36,76.362069
72.0,72,76.42027
57.0,57,76.49908
37.0,37,76.528629
35.0,35,76.556817
41.0,41,76.589648
64.0,64,76.640582
55.0,55,76.713475
57.0,57,76.75891
31.0,31,76.788401
46.0,46,76.82188
20.0,20,76.836786
27.0,27,76.856832
39.0,39,76.886016
59.0,59,76.96336
31.0,31,76.987922
38.0,38,77.018853
72.0,72,77.077031
40.0,40,77.107831
55.0,55,77.180063
51.0,51,77.218207
41.0,41,77.248982
27.0,27,77.269245
35.0,35,77.295859
50.0,50,77.334013
51.0,51,77.40648
40.0,40,77.436837
55.0,55,77.479338
26.0,26,77.501577
55.0,55,77.543257
57.0,57,77.586361
81.0,81,77.67451
45.0,45,77.714227
43.0,43,77.747207
38.0,38,77.775962
42.0,42,77.807414
52.0,52,77.881507
28.0,28,77.902525
24.0,24,77.921897
25.0,25,77.943122
63.0,63,77.990221
41.0,41,78.021112
48.0,48,78.08427
44.0,44,78.11896
28.0,28,78.140097
36.0,36,78.166924
40.0,40,78.196906
49.0,49,78.23382
23.0,23,78.251203
42.0,42,78.311406
70.0,70,78.36449
39.0,39,78.394378
35.0,35,78.420846
38.0,38,78.455977
37.0,37,78.484441
54.0,54,78.55161
30.0,30,78.5741
45.0,45,78.607833
39.0,39,78.637203
51.0,51,78.675509
59.0,59,78.720552
73.0,73,78.803784
67.0,67,78.854928
53.0,53,78.895455
50.0,50,78.934233
57.0,57,79.005968
39.0,39,79.035403
50.0,50,79.073632
54.0,54,79.114661
45.0,45,79.148979
62.0,62,79.223529
38.0,38,79.252136
49.0,49,79.28962
57.0,57,79.333325
49.0,49,79.370739
52.0,52,79.445185
39.0,39,79.474369
37.0,37,79.502218
51.0,51,79.540956
37.0,37,79.569462
40.0,40,79.600041
56.0,56,79.670554
56.0,56,79.713343
32.0,32,79.737639
73.0,73,79.79315
24.0,24,79.811317
38.0,38,79.846292
51.0,51,79.912061
37.0,37,79.941032
36.0,36,79.968421
50.0,50,80.007231
49.0,49,80.048942
39.0,39,80.078602
69.0,69,80.165554
57.0,57,80.210337
50.0,50,80.248497
61.0,61,80.293908
24.0,24,80.343642
56.0,56,80.387911
61.0,61,80.436936
44.0,44,80.472197
40.0,40,80.504644
38.0,38,80.535361
57.0,57,80.611865
32.0,32,80.638421
26.0,26,80.658065
47.0,47,80.694438
31.0,31,80.718579
26.0,26,80.738926
75.0,75,80.822934
48.0,48,80.863364
48.0,48,80.90135
36.0,36,80.928706
42.0,42,80.961079
34.0,34,80.987495
27.0,27,81.034632
53.0,53,81.076468
69.0,69,81.127615
44.0,44,81.160784
52.0,52,81.199974
27.0,27,81.220418
81.0,81,81.309387
63.0,63,81.357384
39.0,39,81.387112
46.0,46,81.422363
49.0,49,81.497325
40.0,40,81.530515
51.0,51,81.568704
43.0,43,81.601279
29.0,29,81.623669
37.0,37,81.652435
75.0,75,81.735951
39.0,39,81.765514
41.0,41,81.796595
27.0,27,81.817307
39.0,39,81.84699
36.0,36,81.874403
48.0,48,81.943623
24.0,24,81.968041
38.0,38,81.998271
45.0,45,82.033845
43.0,43,82.068046
51.0,51,82.108767
20.0,20,82.124708
35.0,35,82.1804
47.0,47,82.21783
44.0,44,82.2589
54.0,54,82.298167
39.0,39,82.326546
46.0,46,82.360008
29.0,29,82.406926
36.0,36,82.433523
66.0,66,82.482113
51.0,51,82.519933
56.0,56,82.561363
55.0,55,82.628927
25.0,25,82.652923
62.0,62,82.702073
42.0,42,82.734049
40.0,40,82.764817
40.0,40,82.795253
60.0,60,82.867444
33.0,33,82.892366
74.0,74,82.955936
42.0,42,82.988403
44.0,44,83.02368
60.0,60,83.102425
52.0,52,83.142518
44.0,44,83.176018
56.0,56,83.218327
62.0,62,83.265331
35.0,35,83.324614
45.0,45,83.359725
38.0,38,83.390761
35.0,35,83.419214
39.0,39,83.451089
63.0,63,83.502319
26.0,26,83.549573
46.0,46,83.584979
43.0,43,83.61736
53.0,53,83.658896
39.0,39,83.688046
80.0,80,83.773812
50.0,50,83.81158
56.0,56,83.853409
75.0,75,83.909301
53.0,53,83.948289
55.0,55,84.018256
47.0,47,84.056292
41.0,41,84.089378
50.0,50,84.129351
53.0,53,84.172329
38.0,38,84.227386
54.0,54,84.270196
42.0,42,84.303515
58.0,58,84.349998
40.0,40,84.382427
34.0,34,84.410291
49.0,49,84.478797
37.0,37,84.507574
42.0,42,84.543182
41.0,41,84.575124
50.0,50,84.614374
54.0,54,84.685125
37.0,37,84.712689
35.0,35,84.738796
50.0,50,84.776143
37.0,37,84.804379
63.0,63,84.851953
18.0,18,84.865781
50.0,50,84.931101
56.0,56,84.975207
34.0,34,85.000782
38.0,38,85.029746
49.0,49,85.066756
65.0,65,85.143494
25.0,25,85.167195
44.0,44,85.204254
21.0,21,85.220372
42.0,42,85.253556
47.0,47,85.291154
23.0,23,85.309627
42.0,42,85.370967
70.0,70,85.430463
33.0,33,85.454808
42.0,42,85.485765
56.0,56,85.526484
24.0,24,85.544019
41.0,41,85.60122
24.0,24,85.618771
47.0,47,85.652882
51.0,51,85.689986
38.0,38,85.717692
43.0,43,85.749378
27.0,27,85.795864
36.0,36,85.822312
33.0,33,85.846637
24.0,24,85.864315
35.0,35,85.890026
26.0,26,85.90936
47.0,47,85.951659
56.0,56,86.023856
34.0,34,86.048172
41.0,41,86.078029
38.0,38,86.105781
51.0,51,86.143125
37.0,37,86.170605
26.0,26,86.190117
45.0,45,86.250441
28.0,28,86.271367
54.0,54,86.311534
60.0,60,86.356162
34.0,34,86.381572
79.0,79,86.468339
32.0,32,86.494433
42.0,42,86.52795
59.0,59,86.574813
36.0,36,86.603658
54.0,54,86.646757
58.0,58,86.718041
58.0,58,86.761094
46.0,46,86.795332
24.0,24,86.81351
21.0,21,86.829186
48.0,48,86.864955
55.0,55,86.940542
45.0,45,86.974936
42.0,42,87.008587
48.0,48,87.04712
62.0,62,87.096201
41.0,41,87.157016
36.0,36,87.185369
47.0,47,87.222561
61.0,61,87.277253
37.0,37,87.304808
76.0,76,87.387579
47.0,47,87.423263
55.0,55,87.470498
39.0,39,87.501011
52.0,52,87.54215
47.0,47,87.607667
64.0,64,87.656856
57.0,57,87.69897
52.0,52,87.73793
67.0,67,87.788483
64.0,64,87.864279
39.0,39,87.894122
42.0,42,87.92937
53.0,53,87.971851
72.0,72,88.050198
29.0,29,88.075186
66.0,66,88.129659
43.0,43,88.164013
67.0,67,88.216704
69.0,69,88.29962
42.0,42,88.333465
40.0,40,88.365361
39.0,39,88.396992
81.0,81,88.458182
74.0,74,88.537346
79.0,79,88.594877
41.0,41,88.625143
57.0,57,88.667349
69.0,69,88.745183
38.0,38,88.773035
37.0,37,88.800475
24.0,24,88.821298
50.0,50,88.860054
46.0,46,88.894457
49.0,49,88.96268
64.0,64,89.010574
44.0,44,89.044063
29.0,29,89.066053
51.0,51,89.105362
72.0,72,89.199855
45.0,45,89.235507
62.0,62,89.282423
24.0,24,89.300745
37.0,37,89.328718
53.0,53,89.368765
86.0,86,89.464543
41.0,41,89.495812
42.0,42,89.527302
35.0,35,89.55344
31.0,31,89.576967
37.0,37,89.631923
36.0,36,89.658857
62.0,62,89.706588
43.0,43,89.739496
54.0,54,89.779871
12.0,12,89.789068
47.0,47,89.853272
45.0,45,89.886845
50.0,50,89.924166
58.0,58,89.967535
59.0,59,90.011958
40.0,40,90.042244
50.0,50,90.107539
30.0,30,90.130155
31.0,31,90.153466
62.0,62,90.200341
32.0,32,90.224597
69.0,69,90.304333
39.0,39,90.334036
55.0,55,90.37534
30.0,30,90.397869
47.0,47,90.4333
70.0,70,90.514703
43.0,43,90.547201
24.0,24,90.565128
19.0,19,90.579722
45.0,45,90.613639
20.0,20,90.629516
41.0,41,90.661556
46.0,46,90.696012
29.0,29,90.748113
32.0,32,90.772124
34.0,34,90.797365
46.0,46,90.832133
45.0,45,90.86649
52.0,52,90.906962
39.0,39,90.969922
37.0,37,90.998484
55.0,55,91.039649
76.0,76,91.096715
52.0,52,91.135983
39.0,39,91.19938
41.0,41,91.232967
46.0,46,91.275509
33.0,33,91.30393
34.0,34,91.330688
64.0,64,91.379481
29.0,29,91.401281
35.0,35,91.46075
50.0,50,91.496571
36.0,36,91.52283
40.0,40,91.5521
54.0,54,91.591709
41.0,41,91.622057
60.0,60,91.694924
35.0,35,91.72308
50.0,50,91.763143
38.0,38,91.792475
22.0,22,91.808818
65.0,65,91.883848
48.0,48,91.919683
24.0,24,91.937581
59.0,59,91.981946
42.0,42,92.013534
33.0,33,92.038077
50.0,50,92.105868
55.0,55,92.147284
44.0,44,92.180532
28.0,28,92.201618
55.0,55,92.24336
38.0,38,92.272206
40.0,40,92.33277
49.0,49,92.369285
69.0,69,92.421148
36.0,36,92.454355
63.0,63,92.501756
39.0,39,92.564153
25.0,25,92.585129
59.0,59,92.632487
25.0,25,92.652474
56.0,56,92.696447
49.0,49,92.735387
44.0,44,92.797861
26.0,26,92.818312
44.0,44,92.852844
101.0,101,92.932631
34.0,34,92.971331
68.0,68,93.061523
37.0,37,93.092774
49.0,49,93.133416
35.0,35,93.160625
27.0,27,93.182048
40.0,40,93.215662
41.0,41,93.27239
33.0,33,93.296164
40.0,40,93.325412
62.0,62,93.371251
43.0,43,93.403446
45.0,45,93.437428
37.0,37,93.492279
32.0,32,93.516102
57.0,57,93.56084
46.0,46,93.600224
50.0,50,93.636543
38.0,38,93.664174
63.0,63,93.740119
37.0,37,93.769497
45.0,45,93.805222
72.0,72,93.862725
35.0,35,93.890845
38.0,38,93.956642
76.0,76,94.012275
34.0,34,94.037065
24.0,24,94.054349
51.0,51,94.091491
59.0,59,94.161396
56.0,56,94.202089
28.0,28,94.222734
35.0,35,94.248151
21.0,21,94.263413
27.0,27,94.283437
57.0,57,94.325436
48.0,48,94.387927
69.0,69,94.438259
58.0,58,94.480385
47.0,47,94.514667
36.0,36,94.540844
53.0,53,94.607023
45.0,45,94.639866
54.0,54,94.679781
40.0,40,94.709204
47.0,47,94.743936
58.0,58,94.813442
44.0,44,94.847836
57.0,57,94.892444
62.0,62,94.940796
48.0,48,94.974036
37.0,37,95.03072
62.0,62,95.077028
51.0,51,95.115489
39.0,39,95.143425
37.0,37,95.17028
59.0,59,95.213136
41.0,41,95.269352
45.0,45,95.304813
62.0,62,95.35376
52.0,52,95.39429
40.0,40,95.42505
48.0,48,95.490539
67.0,67,95.543108
50.0,50,95.579759
70.0,70,95.632115
43.0,43,95.690826
26.0,26,95.710301
45.0,45,95.743819
60.0,60,95.790564
31.0,31,95.813701
49.0,49,95.850098
40.0,40,95.879845
54.0,54,95.947146
61.0,61,95.992828
58.0,58,96.036153
70.0,70,96.088579
31.0,31,96.137562
47.0,47,96.172212
42.0,42,96.203314
37.0,37,96.23105
45.0,45,96.265082
42.0,42,96.296805
52.0,52,96.366568
75.0,75,96.428942
39.0,39,96.457749
34.0,34,96.482843
64.0,64,96.53048
24.0,24,96.575099
26.0,26,96.594728
25.0,25,96.614289
50.0,50,96.653699
50.0,50,96.693468
36.0,36,96.722327
35.0,35,96.749933
69.0,69,96.83181
51.0,51,96.871878
37.0,37,96.901088
38.0,38,96.93501
47.0,47,96.968779
62.0,62,97.03853
39.0,39,97.066599
45.0,45,97.099236
