#{"t_start": 1763486504.285047, "env_id": "CartPole-v1"}
r,l,t
42.0,42,97.129555
51.0,51,97.166558
72.0,72,97.245042
51.0,51,97.282144
31.0,31,97.304818
40.0,40,97.334167
37.0,37,97.361151
40.0,40,97.392341
37.0,37,97.420938
46.0,46,97.483245
37.0,37,97.511008
57.0,57,97.553335
96.0,96,97.625005
31.0,31,97.678843
52.0,52,97.717778
31.0,31,97.741058
28.0,28,97.762014
48.0,48,97.797383
41.0,41,97.827874
46.0,46,97.862216
51.0,51,97.933808
51.0,51,97.971752
24.0,24,97.989673
50.0,50,98.027021
35.0,35,98.053042
54.0,54,98.125565
59.0,59,98.169752
38.0,38,98.198213
38.0,38,98.226666
40.0,40,98.256578
52.0,52,98.295611
31.0,31,98.348584
51.0,51,98.388162
24.0,24,98.407462
54.0,54,98.450335
65.0,65,98.502668
33.0,33,98.528989
56.0,56,98.601549
27.0,27,98.622869
50.0,50,98.661881
49.0,49,98.700375
19.0,19,98.715367
32.0,32,98.740438
40.0,40,98.775561
38.0,38,98.82906
39.0,39,98.85773
31.0,31,98.880661
40.0,40,98.910157
37.0,37,98.942416
80.0,80,99.029889
51.0,51,99.068494
74.0,74,99.131138
45.0,45,99.164744
53.0,53,99.204222
33.0,33,99.26033
53.0,53,99.30092
66.0,66,99.351222
19.0,19,99.365734
39.0,39,99.394628
30.0,30,99.419706
52.0,52,99.493999
41.0,41,99.526126
52.0,52,99.56625
80.0,80,99.6289
51.0,51,99.668925
54.0,54,99.741112
58.0,58,99.786796
35.0,35,99.814449
34.0,34,99.841719
54.0,54,99.884125
26.0,26,99.905114
44.0,44,99.977456
61.0,61,100.026676
19.0,19,100.04023
55.0,55,100.079313
29.0,29,100.100519
74.0,74,100.180499
61.0,61,100.224991
49.0,49,100.260559
14.0,14,100.270763
66.0,66,100.318872
42.0,42,100.349559
30.0,30,100.398302
43.0,43,100.430446
41.0,41,100.460317
28.0,28,100.480735
35.0,35,100.506517
37.0,37,100.533679
43.0,43,100.565012
40.0,40,100.621896
69.0,69,100.673172
34.0,34,100.698672
41.0,41,100.729283
23.0,23,100.746475
38.0,38,100.775225
45.0,45,100.84009
42.0,42,100.871556
19.0,19,100.885817
40.0,40,100.915729
41.0,41,100.949363
49.0,49,100.986819
45.0,45,101.019553
36.0,36,101.084428
64.0,64,101.136117
24.0,24,101.153322
37.0,37,101.179713
23.0,23,101.196453
44.0,44,101.228453
31.0,31,101.250996
78.0,78,101.340061
45.0,45,101.373584
50.0,50,101.411012
44.0,44,101.449278
52.0,52,101.518985
44.0,44,101.553718
46.0,46,101.590009
39.0,39,101.620863
48.0,48,101.658823
30.0,30,101.680718
40.0,40,101.734639
38.0,38,101.761757
25.0,25,101.779871
75.0,75,101.834491
23.0,23,101.851284
55.0,55,101.891373
39.0,39,101.919819
64.0,64,101.995125
52.0,52,102.033409
48.0,48,102.068725
35.0,35,102.094023
34.0,34,102.118653
45.0,45,102.178011
39.0,39,102.206392
66.0,66,102.25453
27.0,27,102.274248
42.0,42,102.304935
39.0,39,102.333262
52.0,52,102.397848
51.0,51,102.435106
40.0,40,102.464658
61.0,61,102.509175
38.0,38,102.536942
71.0,71,102.615454
39.0,39,102.643995
34.0,34,102.669367
58.0,58,102.7159
31.0,31,102.740145
48.0,48,102.777706
61.0,61,102.856555
41.0,41,102.888797
23.0,23,102.906954
24.0,24,102.927412
26.0,26,102.948653
67.0,67,103.003618
52.0,52,103.070832
49.0,49,103.109477
61.0,61,103.157505
78.0,78,103.218766
49.0,49,103.28089
38.0,38,103.307992
84.0,84,103.368598
49.0,49,103.404413
45.0,45,103.437011
40.0,40,103.497603
85.0,85,103.566557
38.0,38,103.596242
42.0,42,103.629255
57.0,57,103.673901
33.0,33,103.727498
76.0,76,103.784153
34.0,34,103.80887
22.0,22,103.824874
30.0,30,103.846667
35.0,35,103.872576
44.0,44,103.905038
29.0,29,103.956771
28.0,28,103.979147
37.0,37,104.012196
45.0,45,104.04782
63.0,63,104.094427
40.0,40,104.128979
42.0,42,104.19027
31.0,31,104.213965
83.0,83,104.276845
64.0,64,104.32446
61.0,61,104.397453
45.0,45,104.435303
27.0,27,104.455489
63.0,63,104.502909
66.0,66,104.552356
43.0,43,104.584371
46.0,46,104.645909
67.0,67,104.695866
49.0,49,104.732307
48.0,48,104.769799
66.0,66,104.845425
48.0,48,104.880058
51.0,51,104.917731
53.0,53,104.957314
57.0,57,104.999725
36.0,36,105.053613
54.0,54,105.094561
51.0,51,105.132459
38.0,38,105.160865
47.0,47,105.196119
48.0,48,105.232071
71.0,71,105.313694
46.0,46,105.347931
57.0,57,105.39085
58.0,58,105.437402
51.0,51,105.501015
37.0,37,105.528101
53.0,53,105.566934
25.0,25,105.585155
39.0,39,105.61339
26.0,26,105.632296
51.0,51,105.669448
35.0,35,105.719605
56.0,56,105.75947
29.0,29,105.780541
22.0,22,105.796671
25.0,25,105.815037
41.0,41,105.845285
40.0,40,105.87501
34.0,34,105.928997
54.0,54,105.967718
57.0,57,106.009533
59.0,59,106.052637
24.0,24,106.070216
34.0,34,106.095042
34.0,34,106.150593
41.0,41,106.180472
45.0,45,106.213192
49.0,49,106.249167
46.0,46,106.282725
26.0,26,106.302117
41.0,41,106.364248
58.0,58,106.406438
43.0,43,106.437939
46.0,46,106.474506
45.0,45,106.510505
63.0,63,106.58895
48.0,48,106.626857
51.0,51,106.667026
41.0,41,106.699322
51.0,51,106.739479
56.0,56,106.783468
41.0,41,106.839279
67.0,67,106.887438
38.0,38,106.915208
39.0,39,106.948438
51.0,51,106.986274
71.0,71,107.072263
85.0,85,107.138764
41.0,41,107.17165
74.0,74,107.22992
45.0,45,107.29266
71.0,71,107.348494
34.0,34,107.375314
45.0,45,107.411438
31.0,31,107.438426
43.0,43,107.497243
36.0,36,107.524657
36.0,36,107.551362
66.0,66,107.599664
47.0,47,107.634416
30.0,30,107.656569
48.0,48,107.718961
30.0,30,107.741341
30.0,30,107.763723
57.0,57,107.805701
46.0,46,107.839761
44.0,44,107.872276
51.0,51,107.941029
52.0,52,107.980336
39.0,39,108.009349
27.0,27,108.029181
39.0,39,108.057894
21.0,21,108.073592
38.0,38,108.101889
62.0,62,108.178477
69.0,69,108.230026
33.0,33,108.254678
43.0,43,108.286773
58.0,58,108.330024
36.0,36,108.388762
60.0,60,108.438311
56.0,56,108.484812
63.0,63,108.53212
44.0,44,108.565191
68.0,68,108.644312
61.0,61,108.689959
26.0,26,108.709454
40.0,40,108.739367
42.0,42,108.770644
39.0,39,108.82618
45.0,45,108.859653
49.0,49,108.896115
43.0,43,108.928135
42.0,42,108.959436
35.0,35,108.985591
40.0,40,109.042251
35.0,35,109.068482
57.0,57,109.11088
22.0,22,109.129012
38.0,38,109.157182
60.0,60,109.20315
44.0,44,109.266332
43.0,43,109.297889
24.0,24,109.315611
46.0,46,109.349939
40.0,40,109.37967
39.0,39,109.408771
33.0,33,109.434713
40.0,40,109.48983
37.0,37,109.51779
69.0,69,109.568925
35.0,35,109.594881
54.0,54,109.63486
46.0,46,109.668632
48.0,48,109.731415
63.0,63,109.782701
27.0,27,109.802707
42.0,42,109.833253
72.0,72,109.886851
36.0,36,109.941444
69.0,69,109.992269
44.0,44,110.024797
40.0,40,110.054801
64.0,64,110.10287
48.0,48,110.167898
72.0,72,110.228933
50.0,50,110.268448
46.0,46,110.304847
40.0,40,110.336327
68.0,68,110.429758
51.0,51,110.466544
58.0,58,110.507606
35.0,35,110.532447
51.0,51,110.568941
47.0,47,110.638826
44.0,44,110.67003
58.0,58,110.712168
40.0,40,110.741743
47.0,47,110.776567
49.0,49,110.839695
49.0,49,110.87616
60.0,60,110.920718
44.0,44,110.953847
60.0,60,110.998617
39.0,39,111.057629
70.0,70,111.112605
41.0,41,111.143117
40.0,40,111.172396
49.0,49,111.20914
43.0,43,111.272683
38.0,38,111.301044
42.0,42,111.332404
64.0,64,111.380165
41.0,41,111.410854
49.0,49,111.448887
38.0,38,111.503642
35.0,35,111.531299
38.0,38,111.561841
66.0,66,111.614052
40.0,40,111.6455
46.0,46,111.681632
45.0,45,111.747994
30.0,30,111.769883
30.0,30,111.790939
52.0,52,111.82708
26.0,26,111.84567
45.0,45,111.878094
32.0,32,111.927398
33.0,33,111.955155
57.0,57,112.000935
45.0,45,112.048053
49.0,49,112.084846
50.0,50,112.122774
41.0,41,112.180806
51.0,51,112.218288
57.0,57,112.260612
43.0,43,112.292778
46.0,46,112.327118
76.0,76,112.410914
39.0,39,112.44009
38.0,38,112.468527
34.0,34,112.493886
42.0,42,112.52524
34.0,34,112.550511
26.0,26,112.569983
46.0,46,112.632111
21.0,21,112.647866
42.0,42,112.679229
43.0,43,112.711357
40.0,40,112.741223
37.0,37,112.768836
46.0,46,112.829757
29.0,29,112.852129
40.0,40,112.883239
42.0,42,112.916498
57.0,57,112.961385
23.0,23,112.97948
48.0,48,113.017476
70.0,70,113.093826
49.0,49,113.12973
38.0,38,113.157628
24.0,24,113.175307
49.0,49,113.211695
30.0,30,113.234183
52.0,52,113.299399
21.0,21,113.314876
67.0,67,113.364015
24.0,24,113.382092
34.0,34,113.407505
57.0,57,113.455417
27.0,27,113.50482
45.0,45,113.538837
39.0,39,113.567748
51.0,51,113.6064
85.0,85,113.66971
40.0,40,113.742326
66.0,66,113.790362
70.0,70,113.841753
45.0,45,113.875054
34.0,34,113.899933
76.0,76,113.983892
53.0,53,114.021996
32.0,32,114.052868
38.0,38,114.081006
65.0,65,114.129092
40.0,40,114.189508
52.0,52,114.230479
53.0,53,114.272154
51.0,51,114.312136
40.0,40,114.343565
52.0,52,114.420406
33.0,33,114.44782
65.0,65,114.501825
34.0,34,114.528219
59.0,59,114.57439
33.0,33,114.6015
64.0,64,114.674384
51.0,51,114.711243
54.0,54,114.750636
70.0,70,114.802191
35.0,35,114.855197
34.0,34,114.880529
40.0,40,114.910242
33.0,33,114.937248
79.0,79,114.995538
51.0,51,115.033372
42.0,42,115.091653
26.0,26,115.110914
44.0,44,115.143438
43.0,43,115.175287
47.0,47,115.210087
61.0,61,115.2825
57.0,57,115.325058
43.0,43,115.357188
59.0,59,115.401667
70.0,70,115.460652
46.0,46,115.521858
24.0,24,115.539636
50.0,50,115.576987
50.0,50,115.614886
60.0,60,115.659575
50.0,50,115.6968
48.0,48,115.768047
70.0,70,115.822694
52.0,52,115.863217
30.0,30,115.886843
54.0,54,115.929599
52.0,52,116.007973
30.0,30,116.031506
53.0,53,116.073542
68.0,68,116.126852
32.0,32,116.151972
27.0,27,116.199584
44.0,44,116.231545
25.0,25,116.249841
37.0,37,116.276919
50.0,50,116.313762
25.0,25,116.332502
23.0,23,116.349718
39.0,39,116.378835
68.0,68,116.456389
29.0,29,116.478071
34.0,34,116.503687
64.0,64,116.551091
44.0,44,116.583883
34.0,34,116.637077
59.0,59,116.681181
41.0,41,116.712833
53.0,53,116.752199
51.0,51,116.790345
32.0,32,116.81402
42.0,42,116.872179
67.0,67,116.928474
58.0,58,116.973896
67.0,67,117.022997
24.0,24,117.040249
45.0,45,117.098337
45.0,45,117.130399
41.0,41,117.159797
32.0,32,117.183092
27.0,27,117.202738
48.0,48,117.237649
49.0,49,117.299753
62.0,62,117.345726
42.0,42,117.376916
26.0,26,117.395581
87.0,87,117.45975
42.0,42,117.518602
43.0,43,117.553135
37.0,37,117.582289
25.0,25,117.602032
41.0,41,117.634389
48.0,48,117.672184
75.0,75,117.760361
32.0,32,117.785645
50.0,50,117.824992
36.0,36,117.853056
43.0,43,117.886601
59.0,59,117.959915
40.0,40,117.99153
49.0,49,118.030116
55.0,55,118.072843
39.0,39,118.103501
48.0,48,118.140979
24.0,24,118.159696
31.0,31,118.211178
41.0,41,118.242757
39.0,39,118.273377
44.0,44,118.308283
55.0,55,118.352753
52.0,52,118.429053
50.0,50,118.470857
25.0,25,118.491769
43.0,43,118.528346
47.0,47,118.568638
20.0,20,118.585839
40.0,40,118.620145
26.0,26,118.674041
41.0,41,118.710376
48.0,48,118.752774
36.0,36,118.790873
55.0,55,118.84022
58.0,58,118.891971
44.0,44,118.965809
55.0,55,119.014446
35.0,35,119.045424
67.0,67,119.104753
45.0,45,119.144613
26.0,26,119.167231
40.0,40,119.231632
53.0,53,119.277197
63.0,63,119.332782
39.0,39,119.375286
34.0,34,119.405446
30.0,30,119.464607
59.0,59,119.518064
74.0,74,119.585104
33.0,33,119.614987
20.0,20,119.633562
40.0,40,119.669792
59.0,59,119.759157
23.0,23,119.7803
57.0,57,119.833433
55.0,55,119.885289
64.0,64,119.948888
35.0,35,120.015091
57.0,57,120.068494
46.0,46,120.111647
47.0,47,120.155569
30.0,30,120.183591
42.0,42,120.222801
23.0,23,120.244344
59.0,59,120.333349
40.0,40,120.369897
25.0,25,120.392994
54.0,54,120.447105
39.0,39,120.483957
50.0,50,120.56783
49.0,49,120.613343
38.0,38,120.6496
43.0,43,120.690245
43.0,43,120.731079
30.0,30,120.759444
53.0,53,120.841345
59.0,59,120.894766
70.0,70,120.959193
30.0,30,120.987346
46.0,46,121.030295
41.0,41,121.068568
65.0,65,121.159288
51.0,51,121.205428
33.0,33,121.235289
30.0,30,121.263127
45.0,45,121.305058
32.0,32,121.334739
39.0,39,121.402039
47.0,47,121.448444
56.0,56,121.499213
35.0,35,121.531093
52.0,52,121.57959
64.0,64,121.672169
42.0,42,121.712519
50.0,50,121.760638
32.0,32,121.789901
51.0,51,121.836917
65.0,65,121.927109
51.0,51,121.977432
45.0,45,122.019219
59.0,59,122.072648
42.0,42,122.110687
42.0,42,122.180957
47.0,47,122.229491
24.0,24,122.251662
40.0,40,122.288495
48.0,48,122.338241
41.0,41,122.375117
37.0,37,122.408156
57.0,57,122.488863
49.0,49,122.532411
39.0,39,122.56948
96.0,96,122.660721
39.0,39,122.728588
76.0,76,122.797435
28.0,28,122.82287
67.0,67,122.883445
42.0,42,122.92141
70.0,70,123.016388
71.0,71,123.082179
25.0,25,123.105629
36.0,36,123.139389
79.0,79,123.213023
45.0,45,123.285981
64.0,64,123.344671
61.0,61,123.401785
40.0,40,123.439373
51.0,51,123.487857
61.0,61,123.579759
71.0,71,123.647954
51.0,51,123.696296
40.0,40,123.734294
38.0,38,123.770423
68.0,68,123.873995
28.0,28,123.900556
40.0,40,123.938236
30.0,30,123.966403
36.0,36,124.00041
44.0,44,124.041547
44.0,44,124.121227
62.0,62,124.17995
32.0,32,124.21029
40.0,40,124.248323
38.0,38,124.284227
35.0,35,124.317391
42.0,42,124.392125
39.0,39,124.428884
44.0,44,124.477847
29.0,29,124.512473
46.0,46,124.556981
72.0,72,124.654805
54.0,54,124.703636
76.0,76,124.774837
24.0,24,124.797271
51.0,51,124.844723
51.0,51,124.926337
37.0,37,124.959897
21.0,21,124.978914
38.0,38,125.01332
34.0,34,125.044508
47.0,47,125.088302
56.0,56,125.140517
27.0,27,125.204871
40.0,40,125.242256
61.0,61,125.299031
48.0,48,125.343728
46.0,46,125.386597
22.0,22,125.407199
58.0,58,125.493412
50.0,50,125.539016
63.0,63,125.59633
28.0,28,125.622019
28.0,28,125.647689
73.0,73,125.747905
60.0,60,125.802687
55.0,55,125.853617
41.0,41,125.89222
37.0,37,125.931884
45.0,45,125.984399
42.0,42,126.059578
45.0,45,126.103325
31.0,31,126.133544
50.0,50,126.182149
63.0,63,126.243454
37.0,37,126.311031
57.0,57,126.364859
47.0,47,126.409045
38.0,38,126.44545
39.0,39,126.488242
90.0,90,126.609709
44.0,44,126.651259
51.0,51,126.699346
26.0,26,126.724552
41.0,41,126.764128
25.0,25,126.788343
56.0,56,126.87854
42.0,42,126.918431
74.0,74,126.987218
33.0,33,127.018328
41.0,41,127.056889
39.0,39,127.093488
85.0,85,127.203132
52.0,52,127.250554
34.0,34,127.282414
23.0,23,127.304117
43.0,43,127.344504
87.0,87,127.460594
41.0,41,127.498004
51.0,51,127.545754
24.0,24,127.568344
21.0,21,127.58812
25.0,25,127.611637
45.0,45,127.653902
47.0,47,127.728626
77.0,77,127.801612
37.0,37,127.837378
28.0,28,127.864668
48.0,48,127.911028
22.0,22,127.974439
74.0,74,128.04181
41.0,41,128.079256
12.0,12,128.090624
72.0,72,128.158309
74.0,74,128.262549
48.0,48,128.307461
43.0,43,128.347652
47.0,47,128.391576
77.0,77,128.463973
65.0,65,128.562901
38.0,38,128.597668
64.0,64,128.656937
66.0,66,128.719049
46.0,46,128.762273
24.0,24,128.817822
15.0,15,128.832025
32.0,32,128.862198
41.0,41,128.900866
51.0,51,128.949016
35.0,35,128.981992
50.0,50,129.029047
117.0,117,129.16917
42.0,42,129.208687
81.0,81,129.284669
48.0,48,129.36264
57.0,57,129.417036
25.0,25,129.447802
60.0,60,129.504926
61.0,61,129.564203
51.0,51,129.646124
33.0,33,129.677632
24.0,24,129.700493
24.0,24,129.723379
52.0,52,129.772856
56.0,56,129.829433
40.0,40,129.867691
55.0,55,129.960283
53.0,53,130.01129
85.0,85,130.093135
92.0,92,130.213776
24.0,24,130.236296
52.0,52,130.286628
40.0,40,130.325286
40.0,40,130.364112
40.0,40,130.40266
41.0,41,130.479029
62.0,62,130.539155
38.0,38,130.575594
51.0,51,130.624217
51.0,51,130.672808
29.0,29,130.700483
47.0,47,130.778392
36.0,36,130.812765
56.0,56,130.866172
55.0,55,130.918475
45.0,45,130.961398
34.0,34,130.993764
42.0,42,131.067883
41.0,41,131.109059
29.0,29,131.137535
54.0,54,131.190407
60.0,60,131.249179
81.0,81,131.361928
30.0,30,131.39226
57.0,57,131.447083
45.0,45,131.489197
24.0,24,131.511642
61.0,61,131.601503
50.0,50,131.648385
51.0,51,131.696254
17.0,17,131.712718
37.0,37,131.748422
58.0,58,131.804409
